SA2 - Residence,SA2 - Work place,Count
Lethbridge Park - Tregear,Randwick - North,6
Rooty Hill - Minchinbury,Randwick - North,3
Botany,Randwick - North,50
Mascot - Eastlakes,Randwick - North,87
Pagewood - Hillsdale - Daceyville,Randwick - North,56
Marrickville,Randwick - North,27
Petersham - Stanmore,Randwick - North,28
Sydenham - Tempe - St Peters,Randwick - North,11
Darlinghurst,Randwick - North,11
Erskineville - Alexandria,Randwick - North,29
Glebe - Forest Lodge,Randwick - North,8
Newtown - Camperdown - Darlington,Randwick - North,30
Potts Point - Woolloomooloo,Randwick - North,26
Pyrmont - Ultimo,Randwick - North,11
Redfern - Chippendale,Randwick - North,20
Surry Hills,Randwick - North,21
Sydney - Haymarket - The Rocks,Randwick - North,28
Waterloo - Beaconsfield,Randwick - North,57
Bondi - Tamarama - Bronte,Randwick - North,61
Bondi Beach - North Bondi,Randwick - North,63
Bondi Junction - Waverly,Randwick - North,77
Double Bay - Bellevue Hill,Randwick - North,47
Dover Heights,Randwick - North,53
Paddington - Moore Park,Randwick - North,29
Rose Bay - Vaucluse - Watsons Bay,Randwick - North,36
Coogee - Clovelly,Randwick - North,171
Malabar - La Perouse - Chifley,Randwick - North,131
Kensington (NSW),Randwick - North,70
Kingsford,Randwick - North,79
Maroubra - North,Randwick - North,63
Maroubra - South,Randwick - North,58
Maroubra - West,Randwick - North,56
Randwick - North,Randwick - North,928
Randwick - South,Randwick - North,106
Greenacre - Mount Lewis,Randwick - North,11
Padstow,Randwick - North,4
Panania - Milperra - Picnic Point,Randwick - North,11
Revesby,Randwick - North,7
Yagoona - Birrong,Randwick - North,3
Bankstown - North,Randwick - North,8
Belmore - Belfield,Randwick - North,9
Canterbury (South) - Campsie,Randwick - North,30
Kingsgrove (North) - Earlwood,Randwick - North,23
Punchbowl,Randwick - North,12
Roselands,Randwick - North,12
Lakemba,Randwick - North,10
Wiley Park,Randwick - North,6
Hurstville,Randwick - North,14
Mortdale - Penshurst,Randwick - North,24
Narwee - Beverly Hills,Randwick - North,10
Oatley - Hurstville Grove,Randwick - North,9
Peakhurst - Lugarno,Randwick - North,8
Riverwood,Randwick - North,6
South Hurstville - Blakehurst,Randwick - North,15
Arncliffe - Bardwell Valley,Randwick - North,38
Bexley,Randwick - North,35
Kingsgrove (South) - Bardwell Park,Randwick - North,9
Kogarah,Randwick - North,24
Kogarah Bay - Carlton - Allawah,Randwick - North,24
Monterey - Brighton-le-Sands - Kyeemagh,Randwick - North,17
Rockdale - Banksia,Randwick - North,58
Sans Souci - Ramsgate,Randwick - North,33
Concord - Mortlake - Cabarita,Randwick - North,3
Concord West - North Strathfield,Randwick - North,9
Drummoyne - Rodd Point,Randwick - North,6
Five Dock - Abbotsford,Randwick - North,7
Balmain,Randwick - North,9
Leichhardt - Annandale,Randwick - North,18
Lilyfield - Rozelle,Randwick - North,9
Ashfield,Randwick - North,22
Burwood - Croydon,Randwick - North,12
Canterbury (North) - Ashbury,Randwick - North,16
Croydon Park - Enfield,Randwick - North,12
Dulwich Hill - Lewisham,Randwick - North,20
Haberfield - Summer Hill,Randwick - North,12
Homebush,Randwick - North,13
Strathfield,Randwick - North,10
Strathfield South,Randwick - North,3
Chatswood (East) - Artarmon,Randwick - North,5
Chatswood (West) - Lane Cove North,Randwick - North,11
Lane Cove - Greenwich,Randwick - North,9
St Leonards - Naremburn,Randwick - North,7
Willoughby - Castle Cove - Northbridge,Randwick - North,8
Normanhurst - Thornleigh - Westleigh,Randwick - North,6
Gordon - Killara,Randwick - North,4
Lindfield - Roseville,Randwick - North,7
Pymble,Randwick - North,8
St Ives,Randwick - North,4
Wahroonga (East) - Warrawee,Randwick - North,3
Cremorne - Cammeray,Randwick - North,14
Crows Nest - Waverton,Randwick - North,16
Mosman,Randwick - North,14
Neutral Bay - Kirribilli,Randwick - North,16
Balgowlah - Clontarf - Seaforth,Randwick - North,7
Manly - Fairlight,Randwick - North,5
Avalon - Palm Beach,Randwick - North,6
Warriewood - Mona Vale,Randwick - North,9
Beacon Hill - Narraweena,Randwick - North,4
Forestville - Killarney Heights,Randwick - North,4
Frenchs Forest - Belrose,Randwick - North,7
Freshwater - Brookvale,Randwick - North,10
Manly Vale - Allambie Heights,Randwick - North,3
Mount Annan - Currans Hill,Randwick - North,3
Campbelltown - Woodbine,Randwick - North,4
Claymore - Eagle Vale - Raby,Randwick - North,5
Ingleburn - Denham Court,Randwick - North,7
Leumeah - Minto Heights,Randwick - North,3
Macquarie Fields - Glenfield,Randwick - North,13
Minto - St Andrews,Randwick - North,11
Rosemeadow - Glen Alpine,Randwick - North,4
The Oaks - Oakdale,Randwick - North,5
Springwood - Winmalee,Randwick - North,3
Wentworth Falls,Randwick - North,3
Penrith,Randwick - North,4
St Clair,Randwick - North,3
St Marys - North St Marys,Randwick - North,4
Homebush Bay - Silverwater,Randwick - North,4
Auburn - Central,Randwick - North,6
Auburn - North,Randwick - North,16
Lidcombe,Randwick - North,10
Regents Park,Randwick - North,4
Carlingford,Randwick - North,5
Ermington - Rydalmere,Randwick - North,7
Chester Hill - Sefton,Randwick - North,3
Fairfield - East,Randwick - North,4
Granville - Clyde,Randwick - North,7
Guildford - South Granville,Randwick - North,7
Guildford West - Merrylands West,Randwick - North,4
Merrylands - Holroyd,Randwick - North,9
North Parramatta,Randwick - North,9
Parramatta - Rosehill,Randwick - North,7
Pendle Hill - Girraween,Randwick - North,3
Wentworthville - Westmead,Randwick - North,5
Epping - North Epping,Randwick - North,10
Eastwood - Denistone,Randwick - North,3
Gladesville - Huntleys Point,Randwick - North,3
Macquarie Park - Marsfield,Randwick - North,4
North Ryde - East Ryde,Randwick - North,6
West Ryde - Meadowbank,Randwick - North,9
Putney,Randwick - North,3
Ryde,Randwick - North,8
Green Valley,Randwick - North,9
West Hoxton - Middleton Grange,Randwick - North,3
Bonnyrigg Heights - Bonnyrigg,Randwick - North,5
Fairfield,Randwick - North,4
Smithfield - Wetherill Park,Randwick - North,6
St Johns Park - Wakeley,Randwick - North,3
Casula,Randwick - North,3
Liverpool,Randwick - North,12
Prestons - Edmondson Park,Randwick - North,4
Gymea - Grays Point,Randwick - North,4
Miranda - Yowie Bay,Randwick - North,19
Sylvania - Taren Point,Randwick - North,13
Caringbah,Randwick - North,16
Caringbah South,Randwick - North,4
Cronulla - Kurnell - Bundeena,Randwick - North,19
Lilli Pilli - Port Hacking - Dolans Bay,Randwick - North,3
Woolaware - Burraneer,Randwick - North,4
Heathcote - Waterfall,Randwick - North,3
Illawong - Alfords Point,Randwick - North,6
Menai - Lucas Heights - Woronora,Randwick - North,11
Oyster Bay - Como - Jannali,Randwick - North,11
Sutherland - Kirrawee,Randwick - North,15
Engadine,Randwick - North,5
No Usual Address (NSW),Randwick - North,3
Batemans Bay,Randwick - South,5
Calga - Kulnura,Randwick - South,5
Gosford - Springfield,Randwick - South,4
Kincumber - Picketts Valley,Randwick - South,6
Point Clare - Koolewong,Randwick - South,5
Saratoga - Davistown,Randwick - South,3
Terrigal - North Avoca,Randwick - South,5
Umina - Booker Bay - Patonga,Randwick - South,3
Wamberal - Forresters Beach,Randwick - South,3
Bateau Bay - Killarney Vale,Randwick - South,3
Chittaway Bay - Tumbi Umbi,Randwick - South,3
Gorokan - Kanwal - Charmhaven,Randwick - South,4
Lake Munmorah - Mannering Park,Randwick - South,6
The Entrance,Randwick - South,3
Tuggerah - Kangy Angy,Randwick - South,4
Orange - North,Randwick - South,8
Urunga,Randwick - South,4
Kurri Kurri - Abermain,Randwick - South,3
Dapto - Avondale,Randwick - South,10
Unanderra - Mount Kembla,Randwick - South,7
Albion Park - Macquarie Pass,Randwick - South,6
Kiama Hinterland - Gerringong,Randwick - South,4
Balgownie - Fairy Meadow,Randwick - South,3
Figtree - Keiraville,Randwick - South,4
Helensburgh,Randwick - South,4
Thirroul - Austinmer - Coalcliff,Randwick - South,5
Woonona - Bulli - Russell Vale,Randwick - South,6
Wollongong - East,Randwick - South,5
Wollongong - West,Randwick - South,8
Waratah - North Lambton,Randwick - South,3
Berry - Kangaroo Valley,Randwick - South,3
Bowral,Randwick - South,5
Baulkham Hills (East),Randwick - South,10
Baulkham Hills (West) - Bella Vista,Randwick - South,16
West Pennant Hills,Randwick - South,3
Castle Hill - Central,Randwick - South,3
Cherrybrook,Randwick - South,8
Kellyville,Randwick - South,8
Dural - Kenthurst - Wisemans Ferry,Randwick - South,10
Kurrajong Heights - Ebenezer,Randwick - South,5
Rouse Hill - Beaumont Hills,Randwick - South,9
Blacktown (East) - Kings Park,Randwick - South,9
Blacktown (North) - Marayong,Randwick - South,5
Doonside - Woodcroft,Randwick - South,20
Lalor Park - Kings Langley,Randwick - South,7
Seven Hills - Toongabbie,Randwick - South,13
Blacktown (South),Randwick - South,10
Blacktown (West),Randwick - South,14
Glenwood,Randwick - South,3
Parklea - Kellyville Ridge,Randwick - South,16
Quakers Hill,Randwick - South,9
Bidwill - Hebersham - Emerton,Randwick - South,9
Glendenning - Dean Park,Randwick - South,8
Hassall Grove - Plumpton,Randwick - South,9
Lethbridge Park - Tregear,Randwick - South,3
Mount Druitt - Whalan,Randwick - South,4
Rooty Hill - Minchinbury,Randwick - South,14
Botany,Randwick - South,232
Mascot - Eastlakes,Randwick - South,394
Pagewood - Hillsdale - Daceyville,Randwick - South,262
Marrickville,Randwick - South,114
Petersham - Stanmore,Randwick - South,97
Sydenham - Tempe - St Peters,Randwick - South,55
Darlinghurst,Randwick - South,65
Erskineville - Alexandria,Randwick - South,115
Glebe - Forest Lodge,Randwick - South,63
Newtown - Camperdown - Darlington,Randwick - South,100
Potts Point - Woolloomooloo,Randwick - South,62
Pyrmont - Ultimo,Randwick - South,39
Redfern - Chippendale,Randwick - South,93
Surry Hills,Randwick - South,91
Sydney - Haymarket - The Rocks,Randwick - South,88
Waterloo - Beaconsfield,Randwick - South,276
Bondi - Tamarama - Bronte,Randwick - South,179
Bondi Beach - North Bondi,Randwick - South,142
Bondi Junction - Waverly,Randwick - South,155
Double Bay - Bellevue Hill,Randwick - South,152
Dover Heights,Randwick - South,84
Paddington - Moore Park,Randwick - South,118
Rose Bay - Vaucluse - Watsons Bay,Randwick - South,69
Woollahra,Randwick - South,49
Coogee - Clovelly,Randwick - South,703
Malabar - La Perouse - Chifley,Randwick - South,487
Kensington (NSW),Randwick - South,331
Kingsford,Randwick - South,449
Maroubra - North,Randwick - South,233
Maroubra - South,Randwick - South,245
Maroubra - West,Randwick - South,229
Randwick - North,Randwick - South,625
Randwick - South,Randwick - South,1221
Bass Hill - Georges Hall,Randwick - South,4
Condell Park,Randwick - South,15
Greenacre - Mount Lewis,Randwick - South,20
Padstow,Randwick - South,33
Panania - Milperra - Picnic Point,Randwick - South,32
Revesby,Randwick - South,17
Yagoona - Birrong,Randwick - South,12
Bankstown - North,Randwick - South,15
Bankstown - South,Randwick - South,10
Belmore - Belfield,Randwick - South,26
Canterbury (South) - Campsie,Randwick - South,61
Kingsgrove (North) - Earlwood,Randwick - South,70
Punchbowl,Randwick - South,31
Roselands,Randwick - South,23
Lakemba,Randwick - South,35
Wiley Park,Randwick - South,25
Hurstville,Randwick - South,59
Mortdale - Penshurst,Randwick - South,53
Narwee - Beverly Hills,Randwick - South,30
Oatley - Hurstville Grove,Randwick - South,19
Peakhurst - Lugarno,Randwick - South,34
Riverwood,Randwick - South,19
South Hurstville - Blakehurst,Randwick - South,64
Arncliffe - Bardwell Valley,Randwick - South,86
Bexley,Randwick - South,103
Kingsgrove (South) - Bardwell Park,Randwick - South,31
Kogarah,Randwick - South,50
Kogarah Bay - Carlton - Allawah,Randwick - South,56
Monterey - Brighton-le-Sands - Kyeemagh,Randwick - South,75
Rockdale - Banksia,Randwick - South,94
Sans Souci - Ramsgate,Randwick - South,93
Concord - Mortlake - Cabarita,Randwick - South,30
Concord West - North Strathfield,Randwick - South,23
Drummoyne - Rodd Point,Randwick - South,29
Five Dock - Abbotsford,Randwick - South,35
Balmain,Randwick - South,34
Leichhardt - Annandale,Randwick - South,68
Lilyfield - Rozelle,Randwick - South,26
Ashfield,Randwick - South,70
Burwood - Croydon,Randwick - South,50
Canterbury (North) - Ashbury,Randwick - South,30
Croydon Park - Enfield,Randwick - South,44
Dulwich Hill - Lewisham,Randwick - South,68
Haberfield - Summer Hill,Randwick - South,47
Homebush,Randwick - South,33
Strathfield,Randwick - South,37
Strathfield South,Randwick - South,6
Chatswood (East) - Artarmon,Randwick - South,31
Chatswood (West) - Lane Cove North,Randwick - South,45
Lane Cove - Greenwich,Randwick - South,45
St Leonards - Naremburn,Randwick - South,20
Willoughby - Castle Cove - Northbridge,Randwick - South,53
Asquith - Mount Colah,Randwick - South,9
Berowra - Brooklyn - Cowan,Randwick - South,3
Normanhurst - Thornleigh - Westleigh,Randwick - South,4
Hornsby - East,Randwick - South,10
Hornsby - West,Randwick - South,3
Waitara - Wahroonga (West),Randwick - South,3
Gordon - Killara,Randwick - South,23
Lindfield - Roseville,Randwick - South,34
Pymble,Randwick - South,12
St Ives,Randwick - South,19
Turramurra,Randwick - South,7
Wahroonga (East) - Warrawee,Randwick - South,13
Cremorne - Cammeray,Randwick - South,36
Crows Nest - Waverton,Randwick - South,36
Mosman,Randwick - South,38
Neutral Bay - Kirribilli,Randwick - South,39
North Sydney - Lavender Bay,Randwick - South,19
Balgowlah - Clontarf - Seaforth,Randwick - South,24
Manly - Fairlight,Randwick - South,18
Avalon - Palm Beach,Randwick - South,5
Bayview - Elanora Heights,Randwick - South,6
Newport - Bilgola,Randwick - South,7
Warriewood - Mona Vale,Randwick - South,3
Beacon Hill - Narraweena,Randwick - South,6
Cromer,Randwick - South,4
Dee Why - North Curl Curl,Randwick - South,20
Forestville - Killarney Heights,Randwick - South,12
Frenchs Forest - Belrose,Randwick - South,26
Freshwater - Brookvale,Randwick - South,22
Manly Vale - Allambie Heights,Randwick - South,8
Narrabeen - Collaroy,Randwick - South,6
Camden - Ellis Lane,Randwick - South,5
Elderslie - Harrington Park,Randwick - South,9
Mount Annan - Currans Hill,Randwick - South,17
Bradbury - Wedderburn,Randwick - South,8
Campbelltown - Woodbine,Randwick - South,18
Claymore - Eagle Vale - Raby,Randwick - South,18
Ingleburn - Denham Court,Randwick - South,18
Leumeah - Minto Heights,Randwick - South,8
Macquarie Fields - Glenfield,Randwick - South,21
Minto - St Andrews,Randwick - South,20
Rosemeadow - Glen Alpine,Randwick - South,6
Douglas Park - Appin,Randwick - South,4
Katoomba - Leura,Randwick - South,3
Springwood - Winmalee,Randwick - South,11
Cambridge Park,Randwick - South,4
Castlereagh - Cranebrook,Randwick - South,3
Glenmore Park - Regentville,Randwick - South,3
Jamisontown - South Penrith,Randwick - South,4
Kingswood - Werrington,Randwick - South,8
Penrith,Randwick - South,6
Yarramundi - Londonderry,Randwick - South,4
St Marys - North St Marys,Randwick - South,7
Homebush Bay - Silverwater,Randwick - South,25
Auburn - Central,Randwick - South,15
Auburn - North,Randwick - South,9
Auburn - South,Randwick - South,5
Berala,Randwick - South,10
Lidcombe,Randwick - South,22
Regents Park,Randwick - South,10
Carlingford,Randwick - South,9
Ermington - Rydalmere,Randwick - South,23
Oatlands - Dundas Valley,Randwick - South,11
Chester Hill - Sefton,Randwick - South,6
Fairfield - East,Randwick - South,3
Granville - Clyde,Randwick - South,10
Greystanes - Pemulwuy,Randwick - South,10
Guildford - South Granville,Randwick - South,8
Guildford West - Merrylands West,Randwick - South,10
Merrylands - Holroyd,Randwick - South,10
North Parramatta,Randwick - South,12
North Rocks,Randwick - South,5
Northmead,Randwick - South,17
Parramatta - Rosehill,Randwick - South,34
Toongabbie - Constitution Hill,Randwick - South,17
Winston Hills,Randwick - South,3
Pendle Hill - Girraween,Randwick - South,8
Wentworthville - Westmead,Randwick - South,26
Epping - North Epping,Randwick - South,34
Pennant Hills - Cheltenham,Randwick - South,21
Eastwood - Denistone,Randwick - South,33
Gladesville - Huntleys Point,Randwick - South,27
Hunters Hill - Woolwich,Randwick - South,3
Macquarie Park - Marsfield,Randwick - South,14
North Ryde - East Ryde,Randwick - South,9
West Ryde - Meadowbank,Randwick - South,14
Putney,Randwick - South,5
Ryde,Randwick - South,24
Cobbitty - Leppington,Randwick - South,7
Cecil Hills,Randwick - South,4
Green Valley,Randwick - South,9
Hinchinbrook,Randwick - South,4
Hoxton Park - Carnes Hill - Horningsea Park,Randwick - South,5
West Hoxton - Middleton Grange,Randwick - South,4
Bonnyrigg Heights - Bonnyrigg,Randwick - South,6
Bossley Park - Abbotsbury,Randwick - South,4
Cabramatta - Lansvale,Randwick - South,7
Cabramatta West - Mount Pritchard,Randwick - South,4
Canley Vale - Canley Heights,Randwick - South,10
Edensor Park,Randwick - South,11
Fairfield,Randwick - South,7
Fairfield - West,Randwick - South,6
Greenfield Park - Prairiewood,Randwick - South,4
Smithfield - Wetherill Park,Randwick - South,11
Casula,Randwick - South,14
Chipping Norton - Moorebank,Randwick - South,20
Holsworthy - Wattle Grove,Randwick - South,37
Liverpool,Randwick - South,12
Lurnea - Cartwright,Randwick - South,6
Prestons - Edmondson Park,Randwick - South,12
Warwick Farm,Randwick - South,7
Gymea - Grays Point,Randwick - South,58
Miranda - Yowie Bay,Randwick - South,49
Sylvania - Taren Point,Randwick - South,46
Caringbah,Randwick - South,39
Caringbah South,Randwick - South,25
Cronulla - Kurnell - Bundeena,Randwick - South,63
Lilli Pilli - Port Hacking - Dolans Bay,Randwick - South,3
Woolaware - Burraneer,Randwick - South,14
Heathcote - Waterfall,Randwick - South,11
Illawong - Alfords Point,Randwick - South,17
Menai - Lucas Heights - Woronora,Randwick - South,33
Oyster Bay - Como - Jannali,Randwick - South,55
Sutherland - Kirrawee,Randwick - South,58
Engadine,Randwick - South,30
Loftus - Yarrawarrah,Randwick - South,7
Woronora Heights,Randwick - South,7
No Usual Address (NSW),Randwick - South,7
Terrigal - North Avoca,Bass Hill - Georges Hall,6
Chittaway Bay - Tumbi Umbi,Bass Hill - Georges Hall,3
Warilla,Bass Hill - Georges Hall,4
Balgownie - Fairy Meadow,Bass Hill - Georges Hall,3
Thirroul - Austinmer - Coalcliff,Bass Hill - Georges Hall,3
Baulkham Hills (East),Bass Hill - Georges Hall,7
Glenhaven,Bass Hill - Georges Hall,3
Castle Hill - Central,Bass Hill - Georges Hall,3
Castle Hill - South,Bass Hill - Georges Hall,5
Rouse Hill - Beaumont Hills,Bass Hill - Georges Hall,3
Blacktown (North) - Marayong,Bass Hill - Georges Hall,4
Doonside - Woodcroft,Bass Hill - Georges Hall,9
Seven Hills - Toongabbie,Bass Hill - Georges Hall,5
Blacktown (South),Bass Hill - Georges Hall,3
Blacktown (West),Bass Hill - Georges Hall,5
Glenwood,Bass Hill - Georges Hall,3
Parklea - Kellyville Ridge,Bass Hill - Georges Hall,5
Quakers Hill,Bass Hill - Georges Hall,9
Botany,Bass Hill - Georges Hall,6
Mascot - Eastlakes,Bass Hill - Georges Hall,3
Marrickville,Bass Hill - Georges Hall,5
Petersham - Stanmore,Bass Hill - Georges Hall,3
Newtown - Camperdown - Darlington,Bass Hill - Georges Hall,5
Redfern - Chippendale,Bass Hill - Georges Hall,7
Sydney - Haymarket - The Rocks,Bass Hill - Georges Hall,9
Rose Bay - Vaucluse - Watsons Bay,Bass Hill - Georges Hall,4
Maroubra - South,Bass Hill - Georges Hall,4
Bass Hill - Georges Hall,Bass Hill - Georges Hall,968
Condell Park,Bass Hill - Georges Hall,49
Greenacre - Mount Lewis,Bass Hill - Georges Hall,29
Padstow,Bass Hill - Georges Hall,25
Panania - Milperra - Picnic Point,Bass Hill - Georges Hall,105
