SA2 - Residence,Method of Travel to Work,Count
Bondi Beach - North Bondi,"Motorbike/scooter, other",3
Bondi Beach - North Bondi,"Train, bus, ferry",22
Bondi Beach - North Bondi,"Train, bus, tram",3
Bondi Beach - North Bondi,"Train, bus, taxi",33
Bondi Beach - North Bondi,"Train, bus, car as driver",35
Bondi Beach - North Bondi,"Train, bus, car as passenger",34
Bondi Beach - North Bondi,"Train, bus, motorbike/scooter",7
Bondi Beach - North Bondi,"Train, bus, bicycle",3
Bondi Beach - North Bondi,"Train, bus, other",12
Bondi Beach - North Bondi,"Train, taxi, car as passenger",3
Bondi Beach - North Bondi,"Bus, taxi, car as passenger",3
Bondi Beach - North Bondi,"Bus, car as driver, car as passenger",5
Bondi Beach - North Bondi,"Taxi, car as driver, other",4
Bondi Beach - North Bondi,Walked only,517
Bondi Beach - North Bondi,Worked at home,595
Bondi Beach - North Bondi,Did not go to work,755
Bondi Beach - North Bondi,Not stated,128
Bondi Beach - North Bondi,Not applicable,8288
Bondi Junction - Waverly,Train,1666
Bondi Junction - Waverly,Bus,579
Bondi Junction - Waverly,Ferry,5
Bondi Junction - Waverly,Taxi,41
Bondi Junction - Waverly,"Car, as driver",2497
Bondi Junction - Waverly,"Car, as passenger",261
Bondi Junction - Waverly,Truck,40
Bondi Junction - Waverly,Motorbike/scooter,99
Bondi Junction - Waverly,Bicycle,173
Bondi Junction - Waverly,Other,43
Bondi Junction - Waverly,"Train, bus",435
Bondi Junction - Waverly,"Train, ferry",5
Bondi Junction - Waverly,"Train, taxi",14
Bondi Junction - Waverly,"Train, car as driver",25
Bondi Junction - Waverly,"Train, car as passenger",16
Bondi Junction - Waverly,"Train, bicycle",15
Bondi Junction - Waverly,"Train, other",9
Bondi Junction - Waverly,"Bus, taxi",6
Bondi Junction - Waverly,"Bus, car as driver",7
Bondi Junction - Waverly,"Bus, car as passenger",16
Bondi Junction - Waverly,"Bus, bicycle",4
Bondi Junction - Waverly,"Bus, other",3
Bondi Junction - Waverly,"Ferry, bicycle",4
Bondi Junction - Waverly,"Car as driver, car as passenger",9
Bondi Junction - Waverly,"Car as driver, motorbike/scooter",9
Bondi Junction - Waverly,"Car as driver, bicycle",3
Bondi Junction - Waverly,"Car as driver, other",4
Bondi Junction - Waverly,"Car as passenger, other",3
Bondi Junction - Waverly,"Motorbike/scooter, bicycle",3
Bondi Junction - Waverly,"Train, bus, ferry",8
Bondi Junction - Waverly,"Train, bus, taxi",8
Bondi Junction - Waverly,"Train, bus, car as driver",9
Bondi Junction - Waverly,"Train, bus, car as passenger",9
Bondi Junction - Waverly,"Train, bus, bicycle",5
Bondi Junction - Waverly,"Train, car as passenger, motorbike/scooter",4
Bondi Junction - Waverly,"Taxi, car as driver, other",3
Bondi Junction - Waverly,Walked only,723
Bondi Junction - Waverly,Worked at home,464
Bondi Junction - Waverly,Did not go to work,602
Bondi Junction - Waverly,Not stated,103
Bondi Junction - Waverly,Not applicable,7912
Double Bay - Bellevue Hill,Train,1511
Double Bay - Bellevue Hill,Bus,596
Double Bay - Bellevue Hill,Ferry,351
Double Bay - Bellevue Hill,Tram,3
Double Bay - Bellevue Hill,Taxi,128
Double Bay - Bellevue Hill,"Car, as driver",4807
Double Bay - Bellevue Hill,"Car, as passenger",502
Double Bay - Bellevue Hill,Truck,23
Double Bay - Bellevue Hill,Motorbike/scooter,138
Double Bay - Bellevue Hill,Bicycle,110
Double Bay - Bellevue Hill,Other,77
Double Bay - Bellevue Hill,"Train, bus",519
Double Bay - Bellevue Hill,"Train, ferry",37
Double Bay - Bellevue Hill,"Train, taxi",10
Double Bay - Bellevue Hill,"Train, car as driver",65
Double Bay - Bellevue Hill,"Train, car as passenger",23
Double Bay - Bellevue Hill,"Train, motorbike/scooter",3
Double Bay - Bellevue Hill,"Train, bicycle",5
Double Bay - Bellevue Hill,"Train, other",4
Double Bay - Bellevue Hill,"Bus, ferry",15
Double Bay - Bellevue Hill,"Bus, taxi",7
Double Bay - Bellevue Hill,"Bus, car as driver",23
Double Bay - Bellevue Hill,"Bus, car as passenger",13
Double Bay - Bellevue Hill,"Ferry, car as driver",14
Double Bay - Bellevue Hill,"Ferry, car as passenger",10
Double Bay - Bellevue Hill,"Ferry, bicycle",3
Double Bay - Bellevue Hill,"Taxi, other",7
Double Bay - Bellevue Hill,"Car as driver, car as passenger",14
Double Bay - Bellevue Hill,"Car as driver, motorbike/scooter",3
Double Bay - Bellevue Hill,"Car as driver, bicycle",3
Double Bay - Bellevue Hill,"Car as driver, other",5
Double Bay - Bellevue Hill,"Train, bus, ferry",25
Double Bay - Bellevue Hill,"Train, bus, taxi",8
Double Bay - Bellevue Hill,"Train, bus, car as driver",18
Double Bay - Bellevue Hill,"Train, bus, car as passenger",14
Double Bay - Bellevue Hill,"Train, bus, motorbike/scooter",5
Double Bay - Bellevue Hill,"Train, bus, bicycle",3
Double Bay - Bellevue Hill,"Train, bus, other",4
Double Bay - Bellevue Hill,"Train, ferry, car as driver",6
Double Bay - Bellevue Hill,"Bus, taxi, car as driver",3
Double Bay - Bellevue Hill,"Taxi, car as driver, car as passenger",3
Double Bay - Bellevue Hill,"Taxi, car as driver, other",3
Double Bay - Bellevue Hill,Walked only,818
Double Bay - Bellevue Hill,Worked at home,942
Double Bay - Bellevue Hill,Did not go to work,915
Double Bay - Bellevue Hill,Not stated,146
Double Bay - Bellevue Hill,Not applicable,11939
Dover Heights,Train,76
Dover Heights,Bus,340
Dover Heights,Ferry,120
Dover Heights,Taxi,15
Dover Heights,"Car, as driver",2904
Dover Heights,"Car, as passenger",223
Dover Heights,Truck,15
Dover Heights,Motorbike/scooter,70
Dover Heights,Bicycle,34
Dover Heights,Other,24
Dover Heights,"Train, bus",303
Dover Heights,"Train, ferry",10
Dover Heights,"Train, car as driver",65
Dover Heights,"Train, car as passenger",25
Dover Heights,"Bus, ferry",17
Dover Heights,"Bus, car as driver",9
Dover Heights,"Bus, car as passenger",6
Dover Heights,"Bus, bicycle",3
Dover Heights,"Bus, other",4
Dover Heights,"Ferry, car as driver",40
Dover Heights,"Ferry, car as passenger",3
Dover Heights,"Taxi, car as driver",3
Dover Heights,"Car as driver, car as passenger",6
Dover Heights,"Car as driver, motorbike/scooter",3
Dover Heights,"Car as driver, other",3
Dover Heights,"Motorbike/scooter, bicycle",3
Dover Heights,"Train, bus, ferry",18
Dover Heights,"Train, bus, tram",3
Dover Heights,"Train, bus, taxi",4
Dover Heights,"Train, bus, car as driver",8
Dover Heights,"Train, bus, car as passenger",11
Dover Heights,"Train, ferry, car as driver",3
Dover Heights,Walked only,139
Dover Heights,Worked at home,341
Dover Heights,Did not go to work,399
Dover Heights,Not stated,88
Dover Heights,Not applicable,5064
Paddington - Moore Park,Train,386
Paddington - Moore Park,Bus,1759
Paddington - Moore Park,Ferry,3
Paddington - Moore Park,Taxi,167
Paddington - Moore Park,"Car, as driver",2489
Paddington - Moore Park,"Car, as passenger",275
Paddington - Moore Park,Truck,14
Paddington - Moore Park,Motorbike/scooter,103
Paddington - Moore Park,Bicycle,243
Paddington - Moore Park,Other,55
Paddington - Moore Park,"Train, bus",200
Paddington - Moore Park,"Train, taxi",5
Paddington - Moore Park,"Train, car as driver",9
Paddington - Moore Park,"Train, car as passenger",7
Paddington - Moore Park,"Train, bicycle",3
Paddington - Moore Park,"Train, other",3
Paddington - Moore Park,"Bus, ferry",6
Paddington - Moore Park,"Bus, tram",3
Paddington - Moore Park,"Bus, taxi",20
Paddington - Moore Park,"Bus, car as driver",12
Paddington - Moore Park,"Bus, car as passenger",9
Paddington - Moore Park,"Bus, bicycle",6
Paddington - Moore Park,"Bus, other",9
Paddington - Moore Park,"Taxi, car as driver",11
Paddington - Moore Park,"Taxi, car as passenger",3
Paddington - Moore Park,"Taxi, other",12
Paddington - Moore Park,"Car as driver, car as passenger",4
Paddington - Moore Park,"Car as driver, truck",3
Paddington - Moore Park,"Car as driver, bicycle",5
Paddington - Moore Park,"Car as driver, other",8
Paddington - Moore Park,"Train, bus, ferry",3
Paddington - Moore Park,"Train, bus, taxi",11
Paddington - Moore Park,"Train, bus, car as driver",7
Paddington - Moore Park,"Train, bus, car as passenger",4
Paddington - Moore Park,"Train, bus, other",5
Paddington - Moore Park,"Bus, car as driver, car as passenger",3
Paddington - Moore Park,Walked only,1406
Paddington - Moore Park,Worked at home,523
Paddington - Moore Park,Did not go to work,607
Paddington - Moore Park,Not stated,64
Paddington - Moore Park,Not applicable,5754
Rose Bay - Vaucluse - Watsons Bay,Train,48
Rose Bay - Vaucluse - Watsons Bay,Bus,285
Rose Bay - Vaucluse - Watsons Bay,Ferry,231
Rose Bay - Vaucluse - Watsons Bay,Taxi,23
Rose Bay - Vaucluse - Watsons Bay,"Car, as driver",2673
Rose Bay - Vaucluse - Watsons Bay,"Car, as passenger",221
Rose Bay - Vaucluse - Watsons Bay,Truck,20
Rose Bay - Vaucluse - Watsons Bay,Motorbike/scooter,58
Rose Bay - Vaucluse - Watsons Bay,Bicycle,21
Rose Bay - Vaucluse - Watsons Bay,Other,49
Rose Bay - Vaucluse - Watsons Bay,"Train, bus",131
Rose Bay - Vaucluse - Watsons Bay,"Train, ferry",21
Rose Bay - Vaucluse - Watsons Bay,"Train, taxi",3
Rose Bay - Vaucluse - Watsons Bay,"Train, car as driver",36
Rose Bay - Vaucluse - Watsons Bay,"Train, car as passenger",13
Rose Bay - Vaucluse - Watsons Bay,"Bus, ferry",19
Rose Bay - Vaucluse - Watsons Bay,"Bus, taxi",3
Rose Bay - Vaucluse - Watsons Bay,"Bus, car as driver",6
Rose Bay - Vaucluse - Watsons Bay,"Bus, car as passenger",11
Rose Bay - Vaucluse - Watsons Bay,"Ferry, taxi",3
Rose Bay - Vaucluse - Watsons Bay,"Ferry, car as driver",40
Rose Bay - Vaucluse - Watsons Bay,"Ferry, car as passenger",9
Rose Bay - Vaucluse - Watsons Bay,"Ferry, motorbike/scooter",3
Rose Bay - Vaucluse - Watsons Bay,"Ferry, other",3
Rose Bay - Vaucluse - Watsons Bay,"Car as driver, car as passenger",6
Rose Bay - Vaucluse - Watsons Bay,"Car as driver, bicycle",4
Rose Bay - Vaucluse - Watsons Bay,"Car as driver, other",4
Rose Bay - Vaucluse - Watsons Bay,"Train, bus, ferry",24
Rose Bay - Vaucluse - Watsons Bay,"Train, bus, taxi",3
Rose Bay - Vaucluse - Watsons Bay,"Train, bus, car as driver",4
Rose Bay - Vaucluse - Watsons Bay,"Train, bus, car as passenger",4
Rose Bay - Vaucluse - Watsons Bay,"Train, ferry, car as passenger",4
Rose Bay - Vaucluse - Watsons Bay,Walked only,280
Rose Bay - Vaucluse - Watsons Bay,Worked at home,494
Rose Bay - Vaucluse - Watsons Bay,Did not go to work,446
Rose Bay - Vaucluse - Watsons Bay,Not stated,81
Rose Bay - Vaucluse - Watsons Bay,Not applicable,6406
Woollahra,Train,693
Woollahra,Bus,340
Woollahra,Ferry,7
Woollahra,Taxi,42
Woollahra,"Car, as driver",1351
Woollahra,"Car, as passenger",140
Woollahra,Truck,4
Woollahra,Motorbike/scooter,49
Woollahra,Bicycle,51
Woollahra,Other,20
Woollahra,"Train, bus",60
Woollahra,"Train, ferry",4
Woollahra,"Train, taxi",3
Woollahra,"Train, car as driver",9
Woollahra,"Train, car as passenger",9
Woollahra,"Train, motorbike/scooter",3
Woollahra,"Bus, car as driver",7
Woollahra,"Bus, bicycle",4
Woollahra,"Car as driver, car as passenger",4
Woollahra,"Car as driver, bicycle",3
Woollahra,"Train, bus, taxi",3
Woollahra,"Train, bus, car as passenger",3
Woollahra,Walked only,274
Woollahra,Worked at home,330
Woollahra,Did not go to work,265
Woollahra,Not stated,56
Woollahra,Not applicable,3442
Coogee - Clovelly,Train,52
Coogee - Clovelly,Bus,2886
Coogee - Clovelly,Taxi,53
Coogee - Clovelly,"Car, as driver",5590
Coogee - Clovelly,"Car, as passenger",456
Coogee - Clovelly,Truck,73
Coogee - Clovelly,Motorbike/scooter,237
Coogee - Clovelly,Bicycle,304
Coogee - Clovelly,Other,75
Coogee - Clovelly,"Train, bus",405
Coogee - Clovelly,"Train, car as driver",34
Coogee - Clovelly,"Train, car as passenger",20
Coogee - Clovelly,"Train, bicycle",3
Coogee - Clovelly,"Train, other",3
Coogee - Clovelly,"Bus, ferry",9
Coogee - Clovelly,"Bus, tram",12
Coogee - Clovelly,"Bus, taxi",17
Coogee - Clovelly,"Bus, car as driver",73
Coogee - Clovelly,"Bus, car as passenger",35
Coogee - Clovelly,"Bus, motorbike/scooter",3
Coogee - Clovelly,"Bus, bicycle",10
Coogee - Clovelly,"Bus, other",12
Coogee - Clovelly,"Taxi, car as driver",9
Coogee - Clovelly,"Taxi, other",11
Coogee - Clovelly,"Car as driver, car as passenger",13
Coogee - Clovelly,"Car as driver, truck",3
Coogee - Clovelly,"Car as driver, motorbike/scooter",3
Coogee - Clovelly,"Car as driver, bicycle",10
Coogee - Clovelly,"Car as driver, other",12
Coogee - Clovelly,"Car as passenger, other",7
Coogee - Clovelly,"Motorbike/scooter, bicycle",3
Coogee - Clovelly,"Bicycle, other",3
Coogee - Clovelly,"Train, bus, taxi",11
Coogee - Clovelly,"Train, bus, car as driver",20
Coogee - Clovelly,"Train, bus, car as passenger",8
Coogee - Clovelly,"Bus, taxi, car as driver",4
Coogee - Clovelly,"Bus, car as driver, car as passenger",5
Coogee - Clovelly,"Bus, car as driver, other",3
Coogee - Clovelly,Walked only,596
Coogee - Clovelly,Worked at home,624
Coogee - Clovelly,Did not go to work,1179
Coogee - Clovelly,Not stated,123
Coogee - Clovelly,Not applicable,10645
Kensington - Kingsford,Train,67
Kensington - Kingsford,Bus,2829
Kensington - Kingsford,Taxi,61
Kensington - Kingsford,"Car, as driver",4472
Kensington - Kingsford,"Car, as passenger",504
Kensington - Kingsford,Truck,44
Kensington - Kingsford,Motorbike/scooter,93
Kensington - Kingsford,Bicycle,230
Kensington - Kingsford,Other,74
Kensington - Kingsford,"Train, bus",483
Kensington - Kingsford,"Train, car as driver",14
Kensington - Kingsford,"Train, car as passenger",6
Kensington - Kingsford,"Bus, ferry",4
Kensington - Kingsford,"Bus, tram",6
Kensington - Kingsford,"Bus, taxi",18
Kensington - Kingsford,"Bus, car as driver",64
Kensington - Kingsford,"Bus, car as passenger",47
Kensington - Kingsford,"Bus, motorbike/scooter",3
Kensington - Kingsford,"Bus, bicycle",19
Kensington - Kingsford,"Bus, other",8
Kensington - Kingsford,"Taxi, car as driver",3
Kensington - Kingsford,"Taxi, other",8
Kensington - Kingsford,"Car as driver, car as passenger",15
Kensington - Kingsford,"Car as driver, motorbike/scooter",9
Kensington - Kingsford,"Car as driver, bicycle",9
Kensington - Kingsford,"Car as driver, other",3
Kensington - Kingsford,"Car as passenger, bicycle",5
Kensington - Kingsford,"Car as passenger, other",3
Kensington - Kingsford,"Train, bus, taxi",9
Kensington - Kingsford,"Train, bus, car as driver",12
Kensington - Kingsford,"Train, bus, car as passenger",10
Kensington - Kingsford,"Train, bus, bicycle",3
Kensington - Kingsford,"Bus, taxi, car as driver",4
Kensington - Kingsford,"Bus, car as driver, bicycle",3
Kensington - Kingsford,"Car as driver, bicycle, other",3
Kensington - Kingsford,Walked only,1094
Kensington - Kingsford,Worked at home,375
Kensington - Kingsford,Did not go to work,1132
Kensington - Kingsford,Not stated,142
Kensington - Kingsford,Not applicable,14968
Malabar - La Perouse - Chifley,Train,20
Malabar - La Perouse - Chifley,Bus,1053
Malabar - La Perouse - Chifley,Taxi,22
Malabar - La Perouse - Chifley,"Car, as driver",5236
Malabar - La Perouse - Chifley,"Car, as passenger",505
Malabar - La Perouse - Chifley,Truck,95
Malabar - La Perouse - Chifley,Motorbike/scooter,69
Malabar - La Perouse - Chifley,Bicycle,92
Malabar - La Perouse - Chifley,Other,36
Malabar - La Perouse - Chifley,"Train, bus",110
Malabar - La Perouse - Chifley,"Train, tram",3
Malabar - La Perouse - Chifley,"Train, car as driver",12
Malabar - La Perouse - Chifley,"Train, car as passenger",4
Malabar - La Perouse - Chifley,"Bus, tram",3
Malabar - La Perouse - Chifley,"Bus, taxi",4
Malabar - La Perouse - Chifley,"Bus, car as driver",103
Malabar - La Perouse - Chifley,"Bus, car as passenger",43
Malabar - La Perouse - Chifley,"Bus, bicycle",3
Malabar - La Perouse - Chifley,"Bus, other",4
Malabar - La Perouse - Chifley,"Car as driver, car as passenger",10
Malabar - La Perouse - Chifley,"Car as driver, truck",5
Malabar - La Perouse - Chifley,"Car as driver, motorbike/scooter",3
Malabar - La Perouse - Chifley,"Car as driver, bicycle",6
Malabar - La Perouse - Chifley,"Train, bus, car as driver",13
Malabar - La Perouse - Chifley,"Train, bus, car as passenger",4
Malabar - La Perouse - Chifley,"Bus, car as driver, car as passenger",4
Malabar - La Perouse - Chifley,Walked only,208
Malabar - La Perouse - Chifley,Worked at home,334
Malabar - La Perouse - Chifley,Did not go to work,789
Malabar - La Perouse - Chifley,Not stated,154
Malabar - La Perouse - Chifley,Not applicable,12171
Maroubra,Train,50
Maroubra,Bus,2716
Maroubra,Taxi,44
Maroubra,"Car, as driver",6844
Maroubra,"Car, as passenger",625
Maroubra,Truck,80
Maroubra,Motorbike/scooter,175
Maroubra,Bicycle,200
Maroubra,Other,71
Maroubra,"Train, bus",326
Maroubra,"Train, car as driver",20
Maroubra,"Train, car as passenger",6
Maroubra,"Train, bicycle",3
Maroubra,"Bus, tram",7
Maroubra,"Bus, taxi",11
Maroubra,"Bus, car as driver",99
Maroubra,"Bus, car as passenger",62
Maroubra,"Bus, motorbike/scooter",3
Maroubra,"Bus, bicycle",6
Maroubra,"Bus, other",7
Maroubra,"Taxi, car as driver",3
Maroubra,"Taxi, other",7
Maroubra,"Car as driver, car as passenger",21
Maroubra,"Car as driver, truck",3
Maroubra,"Car as driver, motorbike/scooter",8
Maroubra,"Car as driver, bicycle",8
Maroubra,"Car as driver, other",12
Maroubra,"Train, bus, ferry",7
Maroubra,"Train, bus, tram",4
Maroubra,"Train, bus, taxi",3
Maroubra,"Train, bus, car as driver",18
Maroubra,"Train, bus, car as passenger",8
Maroubra,"Train, bus, bicycle",3
Maroubra,"Bus, tram, car as driver",3
Maroubra,"Bus, car as driver, car as passenger",10
Maroubra,"Bus, car as driver, bicycle",6
Maroubra,Walked only,423
Maroubra,Worked at home,541
Maroubra,Did not go to work,1177
Maroubra,Not stated,187
Maroubra,Not applicable,15785
Randwick,Train,131
Randwick,Bus,3476
Randwick,Ferry,6
Randwick,Tram,3
Randwick,Taxi,77
Randwick,"Car, as driver",5754
Randwick,"Car, as passenger",532
Randwick,Truck,98
Randwick,Motorbike/scooter,179
Randwick,Bicycle,387
Randwick,Other,67
Randwick,"Train, bus",656
Randwick,"Train, taxi",3
Randwick,"Train, car as driver",26
Randwick,"Train, car as passenger",14
Randwick,"Train, bicycle",3
Randwick,"Bus, ferry",9
Randwick,"Bus, tram",8
Randwick,"Bus, taxi",19
Randwick,"Bus, car as driver",44
Randwick,"Bus, car as passenger",36
Randwick,"Bus, bicycle",14
Randwick,"Bus, other",10
Randwick,"Taxi, car as driver",6
Randwick,"Taxi, car as passenger",4
Randwick,"Taxi, other",4
Randwick,"Car as driver, car as passenger",16
Randwick,"Car as driver, motorbike/scooter",5
Randwick,"Car as driver, bicycle",11
Randwick,"Car as driver, other",11
Randwick,"Car as passenger, other",3
Randwick,"Bicycle, other",3
Randwick,"Train, bus, taxi",9
Randwick,"Train, bus, car as driver",15
Randwick,"Train, bus, car as passenger",13
Randwick,"Train, bus, bicycle",6
Randwick,"Train, bus, other",4
Randwick,"Train, car as driver, car as passenger",3
Randwick,"Bus, taxi, car as driver",8
Randwick,"Bus, taxi, car as passenger",5
Randwick,"Bus, car as driver, car as passenger",3
Randwick,"Taxi, car as driver, other",6
Randwick,Walked only,1556
Randwick,Worked at home,621
Randwick,Did not go to work,1326
Randwick,Not stated,142
Randwick,Not applicable,12403
Bankstown,Train,1447
Bankstown,Bus,204
Bankstown,Taxi,38
Bankstown,"Car, as driver",6031
Bankstown,"Car, as passenger",626
Bankstown,Truck,131
Bankstown,Motorbike/scooter,14
Bankstown,Bicycle,23
Bankstown,Other,65
Bankstown,"Train, bus",206
Bankstown,"Train, tram",9
Bankstown,"Train, taxi",10
Bankstown,"Train, car as driver",109
Bankstown,"Train, car as passenger",56
Bankstown,"Train, motorbike/scooter",3
Bankstown,"Train, bicycle",3
Bankstown,"Bus, taxi",3
Bankstown,"Bus, car as driver",4
Bankstown,"Bus, car as passenger",5
Bankstown,"Taxi, other",3
Bankstown,"Car as driver, car as passenger",16
Bankstown,"Car as driver, truck",11
Bankstown,"Car as driver, motorbike/scooter",3
Bankstown,"Car as driver, bicycle",3
Bankstown,"Train, bus, taxi",5
Bankstown,"Train, bus, car as driver",9
Bankstown,"Train, bus, car as passenger",22
Bankstown,"Train, taxi, car as driver",4
Bankstown,Walked only,360
Bankstown,Worked at home,163
Bankstown,Did not go to work,673
Bankstown,Not stated,251
Bankstown,Not applicable,20311
Bass Hill - Georges Hall,Train,347
Bass Hill - Georges Hall,Bus,104
Bass Hill - Georges Hall,Taxi,23
Bass Hill - Georges Hall,"Car, as driver",4815
Bass Hill - Georges Hall,"Car, as passenger",398
Bass Hill - Georges Hall,Truck,155
Bass Hill - Georges Hall,Motorbike/scooter,15
Bass Hill - Georges Hall,Bicycle,19
Bass Hill - Georges Hall,Other,48
Bass Hill - Georges Hall,"Train, bus",96
Bass Hill - Georges Hall,"Train, car as driver",142
Bass Hill - Georges Hall,"Train, car as passenger",44
Bass Hill - Georges Hall,"Bus, car as driver",11
Bass Hill - Georges Hall,"Bus, car as passenger",17
Bass Hill - Georges Hall,"Car as driver, car as passenger",14
Bass Hill - Georges Hall,"Car as driver, truck",3
Bass Hill - Georges Hall,"Car as driver, bicycle",3
Bass Hill - Georges Hall,"Car as driver, other",3
Bass Hill - Georges Hall,"Train, bus, tram",3
Bass Hill - Georges Hall,"Train, bus, taxi",3
Bass Hill - Georges Hall,"Train, bus, car as driver",9
Bass Hill - Georges Hall,"Train, bus, car as passenger",8
Bass Hill - Georges Hall,"Train, car as driver, car as passenger",4
Bass Hill - Georges Hall,Walked only,115
Bass Hill - Georges Hall,Worked at home,180
Bass Hill - Georges Hall,Did not go to work,575
Bass Hill - Georges Hall,Not stated,184
Bass Hill - Georges Hall,Not applicable,12728
Condell Park,Train,225
Condell Park,Bus,25
Condell Park,Taxi,12
Condell Park,"Car, as driver",2406
Condell Park,"Car, as passenger",237
Condell Park,Truck,68
Condell Park,Motorbike/scooter,7
Condell Park,Bicycle,10
Condell Park,Other,24
Condell Park,"Train, bus",49
Condell Park,"Train, car as driver",67
Condell Park,"Train, car as passenger",29
Condell Park,"Bus, car as driver",3
Condell Park,"Car as driver, car as passenger",10
Condell Park,"Train, bus, car as driver",4
Condell Park,"Train, bus, car as passenger",6
Condell Park,Walked only,69
Condell Park,Worked at home,79
Condell Park,Did not go to work,276
Condell Park,Not stated,103
Condell Park,Not applicable,6471
Greenacre - Mount Lewis,Train,382
Greenacre - Mount Lewis,Bus,126
Greenacre - Mount Lewis,Taxi,32
Greenacre - Mount Lewis,"Car, as driver",5060
Greenacre - Mount Lewis,"Car, as passenger",500
Greenacre - Mount Lewis,Truck,163
Greenacre - Mount Lewis,Motorbike/scooter,16
Greenacre - Mount Lewis,Bicycle,18
Greenacre - Mount Lewis,Other,61
Greenacre - Mount Lewis,"Train, bus",191
Greenacre - Mount Lewis,"Train, car as driver",126
Greenacre - Mount Lewis,"Train, car as passenger",63
Greenacre - Mount Lewis,"Bus, car as driver",4
Greenacre - Mount Lewis,"Bus, car as passenger",8
Greenacre - Mount Lewis,"Car as driver, car as passenger",21
Greenacre - Mount Lewis,"Car as driver, truck",4
Greenacre - Mount Lewis,"Car as driver, motorbike/scooter",7
Greenacre - Mount Lewis,"Car as driver, other",3
Greenacre - Mount Lewis,"Car as passenger, truck",3
Greenacre - Mount Lewis,"Train, bus, taxi",3
Greenacre - Mount Lewis,"Train, bus, car as driver",13
Greenacre - Mount Lewis,"Train, bus, car as passenger",14
Greenacre - Mount Lewis,"Taxi, car as driver, other",4
Greenacre - Mount Lewis,Walked only,139
Greenacre - Mount Lewis,Worked at home,171
Greenacre - Mount Lewis,Did not go to work,550
Greenacre - Mount Lewis,Not stated,259
Greenacre - Mount Lewis,Not applicable,16357
Padstow,Train,1049
Padstow,Bus,103
Padstow,Taxi,10
Padstow,"Car, as driver",4209
Padstow,"Car, as passenger",278
Padstow,Truck,97
Padstow,Motorbike/scooter,21
Padstow,Bicycle,11
Padstow,Other,20
Padstow,"Train, bus",129
Padstow,"Train, ferry",5
Padstow,"Train, tram",7
Padstow,"Train, taxi",3
Padstow,"Train, car as driver",99
Padstow,"Train, car as passenger",47
Padstow,"Train, bicycle",6
Padstow,"Bus, car as driver",3
Padstow,"Bus, car as passenger",3
Padstow,"Car as driver, car as passenger",20
Padstow,"Car as driver, truck",3
Padstow,"Car as driver, motorbike/scooter",5
Padstow,"Car as passenger, other",3
Padstow,"Train, bus, taxi",7
Padstow,"Train, bus, car as driver",7
Padstow,"Train, bus, car as passenger",12
Padstow,"Train, bus, other",3
Padstow,"Train, car as driver, car as passenger",8
Padstow,"Train, car as passenger, other",3
Padstow,Walked only,123
Padstow,Worked at home,172
Padstow,Did not go to work,630
Padstow,Not stated,131
Padstow,Not applicable,8406
Panania - Milperra - Picnic Point,Train,1337
Panania - Milperra - Picnic Point,Bus,59
Panania - Milperra - Picnic Point,Ferry,3
Panania - Milperra - Picnic Point,Taxi,10
Panania - Milperra - Picnic Point,"Car, as driver",7264
Panania - Milperra - Picnic Point,"Car, as passenger",442
Panania - Milperra - Picnic Point,Truck,167
Panania - Milperra - Picnic Point,Motorbike/scooter,30
Panania - Milperra - Picnic Point,Bicycle,35
Panania - Milperra - Picnic Point,Other,36
Panania - Milperra - Picnic Point,"Train, bus",129
Panania - Milperra - Picnic Point,"Train, tram",3
Panania - Milperra - Picnic Point,"Train, car as driver",207
Panania - Milperra - Picnic Point,"Train, car as passenger",79
Panania - Milperra - Picnic Point,"Train, bicycle",13
Panania - Milperra - Picnic Point,"Train, other",8
Panania - Milperra - Picnic Point,"Bus, car as driver",10
Panania - Milperra - Picnic Point,"Bus, car as passenger",5
Panania - Milperra - Picnic Point,"Taxi, other",3
Panania - Milperra - Picnic Point,"Car as driver, car as passenger",23
Panania - Milperra - Picnic Point,"Car as driver, truck",4
Panania - Milperra - Picnic Point,"Car as driver, motorbike/scooter",3
Panania - Milperra - Picnic Point,"Car as driver, bicycle",3
Panania - Milperra - Picnic Point,"Car as driver, other",6
Panania - Milperra - Picnic Point,"Train, bus, taxi",3
Panania - Milperra - Picnic Point,"Train, bus, car as driver",8
Panania - Milperra - Picnic Point,"Train, bus, car as passenger",14
Panania - Milperra - Picnic Point,"Train, bus, bicycle",3
Panania - Milperra - Picnic Point,"Taxi, car as driver, other",3
Panania - Milperra - Picnic Point,Walked only,135
Panania - Milperra - Picnic Point,Worked at home,338
Panania - Milperra - Picnic Point,Did not go to work,1125
Panania - Milperra - Picnic Point,Not stated,152
Panania - Milperra - Picnic Point,Not applicable,12539
Revesby,Train,920
Revesby,Bus,83
Revesby,Tram,7
Revesby,Taxi,8
Revesby,"Car, as driver",3845
Revesby,"Car, as passenger",293
Revesby,Truck,81
Revesby,Motorbike/scooter,28
Revesby,Bicycle,26
Revesby,Other,25
Revesby,"Train, bus",89
Revesby,"Train, ferry",3
Revesby,"Train, taxi",3
Revesby,"Train, car as driver",96
Revesby,"Train, car as passenger",51
Revesby,"Train, bicycle",13
Revesby,"Train, other",5
Revesby,"Bus, car as driver",4
Revesby,"Bus, car as passenger",7
Revesby,"Car as driver, car as passenger",15
