SA2 - Residence,Method of Travel to Work,Count
Roselands,"Train, taxi",6
Hurstville,"Train, taxi",5
Mortdale - Penshurst,"Train, taxi",3
Arncliffe - Bardwell Valley,"Train, taxi",4
Bexley,"Train, taxi",4
Kogarah Bay - Carlton - Allawah,"Train, taxi",3
Monterey - Brighton-le-Sands - Kyeemagh,"Train, taxi",4
Rockdale - Banksia,"Train, taxi",6
Concord West - North Strathfield,"Train, taxi",13
Ashfield,"Train, taxi",7
Dulwich Hill - Lewisham,"Train, taxi",3
Haberfield - Summer Hill,"Train, taxi",3
Homebush,"Train, taxi",4
Strathfield,"Train, taxi",6
Chatswood (East) - Artarmon,"Train, taxi",10
Chatswood (West) - Lane Cove North,"Train, taxi",4
Lane Cove - Greenwich,"Train, taxi",11
St Leonards - Naremburn,"Train, taxi",13
Normanhurst - Thornleigh - Westleigh,"Train, taxi",4
Hornsby - East,"Train, taxi",4
Hornsby - West,"Train, taxi",4
Lindfield - Roseville,"Train, taxi",3
Pymble,"Train, taxi",3
Wahroonga (East) - Warrawee,"Train, taxi",5
Cremorne - Cammeray,"Train, taxi",4
Crows Nest - Waverton,"Train, taxi",6
Neutral Bay - Kirribilli,"Train, taxi",5
North Sydney - Lavender Bay,"Train, taxi",4
Balgowlah - Clontarf - Seaforth,"Train, taxi",3
Ingleburn - Denham Court,"Train, taxi",5
Leumeah - Minto Heights,"Train, taxi",5
Minto - St Andrews,"Train, taxi",5
Blackheath - Megalong Valley,"Train, taxi",4
Katoomba - Leura,"Train, taxi",5
Springwood - Winmalee,"Train, taxi",5
Castlereagh - Cranebrook,"Train, taxi",3
Jamisontown - South Penrith,"Train, taxi",3
St Clair,"Train, taxi",5
St Marys - North St Marys,"Train, taxi",6
Auburn - Central,"Train, taxi",3
Lidcombe,"Train, taxi",8
Granville - Clyde,"Train, taxi",6
Merrylands - Holroyd,"Train, taxi",6
Northmead,"Train, taxi",7
Parramatta - Rosehill,"Train, taxi",14
Toongabbie - Constitution Hill,"Train, taxi",3
Wentworthville - Westmead,"Train, taxi",5
Epping - North Epping,"Train, taxi",3
Pennant Hills - Cheltenham,"Train, taxi",5
Cabramatta - Lansvale,"Train, taxi",7
Fairfield - West,"Train, taxi",4
Chipping Norton - Moorebank,"Train, taxi",5
Liverpool,"Train, taxi",4
Cronulla - Kurnell - Bundeena,"Train, taxi",5
Sutherland - Kirrawee,"Train, taxi",5
Queanbeyan Region,"Train, car as driver",4
Queanbeyan West - Jerrabomberra,"Train, car as driver",4
Jindabyne - Berridale,"Train, car as driver",38
Batemans Bay - South,"Train, car as driver",3
Bega - Tathra,"Train, car as driver",5
Eurobodalla Hinterland,"Train, car as driver",5
Goulburn,"Train, car as driver",6
Goulburn Region,"Train, car as driver",9
Avoca Beach - Copacabana,"Train, car as driver",119
Box Head - MacMasters Beach,"Train, car as driver",200
Calga - Kulnura,"Train, car as driver",49
Erina - Green Point,"Train, car as driver",128
Gosford - Springfield,"Train, car as driver",139
Kariong,"Train, car as driver",106
Kincumber - Picketts Valley,"Train, car as driver",80
Narara,"Train, car as driver",63
Niagara Park - Lisarow,"Train, car as driver",48
Point Clare - Koolewong,"Train, car as driver",65
Saratoga - Davistown,"Train, car as driver",57
Terrigal - North Avoca,"Train, car as driver",134
Umina - Booker Bay - Patonga,"Train, car as driver",300
Wamberal - Forresters Beach,"Train, car as driver",80
Woy Woy - Blackwall,"Train, car as driver",132
Wyoming,"Train, car as driver",80
Bateau Bay - Killarney Vale,"Train, car as driver",118
Blue Haven - San Remo,"Train, car as driver",35
Budgewoi - Buff Point - Halekulani,"Train, car as driver",22
Chittaway Bay - Tumbi Umbi,"Train, car as driver",78
Gorokan - Kanwal - Charmhaven,"Train, car as driver",85
Jilliby - Yarramalong,"Train, car as driver",17
Lake Munmorah - Mannering Park,"Train, car as driver",22
Ourimbah - Fountaindale,"Train, car as driver",35
Summerland Point - Gwandalan,"Train, car as driver",11
The Entrance,"Train, car as driver",65
Toukley - Norah Head,"Train, car as driver",15
Tuggerah - Kangy Angy,"Train, car as driver",25
Warnervale - Wadalba,"Train, car as driver",106
Wyong,"Train, car as driver",47
Bathurst,"Train, car as driver",6
Lithgow,"Train, car as driver",7
Lithgow Region,"Train, car as driver",6
Orange - North,"Train, car as driver",5
Maclean - Yamba - Iluka,"Train, car as driver",3
Coffs Harbour - North,"Train, car as driver",3
Dubbo - South,"Train, car as driver",4
Branxton - Greta - Pokolbin,"Train, car as driver",6
Cessnock,"Train, car as driver",13
Cessnock Region,"Train, car as driver",15
Dungog,"Train, car as driver",5
Kurri Kurri - Abermain,"Train, car as driver",3
Singleton,"Train, car as driver",12
Maitland,"Train, car as driver",3
Maitland - East,"Train, car as driver",17
Maitland - North,"Train, car as driver",10
Maitland - West,"Train, car as driver",10
Thornton - Millers Forest,"Train, car as driver",11
Lemon Tree Passage - Tanilba Bay,"Train, car as driver",8
Raymond Terrace,"Train, car as driver",3
Seaham - Woodville,"Train, car as driver",7
Williamtown - Medowie - Karuah,"Train, car as driver",4
Muswellbrook,"Train, car as driver",6
Dapto - Avondale,"Train, car as driver",56
Horsley - Kembla Grange,"Train, car as driver",30
Unanderra - Mount Kembla,"Train, car as driver",51
Berkeley - Lake Heights - Cringila,"Train, car as driver",29
Port Kembla - Warrawong,"Train, car as driver",31
Windang - Primbee,"Train, car as driver",12
Albion Park - Macquarie Pass,"Train, car as driver",37
Albion Park Rail,"Train, car as driver",11
Kiama,"Train, car as driver",5
Kiama Downs - Minnamurra,"Train, car as driver",11
Kiama Hinterland - Gerringong,"Train, car as driver",20
Shellharbour - Flinders,"Train, car as driver",43
Shellharbour - Oak Flats,"Train, car as driver",22
Warilla,"Train, car as driver",39
Balgownie - Fairy Meadow,"Train, car as driver",100
Corrimal - Tarrawanna - Bellambi,"Train, car as driver",82
Figtree - Keiraville,"Train, car as driver",117
Helensburgh,"Train, car as driver",163
Thirroul - Austinmer - Coalcliff,"Train, car as driver",95
Woonona - Bulli - Russell Vale,"Train, car as driver",166
Wollongong - East,"Train, car as driver",57
Wollongong - West,"Train, car as driver",44
Bulahdelah - Stroud,"Train, car as driver",5
Old Bar - Manning Point - Red Head,"Train, car as driver",3
Albury - East,"Train, car as driver",5
Albury - North,"Train, car as driver",3
Albury - South,"Train, car as driver",4
Albury Region,"Train, car as driver",3
Lavington,"Train, car as driver",3
Tamworth - North,"Train, car as driver",5
Belmont - Bennetts Green,"Train, car as driver",13
Belmont South - Blacksmiths,"Train, car as driver",4
Charlestown - Dudley,"Train, car as driver",15
Glendale - Cardiff - Hillsborough,"Train, car as driver",14
Swansea - Caves Beach,"Train, car as driver",15
Valentine - Eleebana,"Train, car as driver",14
Warners Bay - Boolaroo,"Train, car as driver",6
Bolton Point - Teralba,"Train, car as driver",4
Bonnells Bay - Silverwater,"Train, car as driver",19
Edgeworth - Cameron Park,"Train, car as driver",6
Morisset - Cooranbong,"Train, car as driver",44
Toronto - Awaba,"Train, car as driver",17
Wangi Wangi - Rathmines,"Train, car as driver",21
West Wallsend - Barnsley - Killingworth,"Train, car as driver",3
Adamstown - Kotara,"Train, car as driver",9
Beresfield - Hexham,"Train, car as driver",5
Hamilton - Broadmeadow,"Train, car as driver",14
Lambton - New Lambton,"Train, car as driver",11
Maryland - Fletcher - Minmi,"Train, car as driver",11
Mayfield - Warabrook,"Train, car as driver",8
Merewether - The Junction,"Train, car as driver",13
Newcastle - Cooks Hill,"Train, car as driver",16
Shortland - Jesmond,"Train, car as driver",9
Stockton - Fullerton Cove,"Train, car as driver",3
Wallsend - Elermore Vale,"Train, car as driver",15
Wickham - Carrington - Tighes Hill,"Train, car as driver",7
Ballina,"Train, car as driver",7
Kingscliff - Fingal Head,"Train, car as driver",16
Murwillumbah Region,"Train, car as driver",4
Pottsville,"Train, car as driver",7
Tweed Heads,"Train, car as driver",15
Banora Point,"Train, car as driver",12
Griffith (NSW),"Train, car as driver",3
Wagga Wagga - East,"Train, car as driver",3
Wagga Wagga - South,"Train, car as driver",6
Berry - Kangaroo Valley,"Train, car as driver",7
Huskisson - Vincentia,"Train, car as driver",3
North Nowra - Bomaderry,"Train, car as driver",4
Nowra,"Train, car as driver",7
St Georges Basin - Erowal Bay,"Train, car as driver",6
Sussex Inlet - Berrara,"Train, car as driver",4
Tomerong - Wandandian - Woollamia,"Train, car as driver",5
Ulladulla,"Train, car as driver",9
Ulladulla Region,"Train, car as driver",3
Bowral,"Train, car as driver",52
Hill Top - Colo Vale,"Train, car as driver",20
Mittagong,"Train, car as driver",30
Moss Vale - Berrima,"Train, car as driver",13
Robertson - Fitzroy Falls,"Train, car as driver",12
Southern Highlands,"Train, car as driver",13
Baulkham Hills (East),"Train, car as driver",65
Baulkham Hills (West) - Bella Vista,"Train, car as driver",182
Glenhaven,"Train, car as driver",37
West Pennant Hills,"Train, car as driver",92
Castle Hill - Central,"Train, car as driver",12
Castle Hill - East,"Train, car as driver",41
Castle Hill - North,"Train, car as driver",56
Castle Hill - South,"Train, car as driver",25
Castle Hill - West,"Train, car as driver",23
Cherrybrook,"Train, car as driver",189
Kellyville,"Train, car as driver",85
Dural - Kenthurst - Wisemans Ferry,"Train, car as driver",177
Galston - Laughtondale,"Train, car as driver",84
Bilpin - Colo - St Albans,"Train, car as driver",16
Kurrajong Heights - Ebenezer,"Train, car as driver",205
Pitt Town - McGraths Hill,"Train, car as driver",70
Rouse Hill - Beaumont Hills,"Train, car as driver",108
Blacktown (East) - Kings Park,"Train, car as driver",114
Blacktown (North) - Marayong,"Train, car as driver",125
Doonside - Woodcroft,"Train, car as driver",233
Lalor Park - Kings Langley,"Train, car as driver",294
Seven Hills - Toongabbie,"Train, car as driver",243
Blacktown (South),"Train, car as driver",96
Blacktown (West),"Train, car as driver",123
Glenwood,"Train, car as driver",89
Parklea - Kellyville Ridge,"Train, car as driver",277
Riverstone - Marsden Park,"Train, car as driver",177
Acacia Gardens,"Train, car as driver",48
Quakers Hill,"Train, car as driver",240
Bidwill - Hebersham - Emerton,"Train, car as driver",67
Glendenning - Dean Park,"Train, car as driver",85
Hassall Grove - Plumpton,"Train, car as driver",254
Lethbridge Park - Tregear,"Train, car as driver",162
Mount Druitt - Whalan,"Train, car as driver",105
Rooty Hill - Minchinbury,"Train, car as driver",175
Botany,"Train, car as driver",37
Mascot - Eastlakes,"Train, car as driver",63
Pagewood - Hillsdale - Daceyville,"Train, car as driver",13
Marrickville,"Train, car as driver",128
Petersham - Stanmore,"Train, car as driver",64
Sydenham - Tempe - St Peters,"Train, car as driver",26
Darlinghurst,"Train, car as driver",11
Erskineville - Alexandria,"Train, car as driver",40
Glebe - Forest Lodge,"Train, car as driver",9
Newtown - Camperdown - Darlington,"Train, car as driver",40
Potts Point - Woolloomooloo,"Train, car as driver",20
Pyrmont - Ultimo,"Train, car as driver",7
Redfern - Chippendale,"Train, car as driver",31
Surry Hills,"Train, car as driver",17
Sydney - Haymarket - The Rocks,"Train, car as driver",30
Waterloo - Beaconsfield,"Train, car as driver",41
Bondi - Tamarama - Bronte,"Train, car as driver",46
Bondi Beach - North Bondi,"Train, car as driver",52
Bondi Junction - Waverly,"Train, car as driver",30
Double Bay - Bellevue Hill,"Train, car as driver",80
Dover Heights,"Train, car as driver",77
Paddington - Moore Park,"Train, car as driver",18
Rose Bay - Vaucluse - Watsons Bay,"Train, car as driver",33
Woollahra,"Train, car as driver",18
Coogee - Clovelly,"Train, car as driver",36
Malabar - La Perouse - Chifley,"Train, car as driver",20
Kensington (NSW),"Train, car as driver",10
Kingsford,"Train, car as driver",8
Maroubra - North,"Train, car as driver",15
Maroubra - South,"Train, car as driver",12
Maroubra - West,"Train, car as driver",3
Randwick - North,"Train, car as driver",27
Randwick - South,"Train, car as driver",12
Bass Hill - Georges Hall,"Train, car as driver",152
Chullora,"Train, car as driver",11
Condell Park,"Train, car as driver",70
Greenacre - Mount Lewis,"Train, car as driver",122
Padstow,"Train, car as driver",127
Panania - Milperra - Picnic Point,"Train, car as driver",258
Revesby,"Train, car as driver",134
Yagoona - Birrong,"Train, car as driver",78
Bankstown - North,"Train, car as driver",66
Bankstown - South,"Train, car as driver",48
Belmore - Belfield,"Train, car as driver",105
Canterbury (South) - Campsie,"Train, car as driver",179
Kingsgrove (North) - Earlwood,"Train, car as driver",241
Punchbowl,"Train, car as driver",88
Roselands,"Train, car as driver",118
Lakemba,"Train, car as driver",58
Wiley Park,"Train, car as driver",31
Hurstville,"Train, car as driver",101
Mortdale - Penshurst,"Train, car as driver",173
Narwee - Beverly Hills,"Train, car as driver",59
Oatley - Hurstville Grove,"Train, car as driver",112
Peakhurst - Lugarno,"Train, car as driver",315
Riverwood,"Train, car as driver",26
South Hurstville - Blakehurst,"Train, car as driver",177
Arncliffe - Bardwell Valley,"Train, car as driver",133
Bexley,"Train, car as driver",173
Kingsgrove (South) - Bardwell Park,"Train, car as driver",56
Kogarah,"Train, car as driver",43
Kogarah Bay - Carlton - Allawah,"Train, car as driver",81
Monterey - Brighton-le-Sands - Kyeemagh,"Train, car as driver",140
Rockdale - Banksia,"Train, car as driver",83
Sans Souci - Ramsgate,"Train, car as driver",187
Concord - Mortlake - Cabarita,"Train, car as driver",158
Concord West - North Strathfield,"Train, car as driver",106
Drummoyne - Rodd Point,"Train, car as driver",19
Five Dock - Abbotsford,"Train, car as driver",41
Balmain,"Train, car as driver",3
Leichhardt - Annandale,"Train, car as driver",72
Lilyfield - Rozelle,"Train, car as driver",10
Ashfield,"Train, car as driver",90
Burwood - Croydon,"Train, car as driver",88
Canterbury (North) - Ashbury,"Train, car as driver",60
Croydon Park - Enfield,"Train, car as driver",122
Dulwich Hill - Lewisham,"Train, car as driver",92
Haberfield - Summer Hill,"Train, car as driver",33
Homebush,"Train, car as driver",85
Strathfield,"Train, car as driver",118
Strathfield South,"Train, car as driver",32
Chatswood (East) - Artarmon,"Train, car as driver",85
Chatswood (West) - Lane Cove North,"Train, car as driver",91
Lane Cove - Greenwich,"Train, car as driver",125
St Leonards - Naremburn,"Train, car as driver",34
Willoughby - Castle Cove - Northbridge,"Train, car as driver",48
Asquith - Mount Colah,"Train, car as driver",418
Berowra - Brooklyn - Cowan,"Train, car as driver",250
Normanhurst - Thornleigh - Westleigh,"Train, car as driver",327
Hornsby - East,"Train, car as driver",80
Hornsby - West,"Train, car as driver",119
Waitara - Wahroonga (West),"Train, car as driver",54
Gordon - Killara,"Train, car as driver",268
Lindfield - Roseville,"Train, car as driver",230
Pymble,"Train, car as driver",286
St Ives,"Train, car as driver",468
Turramurra,"Train, car as driver",334
Wahroonga (East) - Warrawee,"Train, car as driver",272
Cremorne - Cammeray,"Train, car as driver",10
Crows Nest - Waverton,"Train, car as driver",31
Mosman,"Train, car as driver",15
Neutral Bay - Kirribilli,"Train, car as driver",26
North Sydney - Lavender Bay,"Train, car as driver",18
Balgowlah - Clontarf - Seaforth,"Train, car as driver",8
Manly - Fairlight,"Train, car as driver",8
Avalon - Palm Beach,"Train, car as driver",22
Bayview - Elanora Heights,"Train, car as driver",39
Newport - Bilgola,"Train, car as driver",28
Warriewood - Mona Vale,"Train, car as driver",38
Beacon Hill - Narraweena,"Train, car as driver",12
Cromer,"Train, car as driver",12
Dee Why - North Curl Curl,"Train, car as driver",15
Forestville - Killarney Heights,"Train, car as driver",34
Frenchs Forest - Belrose,"Train, car as driver",79
Freshwater - Brookvale,"Train, car as driver",5
Manly Vale - Allambie Heights,"Train, car as driver",5
Narrabeen - Collaroy,"Train, car as driver",27
Terrey Hills - Duffys Forest,"Train, car as driver",19
Camden - Ellis Lane,"Train, car as driver",154
Elderslie - Harrington Park,"Train, car as driver",291
Mount Annan - Currans Hill,"Train, car as driver",467
Bradbury - Wedderburn,"Train, car as driver",170
Campbelltown - Woodbine,"Train, car as driver",158
Claymore - Eagle Vale - Raby,"Train, car as driver",211
Ingleburn - Denham Court,"Train, car as driver",199
Leumeah - Minto Heights,"Train, car as driver",161
Macquarie Fields - Glenfield,"Train, car as driver",207
Minto - St Andrews,"Train, car as driver",203
Rosemeadow - Glen Alpine,"Train, car as driver",227
Bargo,"Train, car as driver",26
Douglas Park - Appin,"Train, car as driver",131
Picton - Tahmoor - Buxton,"Train, car as driver",116
The Oaks - Oakdale,"Train, car as driver",67
Blackheath - Megalong Valley,"Train, car as driver",16
Blaxland - Warrimoo - Lapstone,"Train, car as driver",199
Katoomba - Leura,"Train, car as driver",48
Lawson - Hazelbrook - Linden,"Train, car as driver",78
Springwood - Winmalee,"Train, car as driver",191
Wentworth Falls,"Train, car as driver",38
Cambridge Park,"Train, car as driver",142
Castlereagh - Cranebrook,"Train, car as driver",316
Emu Plains - Leonay,"Train, car as driver",153
Glenmore Park - Regentville,"Train, car as driver",344
Jamisontown - South Penrith,"Train, car as driver",144
Kingswood - Werrington,"Train, car as driver",150
Mulgoa - Luddenham - Orchard Hills,"Train, car as driver",106
Penrith,"Train, car as driver",96
Warragamba - Silverdale,"Train, car as driver",67
Richmond - Clarendon,"Train, car as driver",52
Windsor - Bligh Park,"Train, car as driver",100
Yarramundi - Londonderry,"Train, car as driver",42
Erskine Park,"Train, car as driver",72
St Clair,"Train, car as driver",230
Colyton - Oxley Park,"Train, car as driver",70
St Marys - North St Marys,"Train, car as driver",93
Homebush Bay - Silverwater,"Train, car as driver",261
Auburn - Central,"Train, car as driver",51
Auburn - North,"Train, car as driver",33
Auburn - South,"Train, car as driver",47
Berala,"Train, car as driver",38
Lidcombe,"Train, car as driver",101
Regents Park,"Train, car as driver",36
Carlingford,"Train, car as driver",320
Ermington - Rydalmere,"Train, car as driver",211
Oatlands - Dundas Valley,"Train, car as driver",177
Chester Hill - Sefton,"Train, car as driver",101
Fairfield - East,"Train, car as driver",63
Granville - Clyde,"Train, car as driver",73
Greystanes - Pemulwuy,"Train, car as driver",300
Guildford - South Granville,"Train, car as driver",79
Guildford West - Merrylands West,"Train, car as driver",106
Merrylands - Holroyd,"Train, car as driver",114
North Parramatta,"Train, car as driver",55
North Rocks,"Train, car as driver",31
Northmead,"Train, car as driver",75
Parramatta - Rosehill,"Train, car as driver",77
Toongabbie - Constitution Hill,"Train, car as driver",133
Winston Hills,"Train, car as driver",46
Pendle Hill - Girraween,"Train, car as driver",78
Wentworthville - Westmead,"Train, car as driver",65
Epping - North Epping,"Train, car as driver",221
Pennant Hills - Cheltenham,"Train, car as driver",162
Eastwood - Denistone,"Train, car as driver",169
Gladesville - Huntleys Point,"Train, car as driver",12
Hunters Hill - Woolwich,"Train, car as driver",7
Macquarie Park - Marsfield,"Train, car as driver",77
North Ryde - East Ryde,"Train, car as driver",33
West Ryde - Meadowbank,"Train, car as driver",107
Putney,"Train, car as driver",16
Ryde,"Train, car as driver",83
Ashcroft - Busby - Miller,"Train, car as driver",57
Austral - Greendale,"Train, car as driver",47
Cobbitty - Leppington,"Train, car as driver",286
Cecil Hills,"Train, car as driver",113
Green Valley,"Train, car as driver",120
