SA2 - Residence,SA2 - Work place,Count
Freshwater - Brookvale,Lindfield - Roseville,27
Freshwater - Brookvale,Pymble,38
Freshwater - Brookvale,St Ives,13
Freshwater - Brookvale,Turramurra,7
Freshwater - Brookvale,Wahroonga (East) - Warrawee,21
Freshwater - Brookvale,Cremorne - Cammeray,22
Freshwater - Brookvale,Crows Nest - Waverton,80
Freshwater - Brookvale,Neutral Bay - Kirribilli,80
Freshwater - Brookvale,North Sydney - Lavender Bay,453
Freshwater - Brookvale,Mosman - North,67
Freshwater - Brookvale,Mosman - South,78
Freshwater - Brookvale,Balgowlah - Clontarf - Seaforth,293
Freshwater - Brookvale,Manly - Fairlight,599
Freshwater - Brookvale,Avalon - Palm Beach,46
Freshwater - Brookvale,Bayview - Elanora Heights,32
Freshwater - Brookvale,Newport - Bilgola,31
Freshwater - Brookvale,Mona Vale - Warriewood (North),259
Freshwater - Brookvale,North Narrabeen - Warriewood (South),83
Freshwater - Brookvale,Beacon Hill - Narraweena,72
Freshwater - Brookvale,Cromer,173
Freshwater - Brookvale,Forestville - Killarney Heights,43
Freshwater - Brookvale,Freshwater - Brookvale,3225
Freshwater - Brookvale,Manly Vale - Allambie Heights,219
Freshwater - Brookvale,Terrey Hills - Duffys Forest,49
Freshwater - Brookvale,Belrose,106
Freshwater - Brookvale,Collaroy - Collaroy Plateau,77
Freshwater - Brookvale,Dee Why (South) - North Curl Curl,119
Freshwater - Brookvale,Dee Why - North,236
Freshwater - Brookvale,Frenchs Forest - Oxford Falls,422
Freshwater - Brookvale,Narrabeen - Wheeler Heights,87
Freshwater - Brookvale,Currans Hill,4
Freshwater - Brookvale,Campbelltown - Woodbine,5
Freshwater - Brookvale,Jamisontown - South Penrith,4
Freshwater - Brookvale,Kingswood - Werrington,5
Freshwater - Brookvale,Penrith,7
Freshwater - Brookvale,Auburn - North,3
Freshwater - Brookvale,Lidcombe,15
Freshwater - Brookvale,Silverwater - Newington,18
Freshwater - Brookvale,Wentworth Point - Sydney Olympic Park,21
Freshwater - Brookvale,Ermington - Rydalmere,17
Freshwater - Brookvale,Fairfield - East,4
Freshwater - Brookvale,Smithfield Industrial,14
Freshwater - Brookvale,Yennora Industrial,4
Freshwater - Brookvale,North Parramatta,4
Freshwater - Brookvale,Northmead,9
Freshwater - Brookvale,Parramatta - North,42
Freshwater - Brookvale,Rosehill - Harris Park,6
Freshwater - Brookvale,Epping (East) - North Epping,8
Freshwater - Brookvale,Gladesville - Huntleys Point,5
Freshwater - Brookvale,Hunters Hill - Woolwich,9
Freshwater - Brookvale,Macquarie Park - Marsfield,190
Freshwater - Brookvale,North Ryde - East Ryde,40
Freshwater - Brookvale,West Ryde - Meadowbank,10
Freshwater - Brookvale,Eastwood,4
Freshwater - Brookvale,Ryde - North,10
Freshwater - Brookvale,Ryde - South,3
Freshwater - Brookvale,Wetherill Park Industrial,13
Freshwater - Brookvale,Chipping Norton - Moorebank,9
Freshwater - Brookvale,Prestons,7
Freshwater - Brookvale,Caringbah,4
Freshwater - Brookvale,Cronulla - Kurnell - Bundeena,4
Freshwater - Brookvale,POW No Fixed Address (NSW),573
Manly Vale - Allambie Heights,Gosford - Springfield,3
Manly Vale - Allambie Heights,Williamtown - Medowie - Karuah,3
Manly Vale - Allambie Heights,Baulkham Hills (West) - Bella Vista,17
Manly Vale - Allambie Heights,Castle Hill - Central,11
Manly Vale - Allambie Heights,Rouse Hill - Beaumont Hills,3
Manly Vale - Allambie Heights,Blacktown (East) - Kings Park,11
Manly Vale - Allambie Heights,Lalor Park - Kings Langley,8
Manly Vale - Allambie Heights,Seven Hills - Prospect,5
Manly Vale - Allambie Heights,Glendenning - Dean Park,3
Manly Vale - Allambie Heights,Prospect Reservoir,8
Manly Vale - Allambie Heights,Banksmeadow,7
Manly Vale - Allambie Heights,Botany,9
Manly Vale - Allambie Heights,Port Botany Industrial,3
Manly Vale - Allambie Heights,Sydney Airport,13
Manly Vale - Allambie Heights,Mascot,41
Manly Vale - Allambie Heights,Petersham - Stanmore,8
Manly Vale - Allambie Heights,Sydenham - Tempe - St Peters,4
Manly Vale - Allambie Heights,Marrickville - North,7
Manly Vale - Allambie Heights,Marrickville - South,4
Manly Vale - Allambie Heights,Darlinghurst,45
Manly Vale - Allambie Heights,Erskineville - Alexandria,47
Manly Vale - Allambie Heights,Glebe - Forest Lodge,14
Manly Vale - Allambie Heights,Potts Point - Woolloomooloo,33
Manly Vale - Allambie Heights,Surry Hills,76
Manly Vale - Allambie Heights,Camperdown - Darlington,27
Manly Vale - Allambie Heights,Chippendale,18
Manly Vale - Allambie Heights,Newtown (NSW),4
Manly Vale - Allambie Heights,Pyrmont,50
Manly Vale - Allambie Heights,Redfern,61
Manly Vale - Allambie Heights,Rosebery - Beaconsfield,17
Manly Vale - Allambie Heights,Sydney (North) - Millers Point,1324
Manly Vale - Allambie Heights,Sydney (South) - Haymarket,186
Manly Vale - Allambie Heights,Ultimo,48
Manly Vale - Allambie Heights,Waterloo,7
Manly Vale - Allambie Heights,Bondi - Tamarama - Bronte,4
Manly Vale - Allambie Heights,Bondi Beach - North Bondi,3
Manly Vale - Allambie Heights,Bondi Junction - Waverly,23
Manly Vale - Allambie Heights,Paddington - Moore Park,16
Manly Vale - Allambie Heights,Rose Bay - Vaucluse - Watsons Bay,5
Manly Vale - Allambie Heights,Bellevue Hill,7
Manly Vale - Allambie Heights,Double Bay - Darling Point,5
Manly Vale - Allambie Heights,Kensington (NSW),15
Manly Vale - Allambie Heights,Randwick - North,3
Manly Vale - Allambie Heights,Randwick - South,19
Manly Vale - Allambie Heights,Malabar - La Perouse,5
Manly Vale - Allambie Heights,Matraville - Chifley,4
Manly Vale - Allambie Heights,Chullora,6
Manly Vale - Allambie Heights,Condell Park,11
Manly Vale - Allambie Heights,Greenacre - North,4
Manly Vale - Allambie Heights,Canterbury - South,3
Manly Vale - Allambie Heights,Kingsgrove - North,9
Manly Vale - Allambie Heights,Kogarah,13
Manly Vale - Allambie Heights,Monterey - Brighton-le-Sands - Kyeemagh,5
Manly Vale - Allambie Heights,Sans Souci - Ramsgate,3
Manly Vale - Allambie Heights,Drummoyne - Rodd Point,7
Manly Vale - Allambie Heights,Concord West - North Strathfield,9
Manly Vale - Allambie Heights,Rhodes,16
Manly Vale - Allambie Heights,Balmain,11
Manly Vale - Allambie Heights,Lilyfield - Rozelle,17
Manly Vale - Allambie Heights,Annandale (NSW),3
Manly Vale - Allambie Heights,Leichhardt,9
Manly Vale - Allambie Heights,Homebush,9
Manly Vale - Allambie Heights,Burwood (NSW),3
Manly Vale - Allambie Heights,Strathfield - West,4
Manly Vale - Allambie Heights,Chatswood (West) - Lane Cove North,29
Manly Vale - Allambie Heights,St Leonards - Naremburn,182
Manly Vale - Allambie Heights,Artarmon,12
Manly Vale - Allambie Heights,Castle Cove - Northbridge,16
Manly Vale - Allambie Heights,Chatswood - East,114
Manly Vale - Allambie Heights,Greenwich - Riverview,22
Manly Vale - Allambie Heights,Lane Cove,24
Manly Vale - Allambie Heights,Willoughby,17
Manly Vale - Allambie Heights,Berowra - Brooklyn - Cowan,5
Manly Vale - Allambie Heights,Normanhurst - Thornleigh - Westleigh,4
Manly Vale - Allambie Heights,Hornsby - East,18
Manly Vale - Allambie Heights,Hornsby - West,3
Manly Vale - Allambie Heights,Wahroonga (West) - Waitara,5
Manly Vale - Allambie Heights,Gordon - Killara,21
Manly Vale - Allambie Heights,Lindfield - Roseville,25
Manly Vale - Allambie Heights,Pymble,21
Manly Vale - Allambie Heights,St Ives,11
Manly Vale - Allambie Heights,Turramurra,3
Manly Vale - Allambie Heights,Wahroonga (East) - Warrawee,11
Manly Vale - Allambie Heights,Cremorne - Cammeray,28
Manly Vale - Allambie Heights,Crows Nest - Waverton,58
Manly Vale - Allambie Heights,Neutral Bay - Kirribilli,65
Manly Vale - Allambie Heights,North Sydney - Lavender Bay,345
Manly Vale - Allambie Heights,Mosman - North,67
Manly Vale - Allambie Heights,Mosman - South,79
Manly Vale - Allambie Heights,Balgowlah - Clontarf - Seaforth,354
Manly Vale - Allambie Heights,Manly - Fairlight,464
Manly Vale - Allambie Heights,Avalon - Palm Beach,25
Manly Vale - Allambie Heights,Bayview - Elanora Heights,18
Manly Vale - Allambie Heights,Newport - Bilgola,28
Manly Vale - Allambie Heights,Mona Vale - Warriewood (North),150
Manly Vale - Allambie Heights,North Narrabeen - Warriewood (South),44
Manly Vale - Allambie Heights,Beacon Hill - Narraweena,56
Manly Vale - Allambie Heights,Cromer,93
Manly Vale - Allambie Heights,Forestville - Killarney Heights,29
Manly Vale - Allambie Heights,Freshwater - Brookvale,892
Manly Vale - Allambie Heights,Manly Vale - Allambie Heights,1586
Manly Vale - Allambie Heights,Terrey Hills - Duffys Forest,53
Manly Vale - Allambie Heights,Belrose,98
Manly Vale - Allambie Heights,Collaroy - Collaroy Plateau,46
Manly Vale - Allambie Heights,Dee Why (South) - North Curl Curl,46
Manly Vale - Allambie Heights,Dee Why - North,134
Manly Vale - Allambie Heights,Frenchs Forest - Oxford Falls,370
Manly Vale - Allambie Heights,Narrabeen - Wheeler Heights,65
Manly Vale - Allambie Heights,Kingswood - Werrington,3
Manly Vale - Allambie Heights,Lidcombe,6
Manly Vale - Allambie Heights,Silverwater - Newington,6
Manly Vale - Allambie Heights,Wentworth Point - Sydney Olympic Park,13
Manly Vale - Allambie Heights,Ermington - Rydalmere,12
Manly Vale - Allambie Heights,Smithfield Industrial,4
Manly Vale - Allambie Heights,Yennora Industrial,5
Manly Vale - Allambie Heights,North Rocks,3
Manly Vale - Allambie Heights,Northmead,6
Manly Vale - Allambie Heights,Parramatta - North,63
Manly Vale - Allambie Heights,Pennant Hills - Cheltenham,7
Manly Vale - Allambie Heights,Gladesville - Huntleys Point,8
Manly Vale - Allambie Heights,Hunters Hill - Woolwich,4
Manly Vale - Allambie Heights,Macquarie Park - Marsfield,138
Manly Vale - Allambie Heights,North Ryde - East Ryde,35
Manly Vale - Allambie Heights,Putney,4
Manly Vale - Allambie Heights,Wetherill Park Industrial,9
Manly Vale - Allambie Heights,Casula,6
Manly Vale - Allambie Heights,Holsworthy - Wattle Grove,4
Manly Vale - Allambie Heights,Prestons,3
Manly Vale - Allambie Heights,Sylvania - Taren Point,6
Manly Vale - Allambie Heights,POW No Fixed Address (NSW),376
Terrey Hills - Duffys Forest,Jindabyne - Berridale,5
Terrey Hills - Duffys Forest,Orange,3
Terrey Hills - Duffys Forest,Baulkham Hills (West) - Bella Vista,5
Terrey Hills - Duffys Forest,Castle Hill - South,4
Terrey Hills - Duffys Forest,Blacktown (East) - Kings Park,5
Terrey Hills - Duffys Forest,Banksmeadow,3
Terrey Hills - Duffys Forest,Botany,4
Terrey Hills - Duffys Forest,Sydney Airport,3
Terrey Hills - Duffys Forest,Darlinghurst,10
Terrey Hills - Duffys Forest,Erskineville - Alexandria,5
Terrey Hills - Duffys Forest,Glebe - Forest Lodge,3
Terrey Hills - Duffys Forest,Potts Point - Woolloomooloo,8
Terrey Hills - Duffys Forest,Surry Hills,3
Terrey Hills - Duffys Forest,Camperdown - Darlington,9
Terrey Hills - Duffys Forest,Newtown (NSW),3
Terrey Hills - Duffys Forest,Pyrmont,5
Terrey Hills - Duffys Forest,Redfern,8
Terrey Hills - Duffys Forest,Sydney (North) - Millers Point,125
Terrey Hills - Duffys Forest,Sydney (South) - Haymarket,16
Terrey Hills - Duffys Forest,Ultimo,8
Terrey Hills - Duffys Forest,Matraville - Chifley,3
Terrey Hills - Duffys Forest,Condell Park,3
Terrey Hills - Duffys Forest,Greenacre - North,5
Terrey Hills - Duffys Forest,Rhodes,5
Terrey Hills - Duffys Forest,Lilyfield - Rozelle,4
Terrey Hills - Duffys Forest,Chatswood (West) - Lane Cove North,5
Terrey Hills - Duffys Forest,St Leonards - Naremburn,55
Terrey Hills - Duffys Forest,Castle Cove - Northbridge,4
Terrey Hills - Duffys Forest,Chatswood - East,31
Terrey Hills - Duffys Forest,Greenwich - Riverview,4
Terrey Hills - Duffys Forest,Lane Cove,7
Terrey Hills - Duffys Forest,Willoughby,9
Terrey Hills - Duffys Forest,Asquith - Mount Colah,3
Terrey Hills - Duffys Forest,Berowra - Brooklyn - Cowan,3
Terrey Hills - Duffys Forest,Normanhurst - Thornleigh - Westleigh,3
Terrey Hills - Duffys Forest,Hornsby - East,20
Terrey Hills - Duffys Forest,Hornsby - West,5
Terrey Hills - Duffys Forest,Gordon - Killara,19
Terrey Hills - Duffys Forest,Pymble,15
Terrey Hills - Duffys Forest,St Ives,20
Terrey Hills - Duffys Forest,Wahroonga (East) - Warrawee,12
Terrey Hills - Duffys Forest,North Sydney - Lavender Bay,38
Terrey Hills - Duffys Forest,Mosman - North,4
Terrey Hills - Duffys Forest,Mosman - South,4
Terrey Hills - Duffys Forest,Balgowlah - Clontarf - Seaforth,22
Terrey Hills - Duffys Forest,Manly - Fairlight,17
Terrey Hills - Duffys Forest,Avalon - Palm Beach,15
Terrey Hills - Duffys Forest,Bayview - Elanora Heights,30
Terrey Hills - Duffys Forest,Newport - Bilgola,11
Terrey Hills - Duffys Forest,Mona Vale - Warriewood (North),95
Terrey Hills - Duffys Forest,North Narrabeen - Warriewood (South),29
Terrey Hills - Duffys Forest,Beacon Hill - Narraweena,9
Terrey Hills - Duffys Forest,Cromer,20
Terrey Hills - Duffys Forest,Forestville - Killarney Heights,8
Terrey Hills - Duffys Forest,Freshwater - Brookvale,77
Terrey Hills - Duffys Forest,Manly Vale - Allambie Heights,17
Terrey Hills - Duffys Forest,Terrey Hills - Duffys Forest,529
Terrey Hills - Duffys Forest,Belrose,86
Terrey Hills - Duffys Forest,Collaroy - Collaroy Plateau,9
Terrey Hills - Duffys Forest,Dee Why (South) - North Curl Curl,3
Terrey Hills - Duffys Forest,Dee Why - North,19
Terrey Hills - Duffys Forest,Frenchs Forest - Oxford Falls,55
Terrey Hills - Duffys Forest,Narrabeen - Wheeler Heights,16
Terrey Hills - Duffys Forest,Lidcombe,3
Terrey Hills - Duffys Forest,Silverwater - Newington,3
Terrey Hills - Duffys Forest,Wentworth Point - Sydney Olympic Park,7
Terrey Hills - Duffys Forest,Ermington - Rydalmere,3
Terrey Hills - Duffys Forest,Smithfield Industrial,4
Terrey Hills - Duffys Forest,Parramatta - North,7
Terrey Hills - Duffys Forest,Macquarie Park - Marsfield,38
Terrey Hills - Duffys Forest,North Ryde - East Ryde,5
Terrey Hills - Duffys Forest,POW No Fixed Address (NSW),93
Belrose,Gosford - Springfield,8
Belrose,Baulkham Hills - East,3
Belrose,Baulkham Hills (West) - Bella Vista,29
Belrose,Dural - Kenthurst - Wisemans Ferry,3
Belrose,Blacktown (East) - Kings Park,7
Belrose,Lalor Park - Kings Langley,11
Belrose,Marsden Park - Shanes Park,3
Belrose,Prospect Reservoir,5
Belrose,Rooty Hill - Minchinbury,5
Belrose,Sydney Airport,3
Belrose,Mascot,15
Belrose,Petersham - Stanmore,6
Belrose,Sydenham - Tempe - St Peters,3
Belrose,Darlinghurst,16
Belrose,Erskineville - Alexandria,20
Belrose,Glebe - Forest Lodge,8
Belrose,Potts Point - Woolloomooloo,9
Belrose,Surry Hills,20
Belrose,Camperdown - Darlington,13
Belrose,Chippendale,9
Belrose,Pyrmont,25
Belrose,Redfern,20
Belrose,Rosebery - Beaconsfield,4
Belrose,Sydney (North) - Millers Point,415
Belrose,Sydney (South) - Haymarket,54
Belrose,Ultimo,21
Belrose,Bondi Junction - Waverly,6
Belrose,Paddington - Moore Park,14
Belrose,Bellevue Hill,3
Belrose,Kensington (NSW),5
Belrose,Randwick - South,5
Belrose,Condell Park,5
Belrose,Kogarah,5
Belrose,Drummoyne - Rodd Point,3
Belrose,Concord West - North Strathfield,3
Belrose,Rhodes,10
Belrose,Balmain,3
Belrose,Lilyfield - Rozelle,8
Belrose,Haberfield - Summer Hill,4
Belrose,Homebush,7
Belrose,Strathfield South,4
Belrose,Burwood (NSW),3
Belrose,Strathfield - West,6
Belrose,Chatswood (West) - Lane Cove North,13
Belrose,St Leonards - Naremburn,116
Belrose,Artarmon,9
Belrose,Castle Cove - Northbridge,19
Belrose,Chatswood - East,152
Belrose,Greenwich - Riverview,7
Belrose,Lane Cove,21
Belrose,Willoughby,15
Belrose,Asquith - Mount Colah,9
Belrose,Normanhurst - Thornleigh - Westleigh,11
Belrose,Hornsby - East,21
Belrose,Wahroonga (West) - Waitara,3
Belrose,Gordon - Killara,20
Belrose,Lindfield - Roseville,20
Belrose,Pymble,15
Belrose,St Ives,39
Belrose,Turramurra,4
Belrose,Wahroonga (East) - Warrawee,11
Belrose,Cremorne - Cammeray,15
Belrose,Crows Nest - Waverton,29
Belrose,Neutral Bay - Kirribilli,27
Belrose,North Sydney - Lavender Bay,153
Belrose,Mosman - North,19
Belrose,Mosman - South,15
Belrose,Balgowlah - Clontarf - Seaforth,42
Belrose,Manly - Fairlight,45
Belrose,Avalon - Palm Beach,14
Belrose,Bayview - Elanora Heights,30
Belrose,Newport - Bilgola,3
Belrose,Mona Vale - Warriewood (North),89
Belrose,North Narrabeen - Warriewood (South),28
Belrose,Beacon Hill - Narraweena,15
Belrose,Cromer,24
Belrose,Forestville - Killarney Heights,60
Belrose,Freshwater - Brookvale,255
Belrose,Manly Vale - Allambie Heights,52
Belrose,Terrey Hills - Duffys Forest,80
Belrose,Belrose,832
Belrose,Collaroy - Collaroy Plateau,15
Belrose,Dee Why (South) - North Curl Curl,8
Belrose,Dee Why - North,43
Belrose,Frenchs Forest - Oxford Falls,311
Belrose,Narrabeen - Wheeler Heights,24
Belrose,Lidcombe,3
Belrose,Silverwater - Newington,7
Belrose,Wentworth Point - Sydney Olympic Park,17
Belrose,Ermington - Rydalmere,3
Belrose,Pemulwuy - Greystanes (North),3
Belrose,Northmead,8
Belrose,Parramatta - North,20
Belrose,Epping (East) - North Epping,4
Belrose,Gladesville - Huntleys Point,8
Belrose,Hunters Hill - Woolwich,7
Belrose,Macquarie Park - Marsfield,100
Belrose,North Ryde - East Ryde,22
Belrose,West Ryde - Meadowbank,4
Belrose,Ryde - North,3
Belrose,Wetherill Park Industrial,6
Belrose,Chipping Norton - Moorebank,5
Belrose,Warwick Farm,3
Belrose,Sylvania - Taren Point,5
Belrose,POW No Fixed Address (NSW),155
Collaroy - Collaroy Plateau,Jindabyne - Berridale,8
Collaroy - Collaroy Plateau,Goulburn Surrounds,5
Collaroy - Collaroy Plateau,Calga - Kulnura,6
Collaroy - Collaroy Plateau,Baulkham Hills (West) - Bella Vista,32
Collaroy - Collaroy Plateau,Castle Hill - Central,8
Collaroy - Collaroy Plateau,Cherrybrook,4
Collaroy - Collaroy Plateau,Dural - Kenthurst - Wisemans Ferry,3
Collaroy - Collaroy Plateau,Blacktown (East) - Kings Park,5
Collaroy - Collaroy Plateau,Lalor Park - Kings Langley,7
Collaroy - Collaroy Plateau,Glendenning - Dean Park,3
Collaroy - Collaroy Plateau,Prospect Reservoir,3
Collaroy - Collaroy Plateau,Rooty Hill - Minchinbury,5
Collaroy - Collaroy Plateau,Banksmeadow,12
Collaroy - Collaroy Plateau,Botany,6
Collaroy - Collaroy Plateau,Pagewood - Hillsdale - Daceyville,3
Collaroy - Collaroy Plateau,Port Botany Industrial,3
Collaroy - Collaroy Plateau,Sydney Airport,13
Collaroy - Collaroy Plateau,Mascot,15
Collaroy - Collaroy Plateau,Petersham - Stanmore,3
Collaroy - Collaroy Plateau,Sydenham - Tempe - St Peters,4
Collaroy - Collaroy Plateau,Marrickville - North,5
Collaroy - Collaroy Plateau,Darlinghurst,14
Collaroy - Collaroy Plateau,Erskineville - Alexandria,35
Collaroy - Collaroy Plateau,Glebe - Forest Lodge,9
Collaroy - Collaroy Plateau,Potts Point - Woolloomooloo,29
Collaroy - Collaroy Plateau,Surry Hills,53
Collaroy - Collaroy Plateau,Camperdown - Darlington,16
Collaroy - Collaroy Plateau,Chippendale,5
Collaroy - Collaroy Plateau,Newtown (NSW),3
Collaroy - Collaroy Plateau,Pyrmont,31
Collaroy - Collaroy Plateau,Redfern,35
Collaroy - Collaroy Plateau,Sydney (North) - Millers Point,722
Collaroy - Collaroy Plateau,Sydney (South) - Haymarket,86
Collaroy - Collaroy Plateau,Ultimo,32
Collaroy - Collaroy Plateau,Waterloo,7
Collaroy - Collaroy Plateau,Bondi - Tamarama - Bronte,3
Collaroy - Collaroy Plateau,Bondi Junction - Waverly,10
Collaroy - Collaroy Plateau,Paddington - Moore Park,11
Collaroy - Collaroy Plateau,Rose Bay - Vaucluse - Watsons Bay,6
Collaroy - Collaroy Plateau,Bellevue Hill,6
Collaroy - Collaroy Plateau,Double Bay - Darling Point,8
Collaroy - Collaroy Plateau,Kensington (NSW),14
Collaroy - Collaroy Plateau,Randwick - South,9
Collaroy - Collaroy Plateau,Coogee - Clovelly,4
Collaroy - Collaroy Plateau,Matraville - Chifley,8
Collaroy - Collaroy Plateau,Chullora,9
Collaroy - Collaroy Plateau,Condell Park,7
Collaroy - Collaroy Plateau,Kogarah,3
Collaroy - Collaroy Plateau,Rhodes,12
Collaroy - Collaroy Plateau,Balmain,10
Collaroy - Collaroy Plateau,Lilyfield - Rozelle,9
Collaroy - Collaroy Plateau,Annandale (NSW),5
Collaroy - Collaroy Plateau,Leichhardt,12
Collaroy - Collaroy Plateau,Croydon Park - Enfield,4
Collaroy - Collaroy Plateau,Homebush,5
Collaroy - Collaroy Plateau,Ashfield - South,5
Collaroy - Collaroy Plateau,Burwood (NSW),4
Collaroy - Collaroy Plateau,Strathfield - East,3
Collaroy - Collaroy Plateau,Strathfield - West,3
Collaroy - Collaroy Plateau,Chatswood (West) - Lane Cove North,3
Collaroy - Collaroy Plateau,St Leonards - Naremburn,140
Collaroy - Collaroy Plateau,Artarmon,3
Collaroy - Collaroy Plateau,Castle Cove - Northbridge,20
Collaroy - Collaroy Plateau,Chatswood - East,83
Collaroy - Collaroy Plateau,Greenwich - Riverview,16
Collaroy - Collaroy Plateau,Lane Cove,19
Collaroy - Collaroy Plateau,Willoughby,17
Collaroy - Collaroy Plateau,Asquith - Mount Colah,8
Collaroy - Collaroy Plateau,Normanhurst - Thornleigh - Westleigh,3
Collaroy - Collaroy Plateau,Hornsby - East,15
Collaroy - Collaroy Plateau,Hornsby - West,7
Collaroy - Collaroy Plateau,Wahroonga (West) - Waitara,5
Collaroy - Collaroy Plateau,Gordon - Killara,21
Collaroy - Collaroy Plateau,Lindfield - Roseville,12
Collaroy - Collaroy Plateau,Pymble,34
Collaroy - Collaroy Plateau,St Ives,20
Collaroy - Collaroy Plateau,Turramurra,10
Collaroy - Collaroy Plateau,Wahroonga (East) - Warrawee,17
Collaroy - Collaroy Plateau,Cremorne - Cammeray,17
Collaroy - Collaroy Plateau,Crows Nest - Waverton,41
Collaroy - Collaroy Plateau,Neutral Bay - Kirribilli,35
Collaroy - Collaroy Plateau,North Sydney - Lavender Bay,211
Collaroy - Collaroy Plateau,Mosman - North,44
Collaroy - Collaroy Plateau,Mosman - South,58
Collaroy - Collaroy Plateau,Balgowlah - Clontarf - Seaforth,131
Collaroy - Collaroy Plateau,Manly - Fairlight,203
Collaroy - Collaroy Plateau,Avalon - Palm Beach,80
Collaroy - Collaroy Plateau,Bayview - Elanora Heights,38
Collaroy - Collaroy Plateau,Newport - Bilgola,53
Collaroy - Collaroy Plateau,Mona Vale - Warriewood (North),374
Collaroy - Collaroy Plateau,North Narrabeen - Warriewood (South),163
Collaroy - Collaroy Plateau,Beacon Hill - Narraweena,38
Collaroy - Collaroy Plateau,Cromer,233
Collaroy - Collaroy Plateau,Forestville - Killarney Heights,31
Collaroy - Collaroy Plateau,Freshwater - Brookvale,724
Collaroy - Collaroy Plateau,Manly Vale - Allambie Heights,92
Collaroy - Collaroy Plateau,Terrey Hills - Duffys Forest,64
Collaroy - Collaroy Plateau,Belrose,119
Collaroy - Collaroy Plateau,Collaroy - Collaroy Plateau,1265
Collaroy - Collaroy Plateau,Dee Why (South) - North Curl Curl,52
Collaroy - Collaroy Plateau,Dee Why - North,261
Collaroy - Collaroy Plateau,Frenchs Forest - Oxford Falls,273
Collaroy - Collaroy Plateau,Narrabeen - Wheeler Heights,163
Collaroy - Collaroy Plateau,Blaxland - Warrimoo - Lapstone,4
Collaroy - Collaroy Plateau,Katoomba - Leura,4
Collaroy - Collaroy Plateau,Kingswood - Werrington,3
Collaroy - Collaroy Plateau,Windsor - Bligh Park,4
Collaroy - Collaroy Plateau,Auburn - Central,3
Collaroy - Collaroy Plateau,Auburn - North,7
Collaroy - Collaroy Plateau,Lidcombe,5
Collaroy - Collaroy Plateau,Regents Park,3
Collaroy - Collaroy Plateau,Silverwater - Newington,7
Collaroy - Collaroy Plateau,Wentworth Point - Sydney Olympic Park,16
Collaroy - Collaroy Plateau,Ermington - Rydalmere,9
Collaroy - Collaroy Plateau,Carlingford - West,3
Collaroy - Collaroy Plateau,North Rocks,4
Collaroy - Collaroy Plateau,Northmead,4
Collaroy - Collaroy Plateau,Parramatta - North,32
Collaroy - Collaroy Plateau,Parramatta - South,3
Collaroy - Collaroy Plateau,Pennant Hills - Cheltenham,9
Collaroy - Collaroy Plateau,Gladesville - Huntleys Point,13
Collaroy - Collaroy Plateau,Macquarie Park - Marsfield,128
Collaroy - Collaroy Plateau,North Ryde - East Ryde,28
Collaroy - Collaroy Plateau,West Ryde - Meadowbank,4
Collaroy - Collaroy Plateau,Eastwood,3
Collaroy - Collaroy Plateau,Ryde - North,6
Collaroy - Collaroy Plateau,Cecil Hills,5
Collaroy - Collaroy Plateau,Horsley Park - Kemps Creek,3
Collaroy - Collaroy Plateau,Wetherill Park Industrial,5
Collaroy - Collaroy Plateau,Holsworthy - Wattle Grove,4
Collaroy - Collaroy Plateau,Prestons,3
Collaroy - Collaroy Plateau,POW No Fixed Address (NSW),382
Dee Why (South) - North Curl Curl,Jindabyne - Berridale,6
Dee Why (South) - North Curl Curl,Gosford - Springfield,3
Dee Why (South) - North Curl Curl,Tamworth Surrounds,6
Dee Why (South) - North Curl Curl,Bowral,3
Dee Why (South) - North Curl Curl,Baulkham Hills (West) - Bella Vista,15
Dee Why (South) - North Curl Curl,Castle Hill - Central,4
Dee Why (South) - North Curl Curl,Dural - Kenthurst - Wisemans Ferry,3
Dee Why (South) - North Curl Curl,Blacktown (East) - Kings Park,8
Dee Why (South) - North Curl Curl,Lalor Park - Kings Langley,6
Dee Why (South) - North Curl Curl,Seven Hills - Prospect,5
Dee Why (South) - North Curl Curl,Prospect Reservoir,6
Dee Why (South) - North Curl Curl,Banksmeadow,3
Dee Why (South) - North Curl Curl,Botany,7
Dee Why (South) - North Curl Curl,Port Botany Industrial,3
Dee Why (South) - North Curl Curl,Sydney Airport,14
Dee Why (South) - North Curl Curl,Mascot,20
Dee Why (South) - North Curl Curl,Petersham - Stanmore,7
Dee Why (South) - North Curl Curl,Marrickville - North,5
Dee Why (South) - North Curl Curl,Darlinghurst,14
Dee Why (South) - North Curl Curl,Erskineville - Alexandria,16
Dee Why (South) - North Curl Curl,Glebe - Forest Lodge,10
Dee Why (South) - North Curl Curl,Potts Point - Woolloomooloo,18
Dee Why (South) - North Curl Curl,Surry Hills,41
Dee Why (South) - North Curl Curl,Camperdown - Darlington,18
Dee Why (South) - North Curl Curl,Chippendale,13
Dee Why (South) - North Curl Curl,Pyrmont,26
Dee Why (South) - North Curl Curl,Redfern,15
Dee Why (South) - North Curl Curl,Rosebery - Beaconsfield,10
Dee Why (South) - North Curl Curl,Sydney (North) - Millers Point,593
Dee Why (South) - North Curl Curl,Sydney (South) - Haymarket,53
Dee Why (South) - North Curl Curl,Ultimo,26
Dee Why (South) - North Curl Curl,Waterloo,5
Dee Why (South) - North Curl Curl,Bondi Junction - Waverly,9
