SA2 - Residence,Method of Travel to Work,Count
Bondi Beach - North Bondi,"Train, bus, motorbike/scooter",3
Bondi Beach - North Bondi,"Train, bus, bicycle",4
Bondi Beach - North Bondi,Bus,243
Bondi Beach - North Bondi,"Bus, car as driver",5
Bondi Beach - North Bondi,"Bus, car as passenger",3
Bondi Beach - North Bondi,"Bus, bicycle",5
Bondi Beach - North Bondi,"Bus, other",4
Bondi Beach - North Bondi,Ferry,23
Bondi Beach - North Bondi,"Ferry, car as driver",3
Bondi Beach - North Bondi,Tram/light rail,3
Bondi Beach - North Bondi,Taxi/ride-share service,32
Bondi Beach - North Bondi,"Car, as driver",2235
Bondi Beach - North Bondi,"Car as driver, car as passenger",5
Bondi Beach - North Bondi,"Car as driver, motorbike/scooter",5
Bondi Beach - North Bondi,"Car, as passenger",132
Bondi Beach - North Bondi,"Car as passenger, other",4
Bondi Beach - North Bondi,Truck,36
Bondi Beach - North Bondi,Motorbike/scooter,189
Bondi Beach - North Bondi,Bicycle,110
Bondi Beach - North Bondi,Walked only,442
Bondi Beach - North Bondi,Other,50
Bondi Beach - North Bondi,Worked at home,7077
Bondi Beach - North Bondi,Did not go to work,1207
Bondi Beach - North Bondi,Not stated,61
Bondi Beach - North Bondi,Not applicable,8445
Bondi Junction - Waverly,Train,400
Bondi Junction - Waverly,"Train, bus",123
Bondi Junction - Waverly,"Train, ferry",6
Bondi Junction - Waverly,"Train, Tram/light rail",6
Bondi Junction - Waverly,"Train, Taxi/ride-share service",7
Bondi Junction - Waverly,"Train, car as driver",12
Bondi Junction - Waverly,"Train, car as passenger",4
Bondi Junction - Waverly,"Train, bicycle",9
Bondi Junction - Waverly,"Train, bus, Taxi/ride-share service",6
Bondi Junction - Waverly,"Train, bus, car as driver",5
Bondi Junction - Waverly,"Train, bus, car as passenger",3
Bondi Junction - Waverly,"Train, bus, other",3
Bondi Junction - Waverly,Bus,217
Bondi Junction - Waverly,"Bus, Taxi/ride-share service",7
Bondi Junction - Waverly,"Bus, car as driver",5
Bondi Junction - Waverly,"Bus, car as passenger",9
Bondi Junction - Waverly,"Bus, motorbike/scooter",4
Bondi Junction - Waverly,"Bus, other",3
Bondi Junction - Waverly,Taxi/ride-share service,25
Bondi Junction - Waverly,"Car, as driver",1627
Bondi Junction - Waverly,"Car as driver, car as passenger",3
Bondi Junction - Waverly,"Car as driver, motorbike/scooter",6
Bondi Junction - Waverly,"Car as driver, other",10
Bondi Junction - Waverly,"Car, as passenger",132
Bondi Junction - Waverly,"Car as passenger, other",3
Bondi Junction - Waverly,Truck,28
Bondi Junction - Waverly,Motorbike/scooter,109
Bondi Junction - Waverly,Bicycle,118
Bondi Junction - Waverly,Walked only,525
Bondi Junction - Waverly,Other,42
Bondi Junction - Waverly,Worked at home,5046
Bondi Junction - Waverly,Did not go to work,940
Bondi Junction - Waverly,Not stated,33
Bondi Junction - Waverly,Not applicable,8239
Dover Heights,Train,12
Dover Heights,"Train, bus",32
Dover Heights,"Train, car as driver",3
Dover Heights,"Train, bus, ferry",3
Dover Heights,"Train, bus, car as driver",4
Dover Heights,Bus,86
Dover Heights,"Bus, car as driver",3
Dover Heights,"Bus, car as passenger",5
Dover Heights,"Bus, other",4
Dover Heights,Ferry,22
Dover Heights,Taxi/ride-share service,11
Dover Heights,"Taxi/ride-share service, car as driver",4
Dover Heights,"Car, as driver",1603
Dover Heights,"Car as driver, motorbike/scooter",4
Dover Heights,"Car, as passenger",104
Dover Heights,Truck,15
Dover Heights,Motorbike/scooter,59
Dover Heights,Bicycle,22
Dover Heights,Walked only,138
Dover Heights,Other,24
Dover Heights,Worked at home,2845
Dover Heights,Did not go to work,593
Dover Heights,Not stated,20
Dover Heights,Not applicable,5477
Paddington - Moore Park,Train,76
Paddington - Moore Park,"Train, bus",51
Paddington - Moore Park,"Train, Tram/light rail",4
Paddington - Moore Park,"Train, car as driver",4
Paddington - Moore Park,"Train, bus, car as passenger",6
Paddington - Moore Park,Bus,288
Paddington - Moore Park,"Bus, Tram/light rail",4
Paddington - Moore Park,"Bus, car as driver",5
Paddington - Moore Park,"Bus, car as passenger",3
Paddington - Moore Park,"Bus, other",9
Paddington - Moore Park,"Ferry, car as driver",4
Paddington - Moore Park,Tram/light rail,6
Paddington - Moore Park,Taxi/ride-share service,23
Paddington - Moore Park,"Car, as driver",1297
Paddington - Moore Park,"Car as driver, car as passenger",3
Paddington - Moore Park,"Car as driver, motorbike/scooter",3
Paddington - Moore Park,"Car as driver, bicycle",5
Paddington - Moore Park,"Car, as passenger",123
Paddington - Moore Park,"Car as passenger, other",5
Paddington - Moore Park,Truck,6
Paddington - Moore Park,Motorbike/scooter,56
Paddington - Moore Park,Bicycle,113
Paddington - Moore Park,Walked only,656
Paddington - Moore Park,Other,39
Paddington - Moore Park,Worked at home,5292
Paddington - Moore Park,Did not go to work,859
Paddington - Moore Park,Not stated,23
Paddington - Moore Park,Not applicable,5825
Rose Bay - Vaucluse - Watsons Bay,Train,9
Rose Bay - Vaucluse - Watsons Bay,"Train, bus",24
Rose Bay - Vaucluse - Watsons Bay,"Train, car as driver",4
Rose Bay - Vaucluse - Watsons Bay,"Train, bus, ferry",6
Rose Bay - Vaucluse - Watsons Bay,Bus,56
Rose Bay - Vaucluse - Watsons Bay,"Bus, ferry",6
Rose Bay - Vaucluse - Watsons Bay,"Bus, car as driver",3
Rose Bay - Vaucluse - Watsons Bay,"Bus, car as passenger",3
Rose Bay - Vaucluse - Watsons Bay,Ferry,48
Rose Bay - Vaucluse - Watsons Bay,Taxi/ride-share service,6
Rose Bay - Vaucluse - Watsons Bay,"Car, as driver",1461
Rose Bay - Vaucluse - Watsons Bay,"Car as driver, car as passenger",9
Rose Bay - Vaucluse - Watsons Bay,"Car as driver, motorbike/scooter",6
Rose Bay - Vaucluse - Watsons Bay,"Car, as passenger",135
Rose Bay - Vaucluse - Watsons Bay,Truck,12
Rose Bay - Vaucluse - Watsons Bay,Motorbike/scooter,20
Rose Bay - Vaucluse - Watsons Bay,Bicycle,12
Rose Bay - Vaucluse - Watsons Bay,Walked only,194
Rose Bay - Vaucluse - Watsons Bay,Other,52
Rose Bay - Vaucluse - Watsons Bay,Worked at home,2850
Rose Bay - Vaucluse - Watsons Bay,Did not go to work,562
Rose Bay - Vaucluse - Watsons Bay,Not stated,27
Rose Bay - Vaucluse - Watsons Bay,Not applicable,6394
Woollahra,Train,108
Woollahra,"Train, bus",19
Woollahra,"Train, car as driver",8
Woollahra,"Train, bicycle",4
Woollahra,Bus,51
Woollahra,Ferry,7
Woollahra,Taxi/ride-share service,11
Woollahra,"Car, as driver",650
Woollahra,"Car, as passenger",64
Woollahra,Truck,6
Woollahra,Motorbike/scooter,24
Woollahra,Bicycle,28
Woollahra,Walked only,179
Woollahra,Other,18
Woollahra,Worked at home,2321
Woollahra,Did not go to work,347
Woollahra,Not stated,17
Woollahra,Not applicable,3596
Bellevue Hill,Train,72
Bellevue Hill,"Train, bus",78
Bellevue Hill,"Train, ferry",3
Bellevue Hill,"Train, Taxi/ride-share service",4
Bellevue Hill,"Train, car as driver",4
Bellevue Hill,"Train, car as passenger",5
Bellevue Hill,"Train, other",4
Bellevue Hill,"Train, bus, ferry",5
Bellevue Hill,Bus,74
Bellevue Hill,"Bus, ferry",4
Bellevue Hill,"Bus, car as driver",8
Bellevue Hill,"Bus, car as passenger",5
Bellevue Hill,"Bus, other",5
Bellevue Hill,Ferry,39
Bellevue Hill,"Ferry, Tram/light rail",4
Bellevue Hill,"Ferry, car as passenger",3
Bellevue Hill,"Ferry, bicycle",3
Bellevue Hill,Taxi/ride-share service,13
Bellevue Hill,"Car, as driver",1791
Bellevue Hill,"Car as driver, car as passenger",6
Bellevue Hill,"Car as driver, truck",6
Bellevue Hill,"Car as driver, bicycle",5
Bellevue Hill,"Car as driver, other",6
Bellevue Hill,"Car, as passenger",156
Bellevue Hill,Truck,17
Bellevue Hill,Motorbike/scooter,54
Bellevue Hill,Bicycle,36
Bellevue Hill,Walked only,216
Bellevue Hill,Other,41
Bellevue Hill,Worked at home,4100
Bellevue Hill,Did not go to work,735
Bellevue Hill,Not stated,43
Bellevue Hill,Not applicable,6883
Double Bay - Darling Point,Train,170
Double Bay - Darling Point,"Train, bus",46
Double Bay - Darling Point,"Train, car as driver",4
Double Bay - Darling Point,"Train, car as passenger",6
Double Bay - Darling Point,"Train, ferry, Taxi/ride-share service",4
Double Bay - Darling Point,Bus,14
Double Bay - Darling Point,Ferry,16
Double Bay - Darling Point,Taxi/ride-share service,15
Double Bay - Darling Point,"Taxi/ride-share service, car as passenger",3
Double Bay - Darling Point,"Car, as driver",925
Double Bay - Darling Point,"Car as driver, motorbike/scooter",3
Double Bay - Darling Point,"Car, as passenger",93
Double Bay - Darling Point,Motorbike/scooter,24
Double Bay - Darling Point,Bicycle,25
Double Bay - Darling Point,Walked only,275
Double Bay - Darling Point,Other,28
Double Bay - Darling Point,Worked at home,3204
Double Bay - Darling Point,Did not go to work,497
Double Bay - Darling Point,Not stated,46
Double Bay - Darling Point,Not applicable,4530
Kensington (NSW),Train,18
Kensington (NSW),"Train, bus",31
Kensington (NSW),"Train, Tram/light rail",29
Kensington (NSW),"Train, car as driver",5
Kensington (NSW),"Train, bus, Tram/light rail",22
Kensington (NSW),Bus,239
Kensington (NSW),"Bus, Tram/light rail",40
Kensington (NSW),"Bus, Taxi/ride-share service",5
Kensington (NSW),"Bus, car as driver",6
Kensington (NSW),"Bus, car as passenger",10
Kensington (NSW),"Bus, bicycle",6
Kensington (NSW),"Bus, other",4
Kensington (NSW),"Bus, Tram/light rail, car as passenger",3
Kensington (NSW),"Bus, Tram/light rail, bicycle",3
Kensington (NSW),Tram/light rail,119
Kensington (NSW),"Tram/light rail, bicycle",3
Kensington (NSW),Taxi/ride-share service,13
Kensington (NSW),"Car, as driver",1383
Kensington (NSW),"Car as driver, car as passenger",4
Kensington (NSW),"Car as driver, motorbike/scooter",3
Kensington (NSW),"Car, as passenger",127
Kensington (NSW),Truck,15
Kensington (NSW),Motorbike/scooter,58
Kensington (NSW),Bicycle,79
Kensington (NSW),Walked only,264
Kensington (NSW),Other,33
Kensington (NSW),Worked at home,2681
Kensington (NSW),Did not go to work,781
Kensington (NSW),Not stated,15
Kensington (NSW),Not applicable,5783
Kingsford,Train,27
Kingsford,"Train, bus",53
Kingsford,"Train, Tram/light rail",17
Kingsford,"Train, bus, Tram/light rail",20
Kingsford,"Train, bus, car as driver",5
Kingsford,"Train, bus, car as passenger",6
Kingsford,Bus,310
Kingsford,"Bus, Tram/light rail",31
Kingsford,"Bus, Taxi/ride-share service",4
Kingsford,"Bus, car as passenger",16
Kingsford,"Bus, bicycle",5
Kingsford,"Bus, other",7
Kingsford,Tram/light rail,82
Kingsford,"Tram/light rail, bicycle",3
Kingsford,Taxi/ride-share service,16
Kingsford,"Car, as driver",1727
Kingsford,"Car as driver, car as passenger",10
Kingsford,"Car as driver, truck",3
Kingsford,"Car as driver, motorbike/scooter",3
Kingsford,"Car as driver, bicycle",4
Kingsford,"Car as driver, other",5
Kingsford,"Car, as passenger",201
Kingsford,Truck,24
Kingsford,Motorbike/scooter,79
Kingsford,"Motorbike/scooter, bicycle",4
Kingsford,Bicycle,76
Kingsford,Walked only,360
Kingsford,Other,29
Kingsford,Worked at home,2648
Kingsford,Did not go to work,882
Kingsford,Not stated,24
Kingsford,Not applicable,6892
Maroubra - North,Train,5
Maroubra - North,"Train, bus",26
Maroubra - North,"Train, bus, Tram/light rail",7
Maroubra - North,Bus,167
Maroubra - North,"Bus, Tram/light rail",4
Maroubra - North,"Bus, car as driver",5
Maroubra - North,"Bus, car as passenger",8
Maroubra - North,"Bus, other",3
Maroubra - North,Tram/light rail,6
Maroubra - North,"Tram/light rail, car as driver",4
Maroubra - North,Taxi/ride-share service,10
Maroubra - North,"Taxi/ride-share service, car as passenger",3
Maroubra - North,"Car, as driver",1541
Maroubra - North,"Car as driver, motorbike/scooter",5
Maroubra - North,"Car as driver, bicycle",4
Maroubra - North,"Car as driver, other",6
Maroubra - North,"Car, as passenger",146
Maroubra - North,Truck,21
Maroubra - North,Motorbike/scooter,37
Maroubra - North,Bicycle,29
Maroubra - North,Walked only,92
Maroubra - North,Other,28
Maroubra - North,Worked at home,2125
Maroubra - North,Did not go to work,509
Maroubra - North,Not stated,23
Maroubra - North,Not applicable,4974
Maroubra - South,Train,9
Maroubra - South,"Train, bus",22
Maroubra - South,Bus,167
Maroubra - South,"Bus, Taxi/ride-share service",6
Maroubra - South,"Bus, car as driver",11
Maroubra - South,"Bus, car as passenger",6
Maroubra - South,"Bus, Tram/light rail, car as driver",5
Maroubra - South,Tram/light rail,7
Maroubra - South,"Tram/light rail, car as driver",3
Maroubra - South,Taxi/ride-share service,9
Maroubra - South,"Car, as driver",1655
Maroubra - South,"Car as driver, car as passenger",3
Maroubra - South,"Car as driver, motorbike/scooter",4
Maroubra - South,"Car as driver, bicycle",3
Maroubra - South,"Car as driver, other",6
Maroubra - South,"Car, as passenger",117
Maroubra - South,Truck,35
Maroubra - South,Motorbike/scooter,62
Maroubra - South,Bicycle,46
Maroubra - South,"Bicycle, other",4
Maroubra - South,Walked only,112
Maroubra - South,Other,29
Maroubra - South,Worked at home,2179
Maroubra - South,Did not go to work,619
Maroubra - South,Not stated,38
Maroubra - South,Not applicable,5920
Maroubra - West,Train,8
Maroubra - West,"Train, bus",39
Maroubra - West,"Train, bus, Tram/light rail",5
Maroubra - West,"Train, bus, car as driver",7
Maroubra - West,"Train, bus, car as passenger",3
Maroubra - West,Bus,280
Maroubra - West,"Bus, Tram/light rail",5
Maroubra - West,"Bus, car as driver",14
Maroubra - West,"Bus, car as passenger",3
Maroubra - West,"Bus, bicycle",7
Maroubra - West,"Bus, other",5
Maroubra - West,Tram/light rail,3
Maroubra - West,"Tram/light rail, car as driver",3
Maroubra - West,Taxi/ride-share service,6
Maroubra - West,"Car, as driver",1497
Maroubra - West,"Car as driver, car as passenger",10
Maroubra - West,"Car, as passenger",139
Maroubra - West,Truck,32
Maroubra - West,Motorbike/scooter,55
Maroubra - West,Bicycle,49
Maroubra - West,Walked only,205
Maroubra - West,Other,14
Maroubra - West,Worked at home,2019
Maroubra - West,Did not go to work,633
Maroubra - West,Not stated,19
Maroubra - West,Not applicable,4768
Randwick - North,Train,17
Randwick - North,"Train, bus",58
Randwick - North,"Train, Tram/light rail",8
Randwick - North,"Train, motorbike/scooter",4
Randwick - North,"Train, bus, Tram/light rail",10
Randwick - North,"Train, bus, car as driver",4
Randwick - North,Bus,354
Randwick - North,"Bus, ferry",3
Randwick - North,"Bus, Tram/light rail",16
Randwick - North,"Bus, car as driver",7
Randwick - North,"Bus, car as passenger",4
Randwick - North,"Bus, bicycle",5
Randwick - North,"Bus, other",11
Randwick - North,Ferry,4
Randwick - North,Tram/light rail,35
Randwick - North,Taxi/ride-share service,30
Randwick - North,"Car, as driver",1947
Randwick - North,"Car as driver, car as passenger",7
Randwick - North,"Car as driver, motorbike/scooter",6
Randwick - North,"Car as driver, bicycle",7
Randwick - North,"Car as driver, other",3
Randwick - North,"Car, as passenger",122
Randwick - North,"Car as passenger, other",3
Randwick - North,Truck,42
Randwick - North,Motorbike/scooter,81
Randwick - North,Bicycle,133
Randwick - North,Walked only,510
Randwick - North,Other,41
Randwick - North,Worked at home,4716
Randwick - North,Did not go to work,988
Randwick - North,Not stated,39
Randwick - North,Not applicable,6979
Randwick - South,Train,21
Randwick - South,"Train, bus",54
Randwick - South,"Train, Tram/light rail",22
Randwick - South,"Train, bus, Tram/light rail",19
Randwick - South,"Train, bus, car as driver",4
Randwick - South,Bus,265
Randwick - South,"Bus, Tram/light rail",21
Randwick - South,"Bus, car as driver",5
Randwick - South,"Bus, car as passenger",7
Randwick - South,"Bus, bicycle",5
Randwick - South,"Bus, Tram/light rail, Taxi/ride-share service",4
Randwick - South,Tram/light rail,70
Randwick - South,Taxi/ride-share service,15
Randwick - South,"Taxi/ride-share service, car as passenger",3
Randwick - South,"Car, as driver",1456
Randwick - South,"Car as driver, car as passenger",3
Randwick - South,"Car as driver, bicycle",3
Randwick - South,"Car as driver, other",4
Randwick - South,"Car, as passenger",103
Randwick - South,"Car as passenger, other",3
Randwick - South,Truck,19
Randwick - South,Motorbike/scooter,75
Randwick - South,Bicycle,82
Randwick - South,Walked only,608
Randwick - South,Other,37
Randwick - South,Worked at home,3437
Randwick - South,Did not go to work,783
Randwick - South,Not stated,26
Randwick - South,Not applicable,5563
Coogee - Clovelly,Train,23
Coogee - Clovelly,"Train, bus",69
Coogee - Clovelly,"Train, car as driver",3
Coogee - Clovelly,"Train, car as passenger",4
Coogee - Clovelly,"Train, bus, car as passenger",4
Coogee - Clovelly,"Train, bus, bicycle",3
Coogee - Clovelly,Bus,439
Coogee - Clovelly,"Bus, Tram/light rail",3
Coogee - Clovelly,"Bus, Taxi/ride-share service",7
Coogee - Clovelly,"Bus, car as driver",8
Coogee - Clovelly,"Bus, car as passenger",7
Coogee - Clovelly,"Bus, motorbike/scooter",5
Coogee - Clovelly,"Bus, bicycle",3
Coogee - Clovelly,"Bus, other",3
Coogee - Clovelly,Tram/light rail,10
Coogee - Clovelly,"Tram/light rail, car as driver",4
Coogee - Clovelly,Taxi/ride-share service,34
Coogee - Clovelly,"Car, as driver",2714
Coogee - Clovelly,"Car as driver, car as passenger",7
Coogee - Clovelly,"Car as driver, truck",4
Coogee - Clovelly,"Car as driver, motorbike/scooter",12
Coogee - Clovelly,"Car as driver, other",5
Coogee - Clovelly,"Car, as passenger",163
Coogee - Clovelly,Truck,41
Coogee - Clovelly,Motorbike/scooter,120
Coogee - Clovelly,Bicycle,130
Coogee - Clovelly,Walked only,445
Coogee - Clovelly,Other,41
Coogee - Clovelly,Worked at home,6422
Coogee - Clovelly,Did not go to work,1185
Coogee - Clovelly,Not stated,34
Coogee - Clovelly,Not applicable,7577
Malabar - La Perouse,Train,4
Malabar - La Perouse,"Train, bus",5
Malabar - La Perouse,"Train, bus, car as passenger",3
Malabar - La Perouse,Bus,89
Malabar - La Perouse,"Bus, car as passenger",3
Malabar - La Perouse,Tram/light rail,4
Malabar - La Perouse,"Car, as driver",1620
Malabar - La Perouse,"Car as driver, car as passenger",14
Malabar - La Perouse,"Car as driver, truck",4
Malabar - La Perouse,"Car as driver, bicycle",5
Malabar - La Perouse,"Car as driver, other",4
Malabar - La Perouse,"Car, as passenger",109
Malabar - La Perouse,Truck,27
Malabar - La Perouse,Motorbike/scooter,36
Malabar - La Perouse,Bicycle,21
Malabar - La Perouse,Walked only,65
Malabar - La Perouse,Other,30
Malabar - La Perouse,Worked at home,1754
Malabar - La Perouse,Did not go to work,536
Malabar - La Perouse,Not stated,18
Malabar - La Perouse,Not applicable,6251
Matraville - Chifley,Train,7
Matraville - Chifley,"Train, bus",12
Matraville - Chifley,"Train, bus, Tram/light rail",5
Matraville - Chifley,"Train, bus, Taxi/ride-share service",3
Matraville - Chifley,"Train, bus, car as driver",4
Matraville - Chifley,"Train, bus, car as passenger",3
Matraville - Chifley,Bus,174
Matraville - Chifley,"Bus, Tram/light rail",3
Matraville - Chifley,"Bus, car as driver",10
Matraville - Chifley,"Bus, car as passenger",9
Matraville - Chifley,"Bus, bicycle",7
Matraville - Chifley,Tram/light rail,9
Matraville - Chifley,"Tram/light rail, car as driver",3
Matraville - Chifley,"Car, as driver",2448
Matraville - Chifley,"Car as driver, car as passenger",3
Matraville - Chifley,"Car as driver, motorbike/scooter",5
Matraville - Chifley,"Car as driver, other",4
Matraville - Chifley,"Car, as passenger",231
Matraville - Chifley,Truck,51
Matraville - Chifley,Motorbike/scooter,39
Matraville - Chifley,Bicycle,32
Matraville - Chifley,Walked only,121
Matraville - Chifley,Other,26
Matraville - Chifley,Worked at home,2119
Matraville - Chifley,Did not go to work,805
Matraville - Chifley,Not stated,34
Matraville - Chifley,Not applicable,7233
South Coogee,"Train, bus",6
South Coogee,Bus,61
South Coogee,"Bus, car as driver",5
South Coogee,Tram/light rail,3
South Coogee,"Car, as driver",707
South Coogee,"Car as driver, car as passenger",7
South Coogee,"Car as driver, other",3
South Coogee,"Car, as passenger",64
South Coogee,Truck,10
South Coogee,Motorbike/scooter,9
South Coogee,Bicycle,16
South Coogee,Walked only,31
South Coogee,Other,6
South Coogee,Worked at home,1127
South Coogee,Did not go to work,301
South Coogee,Not stated,21
South Coogee,Not applicable,3220
Bass Hill - Georges Hall,Train,64
Bass Hill - Georges Hall,"Train, bus",33
Bass Hill - Georges Hall,"Train, car as driver",13
Bass Hill - Georges Hall,"Train, car as passenger",4
Bass Hill - Georges Hall,"Train, bus, Taxi/ride-share service",4
Bass Hill - Georges Hall,"Train, bus, car as driver",9
Bass Hill - Georges Hall,"Train, bus, car as passenger",5
Bass Hill - Georges Hall,Bus,40
Bass Hill - Georges Hall,"Bus, car as driver",7
Bass Hill - Georges Hall,"Bus, car as passenger",6
Bass Hill - Georges Hall,"Car, as driver",3083
Bass Hill - Georges Hall,"Car as driver, car as passenger",17
Bass Hill - Georges Hall,"Car as driver, truck",4
Bass Hill - Georges Hall,"Car as driver, motorbike/scooter",3
Bass Hill - Georges Hall,"Car as driver, other",3
Bass Hill - Georges Hall,"Car, as passenger",223
Bass Hill - Georges Hall,Truck,72
Bass Hill - Georges Hall,Motorbike/scooter,9
Bass Hill - Georges Hall,Bicycle,8
Bass Hill - Georges Hall,Walked only,65
Bass Hill - Georges Hall,Other,51
Bass Hill - Georges Hall,Worked at home,2065
Bass Hill - Georges Hall,Did not go to work,1249
Bass Hill - Georges Hall,Not stated,38
Bass Hill - Georges Hall,Not applicable,16782
Chullora,Train,13
Chullora,"Train, car as driver",4
Chullora,"Car, as driver",228
Chullora,"Car, as passenger",20
Chullora,Walked only,5
Chullora,Other,4
Chullora,Worked at home,253
Chullora,Did not go to work,92
Chullora,Not applicable,841
Condell Park,Train,52
Condell Park,"Train, bus",16
Condell Park,"Train, car as driver",6
Condell Park,"Train, car as passenger",4
Condell Park,"Train, bicycle",3
Condell Park,"Train, bus, car as driver",6
Condell Park,"Train, bus, car as passenger",5
Condell Park,Bus,28
Condell Park,"Bus, car as driver",5
Condell Park,"Bus, car as passenger",3
Condell Park,Taxi/ride-share service,12
Condell Park,"Car, as driver",1783
Condell Park,"Car as driver, car as passenger",8
Condell Park,"Car as driver, motorbike/scooter",3
Condell Park,"Car as driver, other",8
Condell Park,"Car, as passenger",137
Condell Park,Truck,46
Condell Park,Motorbike/scooter,10
Condell Park,Bicycle,9
Condell Park,Walked only,58
Condell Park,Other,37
Condell Park,Worked at home,1077
Condell Park,Did not go to work,698
Condell Park,Not stated,23
Condell Park,Not applicable,8734
Padstow,Train,210
Padstow,"Train, bus",53
Padstow,"Train, car as driver",23
Padstow,"Train, car as passenger",9
Padstow,"Train, other",5
Padstow,"Train, bus, car as driver",3
Padstow,"Train, bus, car as passenger",8
Padstow,"Train, bus, bicycle",3
Padstow,Bus,37
Padstow,"Bus, car as driver",3
Padstow,"Bus, car as passenger",6
Padstow,Taxi/ride-share service,8
Padstow,"Taxi/ride-share service, car as passenger",3
Padstow,"Car, as driver",2459
Padstow,"Car as driver, car as passenger",4
Padstow,"Car as driver, truck",4
Padstow,"Car as driver, motorbike/scooter",6
Padstow,"Car as driver, other",3
Padstow,"Car, as passenger",191
Padstow,Truck,37
Padstow,Motorbike/scooter,12
Padstow,Bicycle,6
Padstow,Walked only,70
Padstow,Other,27
Padstow,Worked at home,2891
Padstow,Did not go to work,1379
Padstow,Not stated,36
Padstow,Not applicable,9685
Revesby,Train,257
Revesby,"Train, bus",52
Revesby,"Train, Tram/light rail",3
Revesby,"Train, car as driver",23
Revesby,"Train, car as passenger",8
Revesby,"Train, bus, car as driver",3
Revesby,"Train, bus, car as passenger",6
Revesby,Bus,36
Revesby,"Bus, car as driver",5
Revesby,"Bus, car as passenger",9
Revesby,"Ferry, car as driver",3
Revesby,"Tram/light rail, car as driver",4
Revesby,Taxi/ride-share service,13
Revesby,"Taxi/ride-share service, car as driver",5
Revesby,"Car, as driver",2573
Revesby,"Car as driver, car as passenger",9
Revesby,"Car as driver, truck",3
Revesby,"Car as driver, motorbike/scooter",7
Revesby,"Car as driver, other",6
Revesby,"Car, as passenger",199
Revesby,Truck,30
Revesby,Motorbike/scooter,12
Revesby,Bicycle,10
Revesby,Walked only,95
Revesby,Other,35
Revesby,Worked at home,2675
Revesby,Did not go to work,1261
Revesby,Not stated,28
Revesby,Not applicable,10285
Yagoona - Birrong,Train,200
Yagoona - Birrong,"Train, bus",58
Yagoona - Birrong,"Train, Tram/light rail",5
Yagoona - Birrong,"Train, Taxi/ride-share service",6
Yagoona - Birrong,"Train, car as driver",14
Yagoona - Birrong,"Train, car as passenger",5
Yagoona - Birrong,"Train, bus, Tram/light rail",3
Yagoona - Birrong,"Train, bus, car as passenger",6
Yagoona - Birrong,Bus,44
Yagoona - Birrong,"Bus, car as driver",4
Yagoona - Birrong,"Bus, car as passenger",9
Yagoona - Birrong,Taxi/ride-share service,10
Yagoona - Birrong,"Car, as driver",2985
Yagoona - Birrong,"Car as driver, car as passenger",15
Yagoona - Birrong,"Car as driver, truck",7
Yagoona - Birrong,"Car as driver, other",4
Yagoona - Birrong,"Car, as passenger",297
Yagoona - Birrong,Truck,71
Yagoona - Birrong,Motorbike/scooter,12
Yagoona - Birrong,Bicycle,8
Yagoona - Birrong,Walked only,70
Yagoona - Birrong,Other,37
Yagoona - Birrong,Worked at home,1940
Yagoona - Birrong,Did not go to work,1269
Yagoona - Birrong,Not stated,59
Yagoona - Birrong,Not applicable,15334
Bankstown - North,Train,242
Bankstown - North,"Train, bus",71
Bankstown - North,"Train, Tram/light rail",7
Bankstown - North,"Train, car as driver",16
Bankstown - North,"Train, car as passenger",6
Bankstown - North,"Train, bus, Taxi/ride-share service",4
Bankstown - North,"Train, bus, car as driver",10
Bankstown - North,"Train, bus, car as passenger",5
Bankstown - North,Bus,78
Bankstown - North,"Bus, Taxi/ride-share service",3
Bankstown - North,"Bus, car as passenger",7
Bankstown - North,"Bus, other",3
Bankstown - North,Taxi/ride-share service,14
Bankstown - North,"Taxi/ride-share service, car as driver",4
Bankstown - North,"Taxi/ride-share service, other",4
Bankstown - North,"Car, as driver",2321
Bankstown - North,"Car as driver, car as passenger",12
Bankstown - North,"Car as driver, motorbike/scooter",5
Bankstown - North,"Car as driver, other",5
Bankstown - North,"Car, as passenger",213
Bankstown - North,Truck,24
Bankstown - North,Motorbike/scooter,18
Bankstown - North,Bicycle,15
Bankstown - North,Walked only,125
Bankstown - North,Other,30
Bankstown - North,Worked at home,1417
Bankstown - North,Did not go to work,922
Bankstown - North,Not stated,43
Bankstown - North,Not applicable,11351
Bankstown - South,Train,223
Bankstown - South,"Train, bus",98
Bankstown - South,"Train, Tram/light rail",4
Bankstown - South,"Train, car as driver",19
Bankstown - South,"Train, car as passenger",10
Bankstown - South,"Train, other",3
Bankstown - South,"Train, bus, Tram/light rail",3
Bankstown - South,"Train, bus, Taxi/ride-share service",6
Bankstown - South,"Train, bus, car as driver",15
Bankstown - South,"Train, bus, car as passenger",5
Bankstown - South,"Train, bus, other",5
Bankstown - South,Bus,84
Bankstown - South,"Bus, Taxi/ride-share service",3
Bankstown - South,"Bus, car as passenger",5
Bankstown - South,Taxi/ride-share service,17
Bankstown - South,"Car, as driver",2445
Bankstown - South,"Car as driver, car as passenger",14
Bankstown - South,"Car as driver, truck",9
Bankstown - South,"Car as driver, motorbike/scooter",7
Bankstown - South,"Car as driver, other",6
Bankstown - South,"Car, as passenger",241
Bankstown - South,"Car as passenger, truck",3
Bankstown - South,Truck,36
Bankstown - South,Motorbike/scooter,16
Bankstown - South,Bicycle,19
Bankstown - South,Walked only,187
