"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","CBD_COMMUTERS","TOTAL_COMMUTERS_OD","CBD_DEPENDENCY_RATE"
2021,117031642,"Redfern",4719,7401,0.637616538305634373733279286582894203486
2021,119031667,"Penshurst",1081,4311,0.2507538854094177684991881234052424031547
2021,120021389,"Lilyfield - Rozelle",3217,7303,0.4405039025058195262221005066411063946323
2011,101011003,"Yass",0,1537,0
2016,112021247,"Kyogle",3,2454,0.001222493887530562347188264058679706601467
2016,124031465,"Warragamba - Silverdale",85,2424,0.0350660066006600660066006600660066006601
2021,111021216,"Bonnells Bay - Silverwater",82,3785,0.0216644649933949801849405548216644649934
2021,117031640,"Newtown (NSW)",5575,8983,0.6206167204720026717132361126572414560837
2021,126021723,"Eastwood",1819,8186,0.2222086489127779135108722208648912777914
2016,101021012,"Queanbeyan West - Jerrabomberra",13,1741,0.007466973004020677771395749569213095921884
2016,118021566,"Maroubra - North",1625,4527,0.3589573669096531919593549812237685001104
2016,107031136,"Albion Park - Macquarie Pass",101,6480,0.0155864197530864197530864197530864197531
2016,123031447,"Picton - Tahmoor - Buxton",313,7189,0.0435387397412713868410070941716511336765
2016,103021065,"Forbes",3,3983,0.000753201104694953552598543811197589756465
2016,117031329,"Darlinghurst",4839,6868,0.7045719277810133954571927781013395457193
2021,103011060,"Bathurst Surrounds",15,3146,0.004767959313413858868404322949777495232041
2021,105011094,"Coonamble",0,1411,0
2021,108021160,"South West Rocks",12,1663,0.007215874924834636199639206253758268190018
2021,107041150,"Woonona - Bulli - Russell Vale",657,9067,0.0724605713025256424396161905812286313003
2021,110031196,"Moree Surrounds",3,1964,0.001527494908350305498981670061099796334012
2021,113031270,"Wagga Wagga - West",16,5293,0.003022860381636123181560551672019648592481
2021,120021674,"Annandale (NSW)",2416,5119,0.4719671810900566516897831607735885915218
2021,128011531,"Sylvania - Taren Point",1093,6757,0.1617581767056385970105076217256178777564
2016,105031099,"Coonabarabran",8,2735,0.002925045703839122486288848263254113345521
2016,102021056,"Warnervale - Wadalba",194,6239,0.0310947267190254848533418817118127905113
2016,112011240,"Byron Bay",18,3863,0.004659590991457416515661403054620761066529
2016,114021287,"Moss Vale - Berrima",77,3961,0.0194395354708406967937389548093915677859
2016,121031411,"Turramurra",2024,8219,0.2462586689378269862513687796568925660056
2016,124031457,"Cambridge Park",402,7272,0.0552805280528052805280528052805280528053
2016,124011451,"Blue Mountains - North",0,8,0
2021,109031182,"Deniliquin",4,2836,0.001410437235543018335684062059238363892807
2021,119021659,"Campsie - North",1002,4263,0.2350457424349049964813511611541168191414
2021,120031681,"Strathfield - West",950,4226,0.2247988641741599621391386654046379555135
2021,127021509,"Bonnyrigg Heights - Bonnyrigg",532,5492,0.096868171886380189366351056081573197378
2021,124031457,"Cambridge Park",371,6979,0.0531594784353059177532597793380140421264
2016,101021008,"Karabar",4,1413,0.002830856334041047416843595187544232130219
2016,111011209,"Glendale - Cardiff - Hillsborough",39,10275,0.003795620437956204379562043795620437956204
2016,123011435,"Mount Annan - Currans Hill",1055,14489,0.0728138587894264614535164607633377044655
2016,110011186,"Armidale",30,9193,0.003263352550853910584140106602849994561079
2016,111021216,"Bonnells Bay - Silverwater",63,3267,0.0192837465564738292011019283746556473829
2016,113011257,"Griffith Region",0,5985,0
2021,101051539,"Goulburn",45,9534,0.004719949653870358716173694147262429200755
2021,111021220,"Wangi Wangi - Rathmines",55,3761,0.0146237702738633342196224408402020739165
2021,119011658,"Panania (South) - Picnic Point",1315,6962,0.1888825050272910083309393852341281241023
2021,117031638,"Camperdown - Darlington",3124,4875,0.6408205128205128205128205128205128205128
2021,116011627,"Toongabbie - West",782,4875,0.1604102564102564102564102564102564102564
2021,122031692,"Belrose",634,3790,0.1672823218997361477572559366754617414248
2021,121011686,"Lane Cove",2676,8218,0.3256266731564857629593575079094670236067
2021,120031680,"Strathfield - East",2292,8507,0.2694251792641354178911484659692018337839
2021,125041491,"Northmead",1822,9733,0.1871981917188944826877632795643686427617
2021,199999499,"No usual address (NSW)",220,1843,0.1193705914270211611502984264785675529029
2016,101051539,"Goulburn",31,8601,0.003604232066038832693872805487733984420416
2016,111021215,"Bolton Point - Teralba",11,3082,0.003569110966904607397793640493186242699546
2016,126021500,"Macquarie Park - Marsfield",2069,9769,0.2117924045449892517146074316716142901013
2016,128021533,"Heathcote - Waterfall",433,2958,0.146382691007437457741717376605814739689
2016,115011554,"Castle Hill - East",364,2048,0.177734375
2021,102021056,"Warnervale - Wadalba",297,8638,0.0343829590182912711275758277379022921973
2021,112031252,"Murwillumbah Surrounds",11,3486,0.003155479059093516924842226047045324153758
2021,113031265,"Junee",0,2329,0
2021,113031266,"Temora",5,2691,0.00185804533630620587142326272761055369751
2021,116021309,"Glenwood",1254,7867,0.1594000254226515825600610143637981441464
2021,127021516,"Fairfield - West",486,5303,0.0916462379785027343013388647935131057892
2021,124011455,"Wentworth Falls",190,2314,0.0821089023336214347450302506482281763181
2021,128021608,"Loftus - Yarrawarrah",647,3434,0.1884100174723354688410017472335468841002
2011,102021053,"The Entrance",0,3538,0
2011,102021051,"Ourimbah - Fountaindale",0,1587,0
2016,107031143,"Warilla",114,6834,0.0166812993854258121158911325724319578578
2016,124011453,"Lawson - Hazelbrook - Linden",304,4994,0.0608730476571886263516219463356027232679
2016,121031409,"Pymble",1943,7507,0.2588250965765285733315572132676168909018
2016,127031524,"Holsworthy - Wattle Grove",1667,10313,0.1616406477261708523223116454959759526811
2021,102021053,"The Entrance",168,5726,0.0293398533007334963325183374083129584352
2021,107041549,"Wollongong - West",423,7704,0.0549065420560747663551401869158878504673
2021,119021366,"Punchbowl",900,6133,0.1467471058209685308984183923039295613892
2021,116031319,"Rooty Hill - Minchinbury",951,9417,0.1009875756610385473080598916852500796432
2021,123021436,"Bradbury - Wedderburn",527,7385,0.0713608666215301286391333784698713608666
2021,122031432,"Terrey Hills - Duffys Forest",203,1653,0.1228070175438596491228070175438596491228
2021,127021514,"Edensor Park",290,3356,0.0864123957091775923718712753277711561383
2016,104021089,"Sawtell - Boambee",17,7540,0.002254641909814323607427055702917771883289
2016,122021421,"Bayview - Elanora Heights",580,4663,0.124383444134677246407891915076131245979
2021,101021610,"Googong",6,813,0.007380073800738007380073800738007380073801
2021,103021065,"Forbes",3,4210,0.000712589073634204275534441805225653206651
2021,103031073,"Mudgee Surrounds - East",3,1054,0.002846299810246679316888045540796963946869
2021,118021566,"Maroubra - North",1519,4549,0.3339195427566498131457463178720597933612
2021,122031697,"Narrabeen - Wheeler Heights",689,5080,0.1356299212598425196850393700787401574803
2021,128021536,"Oyster Bay - Como - Jannali",2630,10561,0.2490294479689423350061547201969510463024
2011,101041018,"Batemans Bay - South",0,2221,0
2016,124031464,"Penrith",501,5464,0.0916910688140556368960468521229868228404
2021,110021190,"Glen Innes",3,3091,0.000970559689420899385312196700097055968942
2021,108041166,"Wauchope",27,4957,0.00544684284849707484365543675610248133952
2021,112021247,"Kyogle",7,2551,0.002744021952175617404939239513916111328891
2021,119021662,"Earlwood",2261,7570,0.298678996036988110964332892998678996037
2021,116031314,"Glendenning - Dean Park",264,3711,0.0711398544866612772837510105092966855295
2021,119031372,"Peakhurst - Lugarno",1788,8621,0.2074005335807910915207052546108340099756
2011,102021044,"Bateau Bay - Killarney Vale",0,6280,0
2011,102011041,"Wamberal - Forresters Beach",0,3186,0
2016,122021423,"Warriewood - Mona Vale",1229,11355,0.1082342580361074416556583003082342580361
2016,114011274,"Culburra Beach",13,1521,0.008547008547008547008547008547008547008547
2016,125031485,"Merrylands - Holroyd",1372,10773,0.1273554256010396361273554256010396361274
2016,123021442,"Macquarie Fields - Glenfield",1502,9098,0.1650912288415036271708067707188393053418
2021,106021618,"Thornton - Millers Forest",45,8055,0.00558659217877094972067039106145251396648
2021,122031696,"Frenchs Forest - Oxford Falls",1495,8216,0.1819620253164556962025316455696202531646
2021,125031480,"Fairfield - East",407,3977,0.1023384460648730198642192607493085240131
2016,128021608,"Loftus - Yarrawarrah",651,3524,0.1847332576617480136208853575482406356413
2021,106041129,"Scone Surrounds",3,3639,0.000824402308326463314097279472382522671063
2021,114021286,"Mittagong",231,4709,0.0490550010617965597791463155659375663623
2021,117011323,"Pagewood - Hillsdale - Daceyville",1827,6548,0.2790164935858277336591325595601710445938
2021,122031425,"Cromer",488,3575,0.1365034965034965034965034965034965034965
2021,123021437,"Campbelltown - Woodbine",1084,8849,0.1224997174822013786868572720081365126003
2021,121041417,"North Sydney - Lavender Bay",3127,7285,0.4292381606039807824296499656829100892244
2021,127031601,"Warwick Farm",229,1921,0.1192087454450806871421134825611660593441
2016,111031225,"Lambton - New Lambton",57,7610,0.007490144546649145860709592641261498028909
2016,107011131,"Dapto - Avondale",203,9044,0.0224458204334365325077399380804953560372
2016,119021573,"Lakemba",1102,5277,0.2088307750615880234981997346977449308319
2016,117011322,"Mascot - Eastlakes",4466,11676,0.3824940047961630695443645083932853717026
2016,124031459,"Emu Plains - Leonay",480,6550,0.0732824427480916030534351145038167938931
2016,112011242,"Lennox Head - Skennars Head",12,3492,0.003436426116838487972508591065292096219931
2016,127011504,"Ashcroft - Busby - Miller",250,4206,0.0594388968140751307655729909652876842606
2021,102011030,"Calga - Kulnura",85,2053,0.0414028251339503166098392596200681928885
2021,125041589,"Wentworthville - Westmead",2206,9450,0.2334391534391534391534391534391534391534
2016,116011308,"Seven Hills - Toongabbie",1210,10511,0.1151174959566168775568452097802302349919
2016,105031106,"Wellington",11,2670,0.004119850187265917602996254681647940074906
2016,103021063,"Cowra",0,3185,0
2016,111031231,"Shortland - Jesmond",16,3910,0.004092071611253196930946291560102301790281
2016,115031299,"Bilpin - Colo - St Albans",39,1028,0.0379377431906614785992217898832684824903
2016,117031336,"Surry Hills",6760,9844,0.686712718407151564404713531084924827306
2016,128021609,"Woronora Heights",304,2050,0.1482926829268292682926829268292682926829
2021,101021008,"Karabar",7,1333,0.005251312828207051762940735183795948987247
2021,106011110,"Dungog",30,3971,0.007554772097708385797028456308234701586502
2021,112031250,"Kingscliff - Fingal Head",79,4565,0.0173055859802847754654983570646221248631
2021,128021537,"Royal National Park",0,13,0
2011,102011031,"Erina - Green Point",0,3800,0
2016,101041020,"Bega-Eden Hinterland",13,3396,0.003828032979976442873969375736160188457008
2016,121021403,"Asquith - Mount Colah",1459,9063,0.160984221560189782632682334767736952444
2016,117031334,"Pyrmont - Ultimo",7844,11097,0.706857709290799315130215373524375957466
2016,118021567,"Maroubra - South",1606,4661,0.3445612529500107273117356790388328684832
2016,127011592,"Badgerys Creek",0,15,0
2021,105031099,"Coonabarabran",4,2702,0.001480384900074019245003700962250185048113
2021,112021246,"Goonellabah",5,5702,0.000876885303402314977200982111539810592774
2021,114021289,"Southern Highlands",115,2879,0.0399444251476207016325112886418895449809
2021,121041689,"Mosman - South",2654,6949,0.381925456900273420636062742840696503094
2021,120031392,"Canterbury (North) - Ashbury",2075,5669,0.3660257541012524254718645263714940906685
2021,126021725,"Ryde - South",1758,6163,0.2852506895992211585266915463248417978257
2021,127031522,"Casula",652,5982,0.1089936476094951521230357739886325643597
2021,124031461,"Jamisontown - South Penrith",439,7647,0.0574081339087223747874983653720413233948
2021,128021538,"Sutherland - Kirrawee",2719,11619,0.2340132541526809536104656166623633703417
2016,125011587,"Regents Park",275,1851,0.1485683414370610480821177741761210156672
2021,105031101,"Dubbo - South",34,9400,0.003617021276595744680851063829787234042553
2021,107011132,"Horsley - Kembla Grange",193,5892,0.0327562797012898845892735913102511880516
2021,108041164,"Port Macquarie - West",50,7851,0.006368615462998344159979620430518405298688
2021,119031371,"Oatley - Hurstville Grove",1581,5736,0.2756276150627615062761506276150627615063
2021,119041378,"Kogarah",1695,6216,0.2726833976833976833976833976833976833977
2021,125021477,"Ermington - Rydalmere",1769,10630,0.1664158043273753527751646284101599247413
2021,124031462,"Kingswood - Werrington",807,10504,0.0768278750952018278750952018278750952018
2021,125031486,"Smithfield Industrial",0,5,0
2011,102021046,"Budgewoi - Buff Point - Halekulani",0,2076,0
2016,116011307,"Lalor Park - Kings Langley",1178,11118,0.1059543083288361216046051448102176650477
2016,117031338,"Waterloo - Beaconsfield",9896,16452,0.6015074155117918794067590566496474592755
2016,111031232,"Stockton - Fullerton Cove",12,2526,0.004750593824228028503562945368171021377672
2016,119011354,"Bass Hill - Georges Hall",754,7112,0.1060179977502812148481439820022497187852
2021,103031071,"Lithgow Surrounds",41,3369,0.0121697833184921341644404867913327396854
2021,106021615,"Rutherford (North) - Aberglasslyn",23,7841,0.002933299324065807932661650299706670067593
2021,108021159,"Nambucca Heads Surrounds",14,2851,0.004910557699052963872325499824622939319537
2021,114011276,"Huskisson - Vincentia",39,1746,0.0223367697594501718213058419243986254296
2021,119011361,"Yagoona - Birrong",835,6769,0.1233564780617521051854040478652681341409
2021,117031648,"Zetland",4637,7512,0.6172790202342917997870074547390841320554
2021,120031394,"Dulwich Hill - Lewisham",4073,9686,0.4205038199463142680156927524261821185216
2016,107011132,"Horsley - Kembla Grange",131,4051,0.0323376943964453221426808195507282152555
2016,107031142,"Shellharbour - Oak Flats",80,4158,0.0192400192400192400192400192400192400192
2016,120031575,"Strathfield",3394,12129,0.2798252123010965454695358232335724297139
2016,111011214,"Warners Bay - Boolaroo",30,5722,0.005242922055225445648374694162880111849004
2016,105031102,"Dubbo - West",3,3617,0.000829416643627315454796792922311307713575
2021,108021155,"Kempsey",12,4795,0.002502606882168925964546402502606882168926
2021,110021192,"Inverell Surrounds - East",6,1761,0.003407155025553662691652470187393526405451
2021,115011553,"Castle Hill - Central",611,3477,0.1757262007477710670117917745182628702905
2021,115011622,"Kellyville - West",995,5461,0.1822010620765427577366782640542025270097
2021,115011554,"Castle Hill - East",364,2027,0.1795757276763690182535767143561914158855
2021,123021444,"Rosemeadow - Glen Alpine",667,8036,0.0830014932802389248382279741164758586361
2021,119041671,"Wolli Creek",2942,6108,0.4816633922724296005239030779305828421742
2016,104021091,"Woolgoolga - Arrawarra",6,4449,0.001348617666891436277815239379635873229939
2016,116011304,"Blacktown (North) - Marayong",763,7526,0.1013818761626361945256444326335370714855
2016,123031448,"The Oaks - Oakdale",146,4085,0.0357405140758873929008567931456548347613
2021,114011280,"Sussex Inlet - Berrara",18,1257,0.0143198090692124105011933174224343675418
2021,121011685,"Greenwich - Riverview",2154,6515,0.3306216423637759017651573292402148887183
2021,127031524,"Holsworthy - Wattle Grove",1617,10260,0.1576023391812865497076023391812865497076
2021,125041717,"Parramatta - North",2059,6463,0.3185827015317963793903759863840321831967
2011,101041023,"Eden",0,1057,0
2016,109011174,"Albury - South",5,3394,0.001473187978786093105480259281084266352387
2016,114011272,"Berry - Kangaroo Valley",54,3134,0.017230376515634971282705807275047862157
2016,123011434,"Elderslie - Harrington Park",671,10120,0.0663043478260869565217391304347826086957
2016,103021062,"Condobolin",0,2509,0
2021,101051540,"Goulburn Surrounds",54,5545,0.009738503155996393146979260595130748422002
2021,111031226,"Maryland - Fletcher - Minmi",46,8063,0.005705072553640084335855140766464095249907
2021,112021248,"Lismore",23,6242,0.003684716437039410445370073694328740788209
2021,123031447,"Picton - Tahmoor - Buxton",286,8533,0.033516934255244345482245400210945740068
