"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","CBD_COMMUTERS","TOTAL_COMMUTERS_OD","CBD_DEPENDENCY_RATE"
2021,120031679,"Croydon",1477,4890,0.302044989775051124744376278118609406953
2016,106011111,"Kurri Kurri - Abermain",18,6472,0.002781211372064276885043263288009888751545
2016,127021515,"Fairfield",560,4899,0.1143090426617677076954480506225760359257
2016,105031100,"Dubbo - East",10,4583,0.002181976871045166921230634955269474143574
2016,109021179,"Wentworth-Balranald Region",0,1230,0
2021,107031141,"Shellharbour - Flinders",235,8959,0.0262306060944301819399486549838151579417
2021,115011296,"West Pennant Hills",1162,6009,0.1933766017640206357130970211349642203362
2021,114021288,"Robertson - Fitzroy Falls",80,1654,0.0483675937122128174123337363966142684401
2021,119021663,"Kingsgrove - North",502,2334,0.2150814053127677806341045415595544130249
2021,123031448,"The Oaks - Oakdale",126,4258,0.0295913574448097698449976514795678722405
2021,120031393,"Croydon Park - Enfield",1816,7374,0.2462706807702739354488744236506644968809
2021,120031677,"Ashfield - South",2085,5749,0.3626717690033049225952339537310836667246
2021,128011604,"Cronulla - Kurnell - Bundeena",2152,12211,0.1762345426255015969208091065432806485955
2016,102011031,"Erina - Green Point",297,5227,0.0568203558446527644920604553281040749952
2016,112011243,"Mullumbimby",4,2746,0.001456664238892935178441369264384559359068
2016,112021246,"Goonellabah",0,5165,0
2016,114011281,"Tomerong - Wandandian - Woollamia",10,1411,0.007087172218284904323175053153791637136782
2016,112021244,"Casino",0,3996,0
2016,112031252,"Murwillumbah Region",7,3109,0.002251527822450948858153747185590221936314
2016,118011344,"Dover Heights",1934,5248,0.3685213414634146341463414634146341463415
2021,102021048,"Gorokan - Kanwal - Charmhaven",186,7919,0.0234878141179441848718272509155196363177
2021,102021051,"Ourimbah - Fountaindale",115,2385,0.048218029350104821802935010482180293501
2021,114011275,"Ettrema - Sassafras - Budawang",4,21,0.1904761904761904761904761904761904761905
2021,119011354,"Bass Hill - Georges Hall",676,6605,0.1023467070401211203633610900832702498107
2021,121041688,"Mosman - North",2277,6415,0.3549493374902572096648480124707716289945
2021,121021577,"Hornsby - East",1219,6133,0.1987608022175118212946355780205445948149
2021,120011386,"Five Dock - Abbotsford",3122,10090,0.3094152626362735381565906838453914767096
2021,125041494,"Winston Hills",627,5004,0.1252997601918465227817745803357314148681
2016,111011210,"Mount Hutton - Windale",0,2974,0
2016,123031446,"Douglas Park - Appin",238,4551,0.0522961986376620522961986376620522961986
2016,117031330,"Erskineville - Alexandria",6731,10690,0.62965388213283442469597754911131898971
2021,105031106,"Wellington",3,2921,0.001027045532351934269085929476206778500514
2021,110011186,"Armidale",46,9917,0.004638499546233740042351517596047191691036
2021,111021215,"Bolton Point - Teralba",34,3936,0.008638211382113821138211382113821138211382
2021,113011256,"Griffith (NSW)",9,9937,0.000905705947469055046794807285901177417732
2021,119041669,"Bexley - North",890,3866,0.2302121055354371443352302121055354371443
2016,110041205,"Tamworth Region",8,7722,0.001036001036001036001036001036001036001036
2016,116011560,"Blacktown (South)",467,5143,0.0908030332490764145440404433210188605872
2016,103021067,"Parkes (NSW)",9,4164,0.002161383285302593659942363112391930835735
2016,125011586,"Lidcombe",1968,8845,0.2224985867721876766534765404183154324477
2016,109021177,"Hay",0,1217,0
2016,116031314,"Glendenning - Dean Park",273,3744,0.0729166666666666666666666666666666666667
2021,102011031,"Erina - Green Point",339,5480,0.0618613138686131386861313868613138686131
2021,102021045,"Blue Haven - San Remo",72,4393,0.0163897109037104484407011154108809469611
2021,106041128,"Scone",7,2759,0.002537151141718013773106197897789054005074
2021,119021661,"Canterbury - South",1481,5054,0.2930352196280174119509299564701226751088
2021,116011307,"Lalor Park - Kings Langley",1196,10721,0.1115567577651338494543419457140192146255
2016,112021245,"Casino Region",0,2480,0
2016,115041301,"Pitt Town - McGraths Hill",184,5016,0.0366826156299840510366826156299840510367
2016,115011556,"Castle Hill - South",671,4501,0.1490779826705176627416129748944678960231
2016,113031269,"Wagga Wagga - South",14,9468,0.001478664976763836079425433037600337980566
2016,110041199,"Gunnedah",4,3694,0.001082837033026529507309149972929074174337
2021,106031123,"Seaham - Woodville",9,2782,0.003235082674335010783608914450035945363048
2011,102021056,"Warnervale - Wadalba",0,3174,0
2016,101021007,"Braidwood",6,1173,0.005115089514066496163682864450127877237852
2016,114011283,"Ulladulla Region",11,1643,0.006695069993913572732805842970176506390749
2016,122031424,"Beacon Hill - Narraweena",869,6301,0.1379146167275035708617679733375654657991
2021,113031269,"Wagga Wagga - South",32,10313,0.003102879860370406283331717250072723746727
2021,118011341,"Bondi Junction - Waverly",4068,8973,0.4533600802407221664994984954864593781344
2021,115031299,"Bilpin - Colo - St Albans",39,1139,0.0342405618964003511852502194907813871817
2011,101031013,"Bombala",0,936,0
2016,117021327,"Petersham - Stanmore",5607,11321,0.4952742690575037540853281512233901598799
2016,106011109,"Cessnock Region",42,3048,0.0137795275590551181102362204724409448819
2016,116011303,"Blacktown (East) - Kings Park",867,7431,0.1166733952361727896649172385950746871215
2016,128011602,"Caringbah",1054,5674,0.1857596052167782869228057807543179414875
2016,104011080,"Grafton",10,6152,0.001625487646293888166449934980494148244473
2016,112031550,"Banora Point",4,3788,0.001055966209081309398099260823653643083421
2016,119031372,"Peakhurst - Lugarno",1664,7774,0.2140468227424749163879598662207357859532
2016,125031486,"Smithfield Industrial",0,5,0
2021,101041019,"Bega - Tathra",10,3522,0.002839295854628052243043725156161272004543
2021,104011080,"Grafton",13,6709,0.001937695632732150842152332687434789089283
2021,122021691,"North Narrabeen - Warriewood (South)",649,5371,0.1208341091044498231241854403276857196053
2021,119031665,"Hurstville - North",1116,4890,0.2282208588957055214723926380368098159509
2021,127011729,"Oran Park",758,7811,0.097042632185379592881833311995903213417
2021,127021513,"Canley Vale - Canley Heights",684,6801,0.1005734450816056462284958094397882664314
2021,125041490,"North Rocks",595,3699,0.1608542849418761827520951608542849418762
2011,101011006,"Young Region",0,2421,0
2011,102021054,"Toukley - Norah Head",0,2052,0
2016,107041145,"Corrimal - Tarrawanna - Bellambi",315,6198,0.0508228460793804453049370764762826718296
2016,108011153,"Forster-Tuncurry Region",16,1736,0.009216589861751152073732718894009216589862
2016,108031161,"Lord Howe Island",0,202,0
2021,101041025,"Merimbula - Tura Beach",22,4269,0.005153431717029749355821035371281330522371
2021,107011134,"Unanderra - Mount Kembla",234,6564,0.0356489945155393053016453382084095063985
2021,119021660,"Campsie - South",703,2920,0.2407534246575342465753424657534246575342
2021,115021297,"Dural - Kenthurst - Wisemans Ferry",836,10306,0.081117795458955947991461284688530952843
2016,109011175,"Albury Region",3,4522,0.000663423264042459088898717381689517912428
2016,110041201,"Quirindi",0,2824,0
2016,111031235,"Wickham - Carrington - Tighes Hill",24,3993,0.006010518407212622088655146506386175807663
2016,112021249,"Lismore Region",13,6327,0.002054686265212581002054686265212581002055
2021,114021287,"Moss Vale - Berrima",128,4427,0.0289134854303139823808448159024169866727
2016,128021536,"Oyster Bay - Como - Jannali",2418,10141,0.2384380238635243072675278572132925746968
2016,125041494,"Winston Hills",594,4972,0.119469026548672566371681415929203539823
2016,115011291,"Baulkham Hills (West) - Bella Vista",1359,10177,0.1335364056205168517244767613245553699519
2021,101041023,"Eden",0,1094,0
2021,121031412,"Wahroonga (East) - Warrawee",1952,8147,0.2395973978151466797594206456364305879465
2016,109031183,"Deniliquin Region",4,2370,0.001687763713080168776371308016877637130802
2021,101041021,"Broulee - Tomakin",10,1334,0.007496251874062968515742128935532233883058
2021,107011131,"Dapto - Avondale",218,9739,0.022384228360201252695348598418728822261
2021,116011626,"Seven Hills - Prospect",776,6457,0.1201796499922564658510144029735171132105
2016,114011278,"Nowra",44,6705,0.006562266964951528709917971662938105891126
2016,114011282,"Ulladulla",32,4792,0.006677796327212020033388981636060100166945
2016,111031226,"Maryland - Fletcher - Minmi",22,6310,0.003486529318541996830427892234548335974643
2016,116031315,"Hassall Grove - Plumpton",811,9345,0.0867843766720171214553237025147137506688
2016,118011341,"Bondi Junction - Waverly",3802,8309,0.4575761222770489830304489108195932121796
2016,125041492,"Parramatta - Rosehill",3348,13954,0.2399312025225741722803497205102479575749
2016,113011259,"Narrandera",4,2290,0.001746724890829694323144104803493449781659
2016,106041126,"Muswellbrook",12,4660,0.002575107296137339055793991416309012875536
2016,126021503,"West Ryde - Meadowbank",2610,9955,0.2621798091411351079859367152184831742843
2016,109031184,"Moama",0,858,0
2016,116021562,"Acacia Gardens",222,1937,0.1146102219927723283427981414558595766649
2021,103021067,"Parkes (NSW)",15,4621,0.003246050638389958883358580393854144124648
2021,104021084,"Coffs Harbour - North",29,7057,0.004109394927022814227008643899674082471305
2021,111031224,"Hamilton - Broadmeadow",86,6045,0.0142266335814722911497105045492142266336
2021,114011277,"North Nowra - Bomaderry",75,6403,0.0117132594096517257535530220209276901452
2021,118011347,"Woollahra",1749,3584,0.4880022321428571428571428571428571428571
2021,125011584,"Auburn - South",328,2412,0.1359867330016583747927031509121061359867
2011,102011033,"Kariong",0,1589,0
2016,107031140,"Kiama Hinterland - Gerringong",82,3188,0.0257214554579673776662484316185696361355
2016,124011450,"Blaxland - Warrimoo - Lapstone",795,9010,0.0882352941176470588235294117647058823529
2016,115011296,"West Pennant Hills",1171,6340,0.1847003154574132492113564668769716088328
2016,108051167,"Gloucester",5,1669,0.002995805871779508687837028160575194727382
2021,109031185,"Tocumwal - Finley - Jerilderie",0,2822,0
2021,110041205,"Tamworth Surrounds",16,8454,0.001892595221197066477407144546960018925952
2021,116021631,"Schofields (West) - Colebee",930,4954,0.1877270892208316511909568025837706903512
2021,124011451,"Blue Mountains - North",0,5,0
2011,101021009,"Queanbeyan",0,1378,0
2016,119011361,"Yagoona - Birrong",958,7096,0.1350056369785794813979706877113866967306
2016,121031410,"St Ives",2142,9194,0.2329780291494452904067870350228409832499
2016,127021514,"Edensor Park",396,3949,0.100278551532033426183844011142061281337
2016,108051169,"Taree",7,6232,0.001123234916559691912708600770218228498074
2016,125031483,"Guildford - South Granville",636,5846,0.1087923366404379062606910708176530961341
2016,117011323,"Pagewood - Hillsdale - Daceyville",1385,4846,0.2858027238959966983078827899298390425093
2016,119011355,"Chullora",86,337,0.2551928783382789317507418397626112759644
2021,102021052,"Summerland Point - Gwandalan",41,2419,0.0169491525423728813559322033898305084746
2021,111031225,"Lambton - New Lambton",109,8443,0.0129101030439417268743337676181452090489
2021,118021569,"Randwick - North",3621,8746,0.4140178367253601646466956322890464212211
2021,117011635,"Mascot",4908,11734,0.4182716891085733765126981421510141469235
2021,116021562,"Acacia Gardens",238,1878,0.126730564430244941427050053248136315229
2021,119041380,"Monterey - Brighton-le-Sands - Kyeemagh",1469,5795,0.2534943917169974115616911130284728213978
2021,124041468,"Yarramundi - Londonderry",90,2894,0.0310988251554941257774706288873531444368
2016,116021309,"Glenwood",1008,7987,0.1262050832602979842243645924627519719544
2016,102021052,"Summerland Point - Gwandalan",34,2092,0.0162523900573613766730401529636711281071
2016,111031234,"Waratah - North Lambton",22,5127,0.004291008386970938170470060464209089135947
2016,125031481,"Granville - Clyde",1270,7816,0.1624872057318321392016376663254861821904
2016,108021159,"Nambucca Heads Region",0,2534,0
2016,110021193,"Inverell Region - West",0,2221,0
2016,108051171,"Wingham",4,1753,0.002281802624073017683970336565887050770108
2021,103041076,"Blayney",11,3294,0.003339404978749241044323011536126290224651
2021,112031550,"Banora Point",20,4489,0.004455335263978614390732902650924482067276
2021,122021422,"Newport - Bilgola",841,6664,0.1262004801920768307322929171668667466987
2021,123011700,"Harrington Park",417,5599,0.0744775852830862654045365243793534559743
2021,120011383,"Concord - Mortlake - Cabarita",2526,10867,0.2324468574583601730008281954541271740131
2011,102021055,"Tuggerah - Kangy Angy",0,1424,0
2016,101061542,"Yass Region",30,2425,0.0123711340206185567010309278350515463918
2016,113021262,"Tumut Region",6,1937,0.003097573567372225090345895715023231801755
2016,127011594,"Green Valley",447,4951,0.0902847909513229650575641284588971924864
2016,106031123,"Seaham - Woodville",0,2526,0
2016,103011060,"Bathurst Region",10,2903,0.003444712366517395797450912848777127109886
2016,127031601,"Warwick Farm",212,1777,0.1193021947101857062464828362408553742262
2021,103041079,"Orange Surrounds",33,5504,0.00599563953488372093023255813953488372093
2021,109011175,"Albury Surrounds",7,4711,0.001485884101040118870728083209509658246657
2021,117031646,"Ultimo",2492,3692,0.6749729144095341278439869989165763813651
2021,117031647,"Waterloo",5553,8652,0.6418169209431345353675450762829403606103
2021,117011320,"Banksmeadow",92,238,0.3865546218487394957983193277310924369748
2021,116011560,"Blacktown - South",459,5056,0.090783227848101265822784810126582278481
2021,117021637,"Marrickville - South",3069,7276,0.4217976910390324354040681693238042880704
2021,125031483,"Guildford - South Granville",577,5191,0.1111539202465806203043729531882103640917
2021,128021535,"Menai - Lucas Heights - Woronora",1598,10555,0.1513974419706300331596399810516342965419
2011,101011001,"Goulburn",0,7401,0
2016,109031181,"Corowa Region",0,1897,0
2016,110011187,"Armidale Region - North",0,1923,0
2016,116031319,"Rooty Hill - Minchinbury",927,9424,0.098365874363327674023769100169779286927
2021,107011545,"Berkeley - Lake Heights - Cringila",145,4932,0.0293998377939983779399837793998377939984
2021,111011212,"Swansea - Caves Beach",95,4731,0.0200803212851405622489959839357429718876
2021,118011345,"Paddington - Moore Park",4596,8583,0.5354771059070255155540020971688220901783
2021,122011419,"Manly - Fairlight",4426,12172,0.363621426224120933289516924088070982583
2021,123031446,"Douglas Park - Appin",247,4944,0.049959546925566343042071197411003236246
2016,101041025,"Merimbula - Tura Beach",6,3719,0.001613336918526485614412476472169938155418
2016,102011039,"Terrigal - North Avoca",309,6103,0.0506308372931345240045879075864329018515
2016,111021221,"West Wallsend - Barnsley - Killingworth",5,2753,0.001816200508536142390119869233563385397748
2016,124031463,"Mulgoa - Luddenham - Orchard Hills",226,4603,0.0490984140777753638931131870519226591353
2021,103041078,"Orange - North",58,10841,0.005350059957568489991698182824462687943917
2021,105031103,"Dubbo Surrounds",4,2840,0.001408450704225352112676056338028169014085
2021,118021653,"Matraville - Chifley",1458,5842,0.2495720643615200273878808627182471756248
2021,118011339,"Bondi - Tamarama - Bronte",4577,10154,0.4507583218436084301753003742367539885759
2021,126011496,"Pennant Hills - Cheltenham",2092,10096,0.2072107765451664025356576862123613312203
2021,126021590,"Putney",391,1996,0.1958917835671342685370741482965931863727
2016,101031014,"Cooma",0,2568,0
2016,107031138,"Kiama",57,2988,0.0190763052208835341365461847389558232932
2016,120011385,"Drummoyne - Rodd Point",3196,9207,0.3471271858368632562180949277723471271858
2016,114021284,"Bowral",201,4590,0.0437908496732026143790849673202614379085
2016,121041416,"Neutral Bay - Kirribilli",4462,10316,0.432531989143078712679333074835207444746
2016,105011092,"Bourke - Brewarrina",0,1354,0
2021,102011032,"Gosford - Springfield",716,9682,0.0739516628795703367072918818425945052675
2021,108051167,"Gloucester",11,1828,0.006017505470459518599562363238512035010941
2021,111021217,"Edgeworth - Cameron Park",46,7786,0.005908040071923966092987413305933727202671
2021,117021327,"Petersham - Stanmore",5377,11368,0.4729943701618578465869106263194933145672
2021,124011452,"Katoomba - Leura",377,5222,0.0721945614707008808885484488701646878591
2021,122031427,"Forestville - Killarney Heights",1313,5870,0.2236797274275979557069846678023850085179
2016,117021326,"Marrickville",5899,13375,0.4410467289719626168224299065420560747664
2016,102021050,"Lake Munmorah - Mannering Park",40,3543,0.0112898673440587073101891052780129833474
2016,105031101,"Dubbo - South",9,7752,0.001160990712074303405572755417956656346749
2016,121021406,"Normanhurst - Thornleigh - Westleigh",1623,8667,0.1872620283835237106265143648321218414676
2021,101031014,"Cooma",6,2703,0.002219755826859045504994450610432852386238
2021,107031137,"Albion Park Rail",46,2689,0.0171067311268129416139828932688731870584
2021,111031234,"Waratah - North Lambton",59,6072,0.009716732542819499341238471673254281949934
2021,114011279,"St Georges Basin - Erowal Bay",46,4691,0.009806011511404817736090385845235557450437
2016,111011212,"Swansea - Caves Beach",51,4173,0.012221423436376707404744787922358015816
2016,106011110,"Dungog",15,3566,0.004206393718452047111609646662927650028043
2016,121021577,"Hornsby - East",1244,5978,0.2080963532954165272666443626630980260957
2016,104011082,"Maclean - Yamba - Iluka",10,4796,0.002085070892410341951626355296080066722269
2016,128011530,"Miranda - Yowie Bay",1502,8300,0.1809638554216867469879518072289156626506
2016,108051170,"Taree Region",19,3935,0.00482846251588310038119440914866581956798
2021,101041020,"Bega-Eden Hinterland",7,3758,0.001862692921766897285790313996806812134114
2021,101041022,"Deua - Wadbilliga",0,10,0
2021,102021054,"Toukley - Norah Head",73,3309,0.0220610456331217890601390148080991236023
2021,117031644,"Sydney (North) - Millers Point",3351,4601,0.7283199304499021951749619647902629863073
2016,112011239,"Brunswick Heads - Ocean Shores",3,2880,0.001041666666666666666666666666666666666667
2016,102021045,"Blue Haven - San Remo",87,4200,0.0207142857142857142857142857142857142857
2016,108021158,"Nambucca Heads",10,1701,0.005878894767783656672545561434450323339212
2016,118021570,"Randwick - South",2610,6611,0.3947965512025412191801542883073665103615
2021,113021261,"Tumut",5,2691,0.00185804533630620587142326272761055369751
2021,125041718,"Parramatta - South",1140,4646,0.2453723633232888506241928540680154972019
2021,126021499,"Hunters Hill - Woolwich",1231,4087,0.3011989234157083435282603376559823831661
2021,127021515,"Fairfield",472,4151,0.1137075403517224765116839315827511443026
2011,103011060,"Bathurst Region",0,2466,0
2016,113021260,"Tumbarumba",0,1302,0
2016,120031392,"Canterbury (North) - Ashbury",1734,5024,0.3451433121019108280254777070063694267516
2016,123021436,"Bradbury - Wedderburn",560,7255,0.0771881461061337008959338387319090282564
2021,109011174,"Albury - South",5,3733,0.001339405304045004018215912135012054647736
2021,111011209,"Glendale - Cardiff - Hillsborough",117,11527,0.0101500824151990977704519823024204042682
2021,121031408,"Lindfield - Roseville",3610,11299,0.3194973006460748738826444818125497831667
2021,125041489,"North Parramatta",2072,10774,0.1923148320029701132355671059959160943011
2016,114011279,"St Georges Basin - Erowal Bay",31,3924,0.007900101936799184505606523955147808358818
2016,121031412,"Wahroonga (East) - Warrawee",1852,8062,0.2297196725378318035226990821136194492682
2016,111031224,"Hamilton - Broadmeadow",45,5391,0.008347245409015025041736227045075125208681
2016,126021501,"North Ryde - East Ryde",1250,5636,0.221788502484031227821149751596877217885
2016,104011081,"Grafton Region",3,5158,0.000581620783249321442419542458317177200465
2016,125041493,"Toongabbie - Constitution Hill",1320,9461,0.1395201352922524046083923475319733643378
2016,127011593,"Cecil Hills",265,3116,0.0850449293966623876765083440308087291399
2016,125041490,"North Rocks",517,3532,0.1463759909399773499433748584371460928652
2021,101021010,"Queanbeyan - East",8,942,0.008492569002123142250530785562632696390658
2021,119011356,"Condell Park",456,3813,0.1195908733280881195908733280881195908733
2021,122031693,"Collaroy - Collaroy Plateau",1077,6938,0.1552320553473623522628999711732487748631
2021,124051581,"St Marys - North St Marys",480,6177,0.0777076250607090820786789703739679456047
2021,128021609,"Woronora Heights",278,1870,0.148663101604278074866310160427807486631
2016,101061541,"Yass",45,1704,0.0264084507042253521126760563380281690141
2016,102011032,"Gosford - Springfield",602,8052,0.074764033780427223050173869846000993542
2016,127021519,"Smithfield - Wetherill Park",551,6246,0.0882164585334614153057957092539225104067
2016,102011037,"Point Clare - Koolewong",281,2575,0.1091262135922330097087378640776699029126
2016,102021049,"Jilliby - Yarramalong",41,1468,0.0279291553133514986376021798365122615804
2016,106041127,"Muswellbrook Region",0,1801,0
2016,110011188,"Armidale Region - South",7,2560,0.002734375
2021,108021156,"Kempsey Surrounds",23,3386,0.006792675723567631423508564678086237448317
2021,109011172,"Albury - East",16,6524,0.002452483139178418148375229920294297976701
2021,117011321,"Botany",1897,6596,0.287598544572468162522741055184960582171
2016,124051470,"St Clair",624,9608,0.0649458784346378018318068276436303080766
2016,106031121,"Nelson Bay Peninsula",37,7206,0.005134610047182903136275326117124618373578
2016,102011042,"Woy Woy - Blackwall",574,4873,0.117791914631643751282577467679047814488
2016,104021084,"Coffs Harbour - North",17,6453,0.002634433596776693011002634433596776693011
2016,107011134,"Unanderra - Mount Kembla",199,6625,0.0300377358490566037735849056603773584906
2021,102021057,"Wyong",130,3221,0.0403601366035392735175411362930766842595
2021,103021066,"Grenfell",3,1354,0.002215657311669128508124076809453471196455
2021,114011274,"Culburra Beach",32,1742,0.0183696900114810562571756601607347876005
2021,120031396,"Homebush",3049,10607,0.2874516828509474875082492693504289620062
2016,122031427,"Forestville - Killarney Heights",1255,5632,0.2228338068181818181818181818181818181818
2016,126021591,"Ryde",2976,12955,0.2297182554998070243149363180239289849479
2016,108051168,"Old Bar - Manning Point - Red Head",10,3547,0.002819283901888920214265576543557936284184
2016,114011275,"Ettrema - Sassafras - Budawang",0,9,0
2021,102011029,"Box Head - MacMasters Beach",361,4390,0.082232346241457858769931662870159453303
2021,104021088,"Korora - Emerald Beach",44,4566,0.009636443276390713972842750766535260621989
2021,112031552,"Tweed Heads South",6,1949,0.003078501795792714212416623909697280656747
2021,114011272,"Berry - Kangaroo Valley",110,3415,0.0322108345534407027818448023426061493411
2021,117021636,"Marrickville - North",2791,6435,0.4337218337218337218337218337218337218337
2021,119041382,"Sans Souci - Ramsgate",1536,7118,0.2157909525147513346445630795167181792638
2021,124051470,"St Clair",546,8945,0.061039686975964225824482951369480156512
2016,107041148,"Thirroul - Austinmer - Coalcliff",601,5200,0.1155769230769230769230769230769230769231
2016,114011277,"North Nowra - Bomaderry",31,6014,0.005154639175257731958762886597938144329897
2016,124031460,"Glenmore Park - Regentville",781,11028,0.0708197315923104824084149437794704388828
2016,121041417,"North Sydney - Lavender Bay",2578,6240,0.4131410256410256410256410256410256410256
2016,113011256,"Griffith (NSW)",3,8207,0.000365541610820031680272937736078956987937
2021,103021064,"Cowra Surrounds",11,2267,0.004852227613586237318041464490516100573445
2021,106011109,"Cessnock Surrounds",62,3770,0.0164456233421750663129973474801061007958
2021,107041548,"Wollongong - East",461,7989,0.0577043434722743772687445237201151583427
2021,108011154,"Tuncurry",4,1715,0.00233236151603498542274052478134110787172
2021,110041204,"Tamworth - West",4,2013,0.001987083954297069051167411823149528067561
2021,115031300,"Kurrajong Heights - Ebenezer",324,10834,0.029905851947572457079564334502492154329
2021,122031694,"Dee Why (South) - North Curl Curl",858,4729,0.1814337069147811376612391626136603933178
2021,124031463,"Mulgoa - Luddenham - Orchard Hills",298,5881,0.050671654480530522020064614861418126169
2021,128021533,"Heathcote - Waterfall",434,3065,0.1415986949429037520391517128874388254486
2011,101011002,"Goulburn Region",0,4040,0
2011,102011042,"Woy Woy - Blackwall",0,2727,0
2016,127031600,"Prestons - Edmondson Park",915,7645,0.119686069326357096141268803139306736429
2016,120031396,"Homebush",2306,7776,0.2965534979423868312757201646090534979424
2016,104021086,"Coramba - Nana Glen - Bucca",0,1543,0
2021,123021704,"Glenfield",841,4499,0.1869304289842187152700600133362969548789
2021,122031695,"Dee Why - North",1587,10033,0.1581780125585567626831456194557958736171
2021,127031523,"Chipping Norton - Moorebank",1032,8471,0.121827411167512690355329949238578680203
2021,128021534,"Illawong - Alfords Point",771,4999,0.1542308461692338467693538707741548309662
2016,108041162,"Laurieton - Bonny Hills",20,4976,0.004019292604501607717041800643086816720257
2016,115011553,"Castle Hill - Central",549,3625,0.1514482758620689655172413793103448275862
2016,112021248,"Lismore",0,5703,0
2021,103031070,"Lithgow",40,4337,0.009222965183306433018215356237030205210975
2021,108011151,"Bulahdelah - Stroud",13,1905,0.006824146981627296587926509186351706036745
2021,110041202,"Tamworth - East",9,9350,0.000962566844919786096256684491978609625668
2021,112011239,"Brunswick Heads - Ocean Shores",38,3544,0.0107223476297968397291196388261851015801
2021,112011238,"Bangalow",47,2858,0.0164450664800559832050384884534639608118
2021,121021404,"Berowra - Brooklyn - Cowan",926,5762,0.160708087469628601180145782714335300243
2021,127031732,"Liverpool - West",305,3589,0.0849818891056004458066313736416829200334
2021,124031465,"Warragamba - Silverdale",88,2868,0.0306834030683403068340306834030683403068
2016,106021117,"Maitland - West",17,9275,0.001832884097035040431266846361185983827493
2016,119031374,"South Hurstville - Blakehurst",2821,10757,0.2622478386167146974063400576368876080692
2016,102011029,"Box Head - MacMasters Beach",353,4348,0.0811867525298988040478380864765409383625
2016,128021535,"Menai - Lucas Heights - Woronora",1759,11082,0.1587258617578054502797329001985201227215
2021,101031013,"Bombala",0,987,0
2021,101031015,"Cooma Surrounds",6,1369,0.004382761139517896274653031409788166544923
2021,104021089,"Sawtell - Boambee",63,8177,0.007704537116301822184175125351595939831234
2021,105031104,"Gilgandra",0,1697,0
2021,121011684,"Chatswood - East",2683,8770,0.3059293044469783352337514253135689851767
2021,126011721,"Epping (NSW) - West",2026,8589,0.2358831062987542205146117126557224356735
2021,126021503,"West Ryde - Meadowbank",2716,10091,0.2691507283718164701218907937766326429492
2011,102021048,"Gorokan - Kanwal - Charmhaven",0,5086,0
2016,122011419,"Manly - Fairlight",4504,11832,0.3806626098715348208248816768086544962813
2016,111011207,"Belmont South - Blacksmiths",4,2025,0.001975308641975308641975308641975308641975
2016,119041378,"Kogarah",1678,5507,0.304703105138914109315416742327946250227
2016,124051580,"Colyton - Oxley Park",277,4696,0.0589863713798977853492333901192504258944
2021,106031124,"Tea Gardens - Hawks Nest",18,1412,0.0127478753541076487252124645892351274788
2021,113011258,"Leeton",8,4455,0.001795735129068462401795735129068462401796
2021,124011454,"Springwood - Winmalee",627,9985,0.062794191286930395593390085127691537306
2021,125011475,"Rookwood Cemetery",0,3,0
2021,128021607,"Engadine",1212,8152,0.1486751717369970559371933267909715407262
2011,101031016,"Jindabyne - Berridale",0,2781,0
2016,115011558,"Cherrybrook",1738,8965,0.1938650306748466257668711656441717791411
2016,128011606,"Woolaware - Burraneer",658,3820,0.1722513089005235602094240837696335078534
2016,113031267,"Wagga Wagga - East",23,7552,0.003045550847457627118644067796610169491525
2016,103021069,"West Wyalong",0,2403,0
2016,121041413,"Cremorne - Cammeray",4143,10498,0.3946465993522575728710230520099066488855
2016,108021155,"Kempsey",0,4193,0
2021,101061541,"Yass",8,1879,0.004257583821181479510377860564129856306546
2021,108051168,"Old Bar - Manning Point - Red Head",31,4297,0.00721433558296485920409588084710262974168
2021,111031232,"Stockton - Fullerton Cove",25,3268,0.007649938800489596083231334149326805385557
2021,114021284,"Bowral",301,4909,0.0613159502953758402933387655326950499083
2021,119011656,"Greenacre - South",405,3625,0.1117241379310344827586206896551724137931
2021,115011556,"Castle Hill - South",868,4813,0.1803448992312487014336172865156866819032
2021,126021724,"Ryde - North",2023,9451,0.2140514231298275314781504602687546291398
2016,117031333,"Potts Point - Woolloomooloo",8529,11752,0.7257488087134104833219877467665078284547
2016,123021437,"Campbelltown - Woodbine",832,7492,0.1110517885744794447410571276027762947144
2021,110011189,"Walcha",3,1317,0.002277904328018223234624145785876993166287
2021,117031333,"Potts Point - Woolloomooloo",7603,10627,0.7154417991907405664816034628775759856968
2021,123021705,"Ingleburn",983,6829,0.1439449406940986967345145702152584565822
2021,121021406,"Normanhurst - Thornleigh - Westleigh",1747,9051,0.1930173461495967296431333554303391890399
2011,102011036,"Niagara Park - Lisarow",0,2571,0
2016,111031229,"Newcastle - Cooks Hill",38,5729,0.006632920230406702740443358352242974341072
2016,115031300,"Kurrajong Heights - Ebenezer",363,10578,0.0343165059557572319909245604083947816222
2016,102011036,"Niagara Park - Lisarow",231,3652,0.0632530120481927710843373493975903614458
2021,110021193,"Inverell Surrounds - West",3,2130,0.001408450704225352112676056338028169014085
2021,111021218,"Morisset - Cooranbong",98,6663,0.0147080894491970583821101605883235779679
2021,127011728,"Leppington - Catherine Field",672,5348,0.1256544502617801047120418848167539267016
2021,125031484,"Guildford West - Merrylands West",807,6933,0.1163998269147555170921678926871484205971
