"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","CBD_COMMUTERS","CBD_DEPENDENCY_RATE","PT_SHARE","WFH_SHARE","MIXED_SHARE","TOTAL_COMMUTERS","CBD_GROWTH_RATE_16_21","BUS_CANDIDATE_SCORE"
2021,121031410,"St Ives",2157,0.229614647647434532680434319778582073664,0.0212183436002737850787132101300479123888,0.6087154916723705224731918777093315080995,0.006274241387177732146931325576089436459046,8766,0.007002801120448179271708683473389355742297,0.3659339702018833907875866014984346194424
2021,128011530,"Miranda - Yowie Bay",1776,0.1868883510470377775439334946858886667368,0.0347149657494485080691977243701381632416,0.4002089864158829676071055381400208986416,0.004760246139556484384070590967142691280622,8613,0.1824234354194407456724367509986684420772,0.3659112342283026033557944773107656092969
2021,119041378,"Kogarah",1695,0.2726833976833976833976833976833976833977,0.1433724075743913435527502254283137962128,0.3812443642921550946798917944093778178539,0.0117222723174030658250676284941388638413,5545,0.0101311084624553039332538736591179976162,0.365753255313511827701039796121553338433
2021,118021570,"Randwick - South",2590,0.3808263490663137773856785766799000147037,0.0758077226162332545311268715524034672971,0.5416863672182821118991331757289204097715,0.002521670606776989755713159968479117415288,6345,-0.007662835249042145593869731800766283524904,0.3657213125742846065618676279975693889228
2021,111011209,"Glendale - Cardiff - Hillsborough",117,0.0101500824151990977704519823024204042682,0.0105561528687322842341902062359495650474,0.2471899130094809891506206626918189815267,0.002443553904799139869025510702766103020233,10231,2,0.3655570212463646832915063510936712527323
2021,120031680,"Strathfield - East",2292,0.2694251792641354178911484659692018337839,0.3183183183183183183183183183183183183183,0.3354223789006397702049875962919441180311,0.0121425773599686643164904034469251860556,7659,0,0.365460664932492823964147997590109575486
2021,123021437,"Campbelltown - Woodbine",1084,0.1224997174822013786868572720081365126003,0.0547407019381875327396542692509167103195,0.3094552121529596647459402828706128863279,0.0100838135149292823467784180199057097957,7636,0.3028846153846153846153846153846153846154,0.3653658652105545730442839428573498122141
2021,120011673,"Rhodes",2366,0.3745448788982111761912300142472692733893,0.1124209806936613702374850504015035024774,0.5798735691098581923799760806424056039638,0.007346659832564496839227746454809499402016,5853,0,0.3649931769437921963194195883188672321601
2021,115011290,"Baulkham Hills - East",2178,0.1924878479893946089262041537781705700398,0.0417027833959356640662621592988538957912,0.5351054608494654724068188384859867090436,0.005104497736684965809496292015795049600308,10383,0,0.3648774921903086048976564821260861650204
2021,115011290,"Baulkham Hills - East",2178,0.1924878479893946089262041537781705700398,0.0417027833959356640662621592988538957912,0.5351054608494654724068188384859867090436,0.005104497736684965809496292015795049600308,10383,0,0.3648774921903086048976564821260861650204
2021,116031315,"Hassall Grove - Plumpton",799,0.0856560891938250428816466552315608919383,0.0368941403424162044851700024113817217265,0.2759826380516035688449481552929828791898,0.0142271521581866409452616349168073306004,8294,-0.0147965474722564734895191122071516646116,0.364420818161415064963280553797031623548
2021,125041588,"Pendle Hill - Girraween",1039,0.1835040621688449311197456729070999646768,0.0747412801839785358374856266768876964354,0.4478727481793790724415484860099655040245,0.0145649674204676121119202759678037562284,5218,0.2795566502463054187192118226600985221675,0.3638680617943991557358032446798521873557
2021,119021661,"Canterbury - South",1481,0.2930352196280174119509299564701226751088,0.0730583083659829453791196128140124452639,0.4671583314127679188753168932933855727126,0.0122147960359529845586540677575478220788,4339,0,0.3626893508118745573119955541821046164489
2021,116011304,"Blacktown (North) - Marayong",926,0.1120522749273959341723136495643756050339,0.0671315285753349740224227508887065901012,0.3281378178835110746513535684987694831829,0.012988788624555646704949412086409625376,7314,0.2136304062909567496723460026212319790301,0.3626014731459882307440652639973190154546
2021,120031392,"Canterbury (North) - Ashbury",2075,0.3660257541012524254718645263714940906685,0.0746938775510204081632653061224489795918,0.6155102040816326530612244897959183673469,0.007346938775510204081632653061224489795918,4900,0.1966551326412918108419838523644752018454,0.3624874627880931921669835825776361261389
2021,120031678,"Burwood (NSW)",2215,0.3112266404383869607980890824785724322046,0.248099301784328937160589604344453064391,0.3956555469356089992242048099301784328937,0.0103956555469356089992242048099301784329,6445,0,0.3622211332685851782079725172248344802013
2021,123021705,"Ingleburn",983,0.1439449406940986967345145702152584565822,0.0858936240502147340601255368351503138421,0.3288734720845721836802114304592005285761,0.0150313842087875784605219689461513049224,6054,0,0.362216050566859057392342869595872132228
2021,127031730,"Edmondson Park",979,0.1827174318775662560656961552818215752146,0.0490052356020942408376963350785340314136,0.4211518324607329842931937172774869109948,0.0154973821989528795811518324607329842932,4775,0,0.3621905851430960177148458642583892929342
2021,119021362,"Belmore - Belfield",1575,0.2151345444611391886354323179893457177981,0.070809248554913294797687861271676300578,0.4010918432883750802825947334617854849069,0.009794476557482337829158638407193320488118,6228,-0.0448756822316555488174651303820497271073,0.362076975077211154904329078938855840499
2021,123021706,"Macquarie Fields",566,0.1198390853271225915731526572094008045734,0.0997074597757191613846903949293027791321,0.2698683568990736226231106777181862506095,0.0187713310580204778156996587030716723549,4102,0,0.3615068377461769287131670292566190454376
2021,116021309,"Glenwood",1254,0.1594000254226515825600610143637981441464,0.0393433342768185677894140956694027738466,0.5168412114350410416076988395131616190207,0.0118879139541466176054344749504670251911,7066,0.244047619047619047619047619047619047619,0.3614407512608555115845265524415203281314
2021,126021498,"Gladesville - Huntleys Point",2260,0.2890395191200920833866223302212559150787,0.0377384572850428531932540779651645009677,0.547553220901299419408349460879181642245,0.002211777716339507879458114459496820569533,7234,0.1437246963562753036437246963562753036437,0.3613204413095360981401026100126083137637
