"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","WFH_COMMUTERS","TOTAL_COMMUTERS","WFH_RATE"
2016,106041126,"Muswellbrook",129,4277,0.030161328033668459200374093991115267711
2016,106041128,"Scone",114,2311,0.0493292946776287321505841627001298139334
2016,107031140,"Kiama Hinterland - Gerringong",308,2988,0.1030789825970548862115127175368139223561
2016,107041145,"Corrimal - Tarrawanna - Bellambi",220,5819,0.0378071833648393194706994328922495274102
2016,108011153,"Forster-Tuncurry Region",187,1735,0.1077809798270893371757925072046109510086
2016,108031161,"Lord Howe Island",10,179,0.0558659217877094972067039106145251396648
2016,108051167,"Gloucester",216,1581,0.1366223908918406072106261859582542694497
2016,109011175,"Albury Region",615,4660,0.1319742489270386266094420600858369098712
2016,109021177,"Hay",110,1152,0.0954861111111111111111111111111111111111
2016,109021179,"Wentworth-Balranald Region",243,1480,0.1641891891891891891891891891891891891892
2016,109031183,"Deniliquin Region",567,2735,0.2073126142595978062157221206581352833638
2016,109031184,"Moama",113,2121,0.0532767562470532767562470532767562470533
2016,110021191,"Inverell",213,3993,0.053343350864012021036814425244177310293
2016,110041199,"Gunnedah",124,3436,0.036088474970896391152502910360884749709
2016,110041201,"Quirindi",382,2653,0.1439879381831888428194496796079909536374
2016,110041205,"Tamworth Region",834,7344,0.1135620915032679738562091503267973856209
2016,111011210,"Mount Hutton - Windale",80,2829,0.0282785436550017674089784376104630611524
2016,111011213,"Valentine - Eleebana",297,4919,0.0603781256352917259605610896523683675544
2016,111021218,"Morisset - Cooranbong",317,4942,0.0641440712262242007284500202347227842979
2016,111031222,"Adamstown - Kotara",265,6705,0.0395227442207307979120059656972408650261
2016,111031226,"Maryland - Fletcher - Minmi",149,5884,0.0253229095853161114887831407205982324949
2016,111031227,"Mayfield - Warabrook",239,6124,0.0390267798824297844546048334421946440235
2016,111031235,"Wickham - Carrington - Tighes Hill",152,3771,0.0403076107133386369663219305224078493768
2016,112011238,"Bangalow",460,2260,0.2035398230088495575221238938053097345133
2016,112011243,"Mullumbimby",476,2737,0.173913043478260869565217391304347826087
2016,112021244,"Casino",121,3694,0.0327558202490525175961017866811044937737
2016,112021245,"Casino Region",347,2389,0.1452490581833403097530347425701130179992
2016,112021246,"Goonellabah",163,4909,0.0332043185984925646771236504379710735384
2016,112021249,"Lismore Region",758,5963,0.1271172228743920845212141539493543518363
2016,112031252,"Murwillumbah Region",463,3359,0.1378386424531110449538553140815718963977
2016,112031550,"Banora Point",276,5486,0.0503098796937659496901203062340503098797
2016,113011259,"Narrandera",234,2150,0.1088372093023255813953488372093023255814
2016,113031269,"Wagga Wagga - South",247,8952,0.0275915996425379803395889186773905272565
2016,114011278,"Nowra",231,6286,0.0367483296213808463251670378619153674833
2016,114011280,"Sussex Inlet - Berrara",89,1037,0.0858244937319189971070395371263259402122
2016,114011281,"Tomerong - Wandandian - Woollamia",104,1377,0.0755265068990559186637618010167029774873
2016,114011282,"Ulladulla",345,4623,0.0746268656716417910447761194029850746269
2016,114011283,"Ulladulla Region",200,1598,0.1251564455569461827284105131414267834793
2016,115011291,"Baulkham Hills (West) - Bella Vista",540,9616,0.0561564059900166389351081530782029950083
2016,115011296,"West Pennant Hills",484,5969,0.0810856089797285977550678505612330373597
2016,125041492,"Parramatta - Rosehill",226,13454,0.0167979782964174223279322134681135721718
2016,125041494,"Winston Hills",235,4775,0.0492146596858638743455497382198952879581
2016,125041589,"Wentworthville - Westmead",200,6378,0.0313577924114142364377547820633427406711
2016,126021503,"West Ryde - Meadowbank",326,9591,0.0339901991450318006464393702429360859139
2016,127021513,"Canley Vale - Canley Heights",168,6896,0.0243619489559164733178654292343387470998
2016,127021515,"Fairfield",87,4733,0.0183815761673357278681597295584196070146
2016,127031523,"Chipping Norton - Moorebank",277,8102,0.0341890891137990619600098741051592199457
2016,128011602,"Caringbah",163,5409,0.0301349602514327971898687372897023479386
2016,128021534,"Illawong - Alfords Point",276,5285,0.0522232734153263954588457899716177861873
2016,128021536,"Oyster Bay - Como - Jannali",549,9563,0.0574087629404998431454564467217400397365
2016,128021607,"Engadine",330,7472,0.0441648822269807280513918629550321199143
2016,115011556,"Castle Hill - South",277,4350,0.063678160919540229885057471264367816092
2016,115041301,"Pitt Town - McGraths Hill",382,5042,0.0757635858786195953986513288377627925426
2016,116011303,"Blacktown (East) - Kings Park",145,7145,0.0202939118264520643806857942617214835549
2016,116011560,"Blacktown (South)",94,4963,0.0189401571630062462220431190812008865605
2016,116021562,"Acacia Gardens",45,1912,0.0235355648535564853556485355648535564854
2016,116031314,"Glendenning - Dean Park",73,3602,0.0202665186007773459189339255968906163243
2016,116031315,"Hassall Grove - Plumpton",169,9061,0.0186513629842180774748923959827833572453
2016,117011325,"Sydney Airport",0,10,0
2016,117021327,"Petersham - Stanmore",487,10802,0.0450842436585817441214589890760970190705
2016,117031330,"Erskineville - Alexandria",443,10244,0.0432448262397500976181179226864506052323
2016,118011341,"Bondi Junction - Waverly",503,7933,0.0634060254632547586033026597756208244044
2016,118011344,"Dover Heights",416,5144,0.0808709175738724727838258164852255054432
2016,118011345,"Paddington - Moore Park",629,8323,0.0755737114021386519283912050943169530217
2016,119031372,"Peakhurst - Lugarno",358,7437,0.0481376899287347048541078391824660481377
2016,122031424,"Beacon Hill - Narraweena",379,6083,0.0623047838237711655433174420516192668091
2016,123031446,"Douglas Park - Appin",273,4423,0.0617228125706534026678724847388650237395
2016,124011450,"Blaxland - Warrimoo - Lapstone",506,8452,0.0598674869853289162328442972077614765736
2016,125011586,"Lidcombe",242,8611,0.0281035884333991406340726977122285448845
2016,125031484,"Guildford West - Merrylands West",203,7263,0.027949882968470329065124604158061407132
2021,104011080,"Grafton",512,6359,0.0805158043717565654977197672590029878912
2021,104021084,"Coffs Harbour - North",676,6646,0.1017153174842010231718326813120674089678
2021,105031106,"Wellington",364,2775,0.1311711711711711711711711711711711711712
2021,106031123,"Seaham - Woodville",595,2514,0.2366746221161495624502784407319013524264
2021,106041128,"Scone",258,2583,0.099883855981416957026713124274099883856
2021,107011131,"Dapto - Avondale",1703,8619,0.1975867269984917043740573152337858220211
2021,107011134,"Unanderra - Mount Kembla",1839,5967,0.30819507290095525389643036701860231272
2021,107031141,"Shellharbour - Flinders",2286,7937,0.2880181428751417412120448532191004157742
2021,101021009,"Queanbeyan",452,5647,0.0800425004427129449265096511421993979104
2021,101041019,"Bega - Tathra",361,3357,0.1075364909145070002978850163836759011022
2021,101041021,"Broulee - Tomakin",209,1328,0.1573795180722891566265060240963855421687
2021,101041023,"Eden",86,1058,0.0812854442344045368620037807183364839319
2021,101041025,"Merimbula - Tura Beach",602,4216,0.1427893738140417457305502846299810246679
2021,102011031,"Erina - Green Point",1840,4970,0.3702213279678068410462776659959758551308
2021,102021045,"Blue Haven - San Remo",674,3957,0.1703310588829921657821582006570634318928
2021,102021048,"Gorokan - Kanwal - Charmhaven",1374,7078,0.1941226335122916077988132240745973438825
2021,102021051,"Ourimbah - Fountaindale",672,2111,0.31833254381809568924680246328754144955
2021,103021067,"Parkes (NSW)",370,4313,0.0857871551124507303501043357291908184558
2021,103031074,"Mudgee Surrounds - West",685,4222,0.1622453813358597820937944102321174798674
2021,118011341,"Bondi Junction - Waverly",5046,8503,0.5934376102552040456309537810184640715042
2021,118011347,"Woollahra",2321,3498,0.6635220125786163522012578616352201257862
2021,118021654,"South Coogee",1127,2055,0.5484184914841849148418491484184914841849
2021,119011354,"Bass Hill - Georges Hall",2065,5788,0.3567726330338631651693158258465791292329
2021,119021660,"Campsie - South",720,2488,0.2893890675241157556270096463022508038585
2021,119021661,"Canterbury - South",2027,4339,0.4671583314127679188753168932933855727126
2021,119021663,"Kingsgrove - North",945,2066,0.4574056147144240077444336882865440464666
2021,119031665,"Hurstville - North",1685,4225,0.3988165680473372781065088757396449704142
2021,119041669,"Bexley - North",1350,3538,0.3815715093273035613340870548332391181458
2021,120011386,"Five Dock - Abbotsford",5049,9360,0.5394230769230769230769230769230769230769
2021,120031393,"Croydon Park - Enfield",3207,6610,0.4851739788199697428139183055975794251135
2021,120031677,"Ashfield - South",2606,5206,0.5005762581636573184786784479446792162889
2021,120031679,"Croydon",2202,4412,0.4990933816863100634632819582955575702629
2021,121011683,"Castle Cove - Northbridge",3634,5579,0.6513712134791181215271554041943000537731
2021,109031185,"Tocumwal - Finley - Jerilderie",472,3549,0.1329952099182868413637644406875176105945
2021,110011186,"Armidale",2292,8755,0.2617932609937178754997144488863506567676
2021,110041205,"Tamworth Surrounds",1560,7796,0.2001026167265264238070805541303232426886
2021,111021215,"Bolton Point - Teralba",716,3559,0.2011801067715650463613374543411070525428
2021,111031224,"Hamilton - Broadmeadow",1730,5408,0.3198964497041420118343195266272189349112
2021,111031230,"Newcastle Port - Kooragang",0,7,0
2021,112011236,"Ballina",912,6254,0.1458266709306044131755676367125039974416
2021,112021249,"Lismore Surrounds",1522,6400,0.2378125
2021,113011256,"Griffith (NSW)",383,9562,0.0400543819284668479397615561597992051872
2021,113031269,"Wagga Wagga - South",732,9729,0.0752389762565525747764415664508171446192
2021,114011275,"Ettrema - Sassafras - Budawang",7,21,0.3333333333333333333333333333333333333333
2021,114011277,"North Nowra - Bomaderry",721,5977,0.1206290781328425631587753053371256483186
2021,114011278,"Nowra",624,7688,0.0811654526534859521331945889698231009365
2021,114021287,"Moss Vale - Berrima",826,4328,0.190850277264325323475046210720887245841
2021,114021288,"Robertson - Fitzroy Falls",569,1626,0.3499384993849938499384993849938499384994
2021,115011296,"West Pennant Hills",3201,5551,0.5766528553413799315438659700954782921996
2021,115021297,"Dural - Kenthurst - Wisemans Ferry",4040,9489,0.4257561386869006217725787754241753609443
2021,115031299,"Bilpin - Colo - St Albans",357,1094,0.3263254113345521023765996343692870201097
2021,116011307,"Lalor Park - Kings Langley",4028,9211,0.4373032244056019976115514059276951471067
2021,116011626,"Seven Hills - Prospect",2155,5727,0.3762877597345905360572725685350096036319
2021,116021631,"Schofields (West) - Colebee",2358,4472,0.527280858676207513416815742397137745975
2021,121021577,"Hornsby - East",2395,5653,0.4236688483990801344418892623385812842738
2021,121031412,"Wahroonga (East) - Warrawee",4639,7539,0.6153335986205066985011274704868019631251
2021,121041688,"Mosman - North",3929,6014,0.6533089457931493182573994013967409378118
2021,122021691,"North Narrabeen - Warriewood (South)",2194,4931,0.4449401744068140336645710809166497667816
2021,123031448,"The Oaks - Oakdale",1145,4087,0.2801565940787863958894054318571079031074
2021,124011451,"Blue Mountains - North",0,6,0
2021,125011584,"Auburn - South",638,2119,0.3010854176498348277489381783860311467673
2021,125041490,"North Rocks",1805,3355,0.5380029806259314456035767511177347242921
2021,125041494,"Winston Hills",2371,4413,0.5372762293224563788805801042374801722184
2021,126021501,"North Ryde - East Ryde",4018,6957,0.5775477935891907431364093718556849216616
2021,127011729,"Oran Park",2320,7100,0.3267605633802816901408450704225352112676
2021,127021513,"Canley Vale - Canley Heights",1516,6000,0.2526666666666666666666666666666666666667
2021,128011604,"Cronulla - Kurnell - Bundeena",4748,11231,0.4227584364704834832160982993500133558899
2011,101011001,"Goulburn",242,8134,0.0297516597000245881485124170149987705926
2011,101011002,"Goulburn Region",726,4806,0.1510611735330836454431960049937578027466
2011,101021009,"Queanbeyan",85,4849,0.0175293875025778511033202722210765106207
2011,102011042,"Woy Woy - Blackwall",217,4226,0.0513487931850449597728348319924278277331
2011,102021055,"Tuggerah - Kangy Angy",86,1938,0.0443756449948400412796697626418988648091
2011,103011060,"Bathurst Region",369,2838,0.130021141649048625792811839323467230444
2016,101031014,"Cooma",111,2536,0.0437697160883280757097791798107255520505
2016,101041025,"Merimbula - Tura Beach",264,3505,0.075320970042796005706134094151212553495
2016,101061541,"Yass",131,2522,0.0519429024583663758921490880253766851705
2016,101061542,"Yass Region",642,5313,0.1208356860530773574251835121400338791643
2016,102011032,"Gosford - Springfield",373,7593,0.0491241933359673383379428420913999736599
2016,102011037,"Point Clare - Koolewong",163,2487,0.0655408122235625251306795335745878568556
2016,102011039,"Terrigal - North Avoca",466,5896,0.0790366350067842605156037991858887381275
2016,102011042,"Woy Woy - Blackwall",231,4631,0.0498812351543942992874109263657957244656
2016,102021045,"Blue Haven - San Remo",110,4017,0.0273836196166293253671894448593477719691
2016,102021049,"Jilliby - Yarramalong",165,1445,0.1141868512110726643598615916955017301038
2016,102021050,"Lake Munmorah - Mannering Park",153,3493,0.0438018894932722588033209275694245634125
2016,102021052,"Summerland Point - Gwandalan",103,2118,0.0486307837582625118035882908404154863078
2016,103011060,"Bathurst Region",344,2755,0.1248638838475499092558983666061705989111
2016,104011081,"Grafton Region",483,4932,0.0979318734793187347931873479318734793187
2016,104011082,"Maclean - Yamba - Iluka",352,4600,0.0765217391304347826086956521739130434783
2016,104021084,"Coffs Harbour - North",314,6091,0.0515514693810540141191922508619274339189
2016,104021086,"Coramba - Nana Glen - Bucca",143,1518,0.0942028985507246376811594202898550724638
2016,105011092,"Bourke - Brewarrina",123,1296,0.0949074074074074074074074074074074074074
2016,105031101,"Dubbo - South",209,7295,0.0286497601096641535298149417409184372858
2016,106011110,"Dungog",348,3397,0.1024433323520753606123049749779216956138
2016,106031121,"Nelson Bay Peninsula",518,6781,0.0763899129921840436513788526765963722165
2016,106031123,"Seaham - Woodville",180,2386,0.0754400670578373847443419949706621961442
2016,106041127,"Muswellbrook Region",144,1593,0.0903954802259887005649717514124293785311
2016,107011134,"Unanderra - Mount Kembla",230,6231,0.0369122131279088428823623816401861659445
2016,107021135,"Illawarra Catchment Reserve",0,3,0
2016,107031138,"Kiama",215,2819,0.0762681802057467186945725434551259311813
2016,107041148,"Thirroul - Austinmer - Coalcliff",395,4883,0.0808928937128814253532664345689125537579
2016,108021158,"Nambucca Heads",95,1583,0.0600126342387871130764371446620341124447
2016,108021159,"Nambucca Heads Region",287,2439,0.1176711767117671176711767117671176711767
2016,108051168,"Old Bar - Manning Point - Red Head",259,3320,0.0780120481927710843373493975903614457831
2016,108051169,"Taree",223,5801,0.0384416479917255645578348560593001206689
2016,108051170,"Taree Region",464,3685,0.1259158751696065128900949796472184531886
2016,108051171,"Wingham",46,1602,0.028714107365792759051186017478152309613
2016,109031181,"Corowa Region",291,2416,0.1204470198675496688741721854304635761589
2016,110011187,"Armidale Region - North",356,1866,0.1907824222936763129689174705251875669882
2016,110011188,"Armidale Region - South",307,2442,0.1257166257166257166257166257166257166257
2016,110021193,"Inverell Region - West",429,2146,0.1999068033550792171481826654240447343896
2016,111011212,"Swansea - Caves Beach",212,4036,0.0525272547076313181367690782953419226957
2016,111021221,"West Wallsend - Barnsley - Killingworth",70,2685,0.0260707635009310986964618249534450651769
2016,111031224,"Hamilton - Broadmeadow",256,4987,0.051333467014237016242229797473430920393
2016,111031234,"Waratah - North Lambton",147,4703,0.0312566446948756113119285562406974271741
2016,112011239,"Brunswick Heads - Ocean Shores",353,2959,0.1192970598175059141601892531260561000338
2016,113011256,"Griffith (NSW)",175,7754,0.0225689966468919267474851689450606138767
2016,113021260,"Tumbarumba",197,1271,0.1549960660896931549960660896931549960661
2016,113021262,"Tumut Region",216,1855,0.1164420485175202156334231805929919137466
2016,114011275,"Ettrema - Sassafras - Budawang",3,14,0.2142857142857142857142857142857142857143
2016,114011277,"North Nowra - Bomaderry",251,5609,0.0447495097165270101622392583348190408272
2016,114011279,"St Georges Basin - Erowal Bay",172,3929,0.0437770425044540595571392211758717230848
2016,114021284,"Bowral",578,4387,0.1317529063141098700706633234556644631867
2016,125041490,"North Rocks",200,3405,0.0587371512481644640234948604992657856094
2016,125041493,"Toongabbie - Constitution Hill",283,9156,0.030908693752730449978156400174748798602
2016,126021501,"North Ryde - East Ryde",288,5358,0.0537513997760358342665173572228443449048
2016,126021591,"Ryde",514,12414,0.041404865474464314483647494763976155953
2016,127011593,"Cecil Hills",112,3129,0.0357941834451901565995525727069351230425
2016,127011594,"Green Valley",112,4860,0.0230452674897119341563786008230452674897
2016,127021514,"Edensor Park",117,3841,0.0304608174954438948190575370997136162458
2016,127021519,"Smithfield - Wetherill Park",148,6095,0.0242821985233798195242001640689089417555
2016,127031600,"Prestons - Edmondson Park",211,7414,0.028459670892905314270299433504181278662
2016,127031601,"Warwick Farm",38,1756,0.0216400911161731207289293849658314350797
2016,128011530,"Miranda - Yowie Bay",360,7889,0.0456331600963366713144885283305868931424
2016,116021309,"Glenwood",315,7681,0.0410102851191251139174586642364275484963
2016,116031319,"Rooty Hill - Minchinbury",177,9009,0.0196470196470196470196470196470196470196
2016,117011323,"Pagewood - Hillsdale - Daceyville",154,4655,0.0330827067669172932330827067669172932331
2016,117021326,"Marrickville",509,12733,0.0399748684520537186837351763135160606299
2016,118021570,"Randwick - South",281,6317,0.0444831407313598227006490422668988443882
2016,119011355,"Chullora",9,390,0.0230769230769230769230769230769230769231
2016,119011361,"Yagoona - Birrong",240,6950,0.0345323741007194244604316546762589928058
2016,120011385,"Drummoyne - Rodd Point",526,8771,0.0599703568578269296545433815984494356402
2016,120031392,"Canterbury (North) - Ashbury",192,4859,0.0395143033545997118748713727104342457296
2016,120031396,"Homebush",153,7511,0.02037012381839968046864598588736519771
2016,121021406,"Normanhurst - Thornleigh - Westleigh",516,8171,0.0631501652184555134010525027536409252234
2016,121021577,"Hornsby - East",165,5711,0.0288916126772894414288215724041323761163
2016,121031410,"St Ives",815,8752,0.0931215722120658135283363802559414990859
2016,121031412,"Wahroonga (East) - Warrawee",758,7581,0.099986809128083366310513124917557050521
2016,121041416,"Neutral Bay - Kirribilli",600,9890,0.0606673407482305358948432760364004044489
2016,121041417,"North Sydney - Lavender Bay",420,6019,0.0697790330619704269812261172952317660741
2016,122031427,"Forestville - Killarney Heights",432,5346,0.0808080808080808080808080808080808080808
2016,123021436,"Bradbury - Wedderburn",163,6909,0.0235924156896801273700969749601968446953
2016,124031460,"Glenmore Park - Regentville",368,10441,0.0352456661239344890336174695910353414424
2016,124031463,"Mulgoa - Luddenham - Orchard Hills",316,4525,0.069834254143646408839779005524861878453
2016,124051470,"St Clair",240,9389,0.0255618276706784535094259239535626797316
2016,125031481,"Granville - Clyde",179,7609,0.0235247732947824944145091339203574714154
2016,125031483,"Guildford - South Granville",196,5832,0.0336076817558299039780521262002743484225
2021,103041076,"Blayney",522,3144,0.1660305343511450381679389312977099236641
2021,103041078,"Orange - North",1202,10228,0.1175205318732890105592491200625733281189
2021,103041079,"Orange Surrounds",988,5372,0.1839166046165301563663440059568131049888
2021,104021088,"Korora - Emerald Beach",722,4415,0.1635334088335220838052095130237825594564
2021,105031103,"Dubbo Surrounds",471,2717,0.1733529628266470371733529628266470371734
2021,106011109,"Cessnock Surrounds",831,3499,0.2374964275507287796513289511288939697056
2021,107011545,"Berkeley - Lake Heights - Cringila",822,4494,0.1829105473965287049399198931909212283044
2021,107031137,"Albion Park Rail",379,2433,0.1557747636662556514591039868475133579942
2021,107041548,"Wollongong - East",2540,7180,0.3537604456824512534818941504178272980501
2021,108011154,"Tuncurry",154,1634,0.0942472460220318237454100367197062423501
2021,108021156,"Kempsey Surrounds",496,3325,0.1491729323308270676691729323308270676692
2021,108051167,"Gloucester",325,1763,0.184344866704480998298355076574021554169
2021,109011172,"Albury - East",887,8103,0.1094656300135752190546711094656300135752
2021,109011174,"Albury - South",623,4578,0.1360856269113149847094801223241590214067
2021,109011175,"Albury Surrounds",904,5200,0.1738461538461538461538461538461538461538
2021,101021010,"Queanbeyan - East",233,2654,0.0877920120572720422004521477015825169555
2021,101031014,"Cooma",275,2697,0.1019651464590285502410085279940674823878
2021,101041020,"Bega-Eden Hinterland",689,3733,0.1845700508974015537101526922046611304581
2021,101041022,"Deua - Wadbilliga",5,14,0.3571428571428571428571428571428571428571
2021,102011029,"Box Head - MacMasters Beach",1702,4125,0.4126060606060606060606060606060606060606
2021,102011032,"Gosford - Springfield",2865,8673,0.3303355240401245243860255966793497059841
2021,102021052,"Summerland Point - Gwandalan",523,2290,0.228384279475982532751091703056768558952
2021,102021054,"Toukley - Norah Head",726,3037,0.2390516957523872242344418834376028975963
2021,102021057,"Wyong",684,2941,0.2325739544372662359741584495069704182251
2021,103021064,"Cowra Surrounds",447,2172,0.2058011049723756906077348066298342541436
2021,103021066,"Grenfell",289,1336,0.2163173652694610778443113772455089820359
2021,117031644,"Sydney (North) - Millers Point",2645,4360,0.606651376146788990825688073394495412844
2021,117031646,"Ultimo",1615,3347,0.4825216611891245891843441888258141619361
2021,117031647,"Waterloo",4736,8074,0.5865741887540252662868466683180579638345
2021,118011339,"Bondi - Tamarama - Bronte",6077,9711,0.6257851920502522912161466378333848213366
2021,118011345,"Paddington - Moore Park",5292,8081,0.6548694468506372973641876005444870684321
2021,118021569,"Randwick - North",4716,8188,0.5759648265754763067904250122129946262824
2021,118021653,"Matraville - Chifley",2119,5328,0.3977102102102102102102102102102102102102
2021,119011356,"Condell Park",1077,3316,0.3247889022919179734620024125452352231604
2021,119041380,"Monterey - Brighton-le-Sands - Kyeemagh",2017,5393,0.374003337659929538290376413869831262748
2021,119041382,"Sans Souci - Ramsgate",2580,6421,0.4018065721850179099828687120386232674038
2021,120011383,"Concord - Mortlake - Cabarita",5057,10048,0.5032842356687898089171974522292993630573
2021,120031396,"Homebush",4019,9674,0.4154434566880297705189166838949762249328
2021,110041204,"Tamworth - West",121,1849,0.0654407787993510005408328826392644672796
2021,111011209,"Glendale - Cardiff - Hillsborough",2529,10231,0.2471899130094809891506206626918189815267
2021,111011212,"Swansea - Caves Beach",1214,4318,0.2811486799444187123668364983788791106994
2021,111021217,"Edgeworth - Cameron Park",1395,6979,0.1998853703969050007164350193437455222811
2021,111031225,"Lambton - New Lambton",2246,7512,0.2989882854100106496272630457933972310969
2021,111031234,"Waratah - North Lambton",1369,5434,0.2519322782480677217519322782480677217519
2021,112031550,"Banora Point",758,5973,0.1269044031474970701490038506613092248451
2021,112031552,"Tweed Heads South",274,2558,0.107114933541829554339327599687255668491
2021,113021261,"Tumut",146,2533,0.0576391630477694433478089222266087643111
2021,114011272,"Berry - Kangaroo Valley",952,3348,0.284348864994026284348864994026284348865
2021,114011274,"Culburra Beach",294,1702,0.1727379553466509988249118683901292596945
2021,114011279,"St Georges Basin - Erowal Bay",494,4673,0.1057136742991654183607960624866252942435
2021,115031300,"Kurrajong Heights - Ebenezer",3153,10022,0.3146078627020554779485132708042306924766
2021,116011560,"Blacktown - South",1388,4480,0.3098214285714285714285714285714285714286
2021,116021562,"Acacia Gardens",809,1662,0.4867629362214199759326113116726835138387
2021,117011320,"Banksmeadow",114,244,0.4672131147540983606557377049180327868852
2021,117011321,"Botany",2479,6102,0.4062602425434283841363487381186496230744
2021,117011635,"Mascot",4582,10660,0.4298311444652908067542213883677298311445
2021,117021327,"Petersham - Stanmore",6442,10465,0.6155757286192068800764452938365981844243
2021,117021636,"Marrickville - North",3534,5997,0.5892946473236618309154577288644322161081
2021,117021637,"Marrickville - South",3684,6659,0.5532362216549031386094008109325724583271
2021,121031408,"Lindfield - Roseville",6592,10408,0.6333589546502690238278247501921598770177
2021,122011419,"Manly - Fairlight",7524,11652,0.6457260556127703398558187435633367662204
2021,122021422,"Newport - Bilgola",3045,6232,0.4886071887034659820282413350449293966624
2021,122031427,"Forestville - Killarney Heights",3077,5420,0.5677121771217712177121771217712177121771
2021,122031693,"Collaroy - Collaroy Plateau",2880,6464,0.4455445544554455445544554455445544554455
2021,122031694,"Dee Why (South) - North Curl Curl",2073,4331,0.4786423458785499884553220965135072731471
2021,122031695,"Dee Why - North",3304,9286,0.355804436786560413525737669610165841051
2021,123011700,"Harrington Park",1857,4990,0.372144288577154308617234468937875751503
2021,123021704,"Glenfield",1518,3980,0.3814070351758793969849246231155778894472
2021,123031446,"Douglas Park - Appin",1499,4563,0.3285119438965592811746657900504054350208
2021,124011452,"Katoomba - Leura",1958,4624,0.4234429065743944636678200692041522491349
2021,124031463,"Mulgoa - Luddenham - Orchard Hills",1903,5348,0.355833956619296933433059087509349289454
2021,124041468,"Yarramundi - Londonderry",722,2719,0.2655388010297903641044501655020228025009
2021,124051470,"St Clair",2300,7878,0.291952272150291952272150291952272150292
2021,124051581,"St Marys - North St Marys",1282,5537,0.2315333212931190175185118295105652880621
2021,125031483,"Guildford - South Granville",1356,4537,0.2988759091910954375137756226581441481155
2021,125041489,"North Parramatta",5136,9782,0.5250460028624003271314659578818237579227
2021,125041718,"Parramatta - South",1941,4316,0.4497219647822057460611677479147358665431
2021,126011496,"Pennant Hills - Cheltenham",5384,9255,0.5817396002160994057266342517558076715289
2021,126021499,"Hunters Hill - Woolwich",2137,3803,0.5619247962135156455429923744412306074152
2021,126021590,"Putney",939,1865,0.5034852546916890080428954423592493297587
2021,127021515,"Fairfield",964,3584,0.2689732142857142857142857142857142857143
2021,127031523,"Chipping Norton - Moorebank",3133,7317,0.4281809484761514281809484761514281809485
2021,128021533,"Heathcote - Waterfall",1077,2771,0.3886683507758931793576326236015878744136
2021,128021534,"Illawong - Alfords Point",2075,4590,0.4520697167755991285403050108932461873638
2021,128021535,"Menai - Lucas Heights - Woronora",4119,9439,0.4363809725606526115054560864498357876894
2021,128021609,"Woronora Heights",750,1729,0.4337767495662232504337767495662232504338
2011,101021011,"Queanbeyan Region",442,6861,0.0644220959043871155808191225768838361755
2011,101031016,"Jindabyne - Berridale",302,2952,0.102303523035230352303523035230352303523
2011,101041025,"Merimbula - Tura Beach",289,3335,0.0866566716641679160419790104947526236882
2011,101041026,"Moruya - Tuross Head",148,2368,0.0625
2011,102011036,"Niagara Park - Lisarow",182,3331,0.0546382467727409186430501350945661963374
2011,102011040,"Umina - Booker Bay - Patonga",365,7322,0.0498497678229991805517618137121005189839
2011,102021047,"Chittaway Bay - Tumbi Umbi",279,6126,0.0455435847208619000979431929480901077375
2011,102021048,"Gorokan - Kanwal - Charmhaven",208,6650,0.0312781954887218045112781954887218045113
2011,102021049,"Jilliby - Yarramalong",138,1274,0.1083202511773940345368916797488226059655
2016,101031015,"Cooma Region",241,1404,0.1716524216524216524216524216524216524217
2016,101041024,"Eurobodalla Hinterland",145,1230,0.1178861788617886178861788617886178861789
2016,101061544,"Young Region",454,2752,0.1649709302325581395348837209302325581395
2016,102011029,"Box Head - MacMasters Beach",402,4073,0.0986987478517063589491775104345691136754
2016,102011030,"Calga - Kulnura",341,1982,0.1720484359233097880928355196770938446014
2016,102011036,"Niagara Park - Lisarow",180,3428,0.0525087514585764294049008168028004667445
2016,102021047,"Chittaway Bay - Tumbi Umbi",314,6428,0.0488487865588052271313005600497822028625
2016,102021048,"Gorokan - Kanwal - Charmhaven",259,7227,0.0358378303583783035837830358378303583783
2016,102021057,"Wyong",105,2916,0.0360082304526748971193415637860082304527
2016,103011059,"Bathurst - East",152,4301,0.0353406184608230644036270634736107881888
2016,103021066,"Grenfell",291,1279,0.2275215011727912431587177482408131352619
2016,103021069,"West Wyalong",384,2236,0.1717352415026833631484794275491949910555
2016,103031070,"Lithgow",127,3928,0.0323319755600814663951120162932790224033
2016,103031073,"Mudgee Region - East",122,922,0.1323210412147505422993492407809110629067
2016,104021083,"Bellingen",269,1948,0.138090349075975359342915811088295687885
2016,104021085,"Coffs Harbour - South",210,3578,0.0586920067076579094466182224706539966462
2016,105011093,"Cobar",131,1724,0.0759860788863109048723897911832946635731
2016,106011107,"Branxton - Greta - Pokolbin",292,4058,0.0719566288812222769837358304583538689009
2016,106021117,"Maitland - West",288,8578,0.033574259734203777104220097924924224761
2016,108021155,"Kempsey",162,3888,0.0416666666666666666666666666666666666667
2016,108021160,"South West Rocks",86,1334,0.0644677661169415292353823088455772113943
2016,108041162,"Laurieton - Bonny Hills",313,4789,0.065358112340780956358321152641470035498
2016,109011173,"Albury - North",112,3769,0.0297161050676572035022552401167418413372
