"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","WFH_COMMUTERS","TOTAL_COMMUTERS","WFH_RATE"
2016,127031522,"Casula",172,6007,0.0286332611952721824538038954553021474946
2016,127031598,"Liverpool",148,7791,0.0189962777563855730971633936593505326659
2016,128021537,"Royal National Park",0,13,0
2016,128021538,"Sutherland - Kirrawee",373,9778,0.0381468602986295766005318060953160155451
2016,116021310,"Parklea - Kellyville Ridge",642,14817,0.0433286090301680502125936424377404332861
2016,116021312,"Riverstone - Marsden Park",361,7759,0.0465266142544142286377110452377883747906
2016,116031317,"Mount Druitt - Whalan",157,7279,0.021568896826487154828960021981041351834
2016,117011320,"Banksmeadow",5,12,0.4166666666666666666666666666666666666667
2016,117031337,"Sydney - Haymarket - The Rocks",521,13980,0.037267525035765379113018597997138769671
2016,118011340,"Bondi Beach - North Bondi",718,11093,0.0647255025691877760750022536734877850897
2016,118011343,"Double Bay - Bellevue Hill",1049,11887,0.0882476655169512913266593757886767056448
2016,118021348,"Coogee - Clovelly",784,12902,0.0607657727484110990544101689660517749186
2016,119011360,"Revesby",196,6731,0.0291190016342296835537067300549695439014
2016,119021362,"Belmore - Belfield",211,7322,0.0288172630428844577984157334061731767277
2016,119031369,"Mortdale - Penshurst",381,11011,0.0346017618744891472164199436926709653982
2016,119031371,"Oatley - Hurstville Grove",296,5680,0.0521126760563380281690140845070422535211
2016,119041375,"Arncliffe - Bardwell Valley",304,10156,0.0299330445057109098070106341079165025601
2016,119041380,"Monterey - Brighton-le-Sands - Kyeemagh",219,6021,0.0363726955655206776283009466865969108122
2016,119041382,"Sans Souci - Ramsgate",305,6774,0.0450250959551225273103041039267788603484
2016,120011386,"Five Dock - Abbotsford",501,9429,0.0531339484568883232580337257397391027681
2016,120031390,"Ashfield",334,11443,0.0291881499606746482565760727082058900638
2016,121011398,"Chatswood (East) - Artarmon",638,12580,0.0507154213036565977742448330683624801272
2016,121011400,"Lane Cove - Greenwich",873,12517,0.069745146600623152512582887273308300711
2016,121011401,"St Leonards - Naremburn",308,5818,0.0529391543485733929185287040220006875215
2016,121011402,"Willoughby - Castle Cove - Northbridge",978,10928,0.0894948755490483162518301610541727672035
2016,121031407,"Gordon - Killara",754,8856,0.0851400180668473351400180668473351400181
2016,122021422,"Newport - Bilgola",677,6239,0.1085109793236095528129507933963776246193
2016,122031431,"Narrabeen - Collaroy",748,11553,0.0647450878559681468016965290400761706916
2016,122031432,"Terrey Hills - Duffys Forest",180,1626,0.110701107011070110701107011070110701107
2016,123021438,"Claymore - Eagle Vale - Raby",219,8618,0.0254119285216987700162450684613599443026
2016,124011455,"Wentworth Falls",242,2160,0.112037037037037037037037037037037037037
2016,124031458,"Castlereagh - Cranebrook",456,11014,0.0414018521881242055565643726166696931179
2016,124041466,"Richmond - Clarendon",234,5650,0.0414159292035398230088495575221238938053
2016,125011473,"Homebush Bay - Silverwater",290,8432,0.0343927893738140417457305502846299810247
2016,125011583,"Auburn - North",67,4358,0.0153740247820100963744837081229921982561
2016,125031482,"Greystanes - Pemulwuy",387,10923,0.0354298269706124691018950837681955506729
2021,104021086,"Coramba - Nana Glen - Bucca",247,1647,0.1499696417729204614450516089860352155434
2021,104021091,"Woolgoolga - Arrawarra",616,5529,0.1114125519985530837402785313799963827094
2021,106011113,"Singleton Surrounds",427,2126,0.2008466603951081843838193791157102539981
2021,106041127,"Muswellbrook Surrounds",276,1789,0.1542761319172722191168250419228619340414
2021,107011546,"Port Kembla - Warrawong",581,2794,0.2079455977093772369362920544022906227631
2021,107011547,"Windang - Primbee",302,1286,0.2348367029548989113530326594090202177294
2021,107031142,"Shellharbour - Oak Flats",820,3882,0.2112313240597630087583719732096857290057
2021,107041144,"Balgownie - Fairy Meadow",2631,8136,0.3233775811209439528023598820058997050147
2021,108021157,"Macksville - Scotts Head",169,1556,0.108611825192802056555269922879177377892
2021,108021158,"Nambucca Heads",185,1846,0.1002166847237269772481040086673889490791
2021,108031161,"Lord Howe Island",28,192,0.1458333333333333333333333333333333333333
2021,108041165,"Port Macquarie Surrounds",447,2130,0.2098591549295774647887323943661971830986
2021,109021177,"Hay",142,1197,0.1186299081035923141186299081035923141186
2021,101031016,"Jindabyne - Berridale",695,4090,0.1699266503667481662591687041564792176039
2021,101041024,"Eurobodalla Hinterland",216,1305,0.1655172413793103448275862068965517241379
2021,101061544,"Young Surrounds",568,2993,0.1897761443367858336117607751419979953224
2021,102011042,"Woy Woy - Blackwall",1675,4724,0.3545723962743437764606265876375952582557
2021,118011340,"Bondi Beach - North Bondi",7077,10968,0.6452407002188183807439824945295404814004
2021,118021564,"Kensington (NSW)",2681,5203,0.515279646357870459350374783778589275418
2021,118021652,"Malabar - La Perouse",1754,3797,0.4619436397155649196734263892546747432183
2021,119011355,"Chullora",253,527,0.4800759013282732447817836812144212523719
2021,119011571,"Bankstown - North",1417,4659,0.3041425198540459326035629963511483150891
2021,119021367,"Roselands",1859,4510,0.412195121951219512195121951219512195122
2021,120011672,"Concord West - North Strathfield",2855,5604,0.5094575303354746609564596716630977872948
2021,109031183,"Deniliquin Surrounds",695,2866,0.2424982554082344731332868108862526168876
2021,110041199,"Gunnedah",281,3746,0.0750133475707421249332621462893753336893
2021,110041201,"Quirindi",493,2664,0.1850600600600600600600600600600600600601
2021,111011213,"Valentine - Eleebana",1665,5188,0.3209329221279876638396299151888974556669
2021,111011214,"Warners Bay - Boolaroo",1610,5987,0.2689159846333723066644396191748789042926
2021,111021219,"Toronto - Awaba",1131,4730,0.2391120507399577167019027484143763213531
2021,111031223,"Beresfield - Hexham",363,3018,0.1202783300198807157057654075546719681909
2021,111031227,"Mayfield - Warabrook",1885,6530,0.2886676875957120980091883614088820826953
2021,111031231,"Shortland - Jesmond",760,4443,0.1710555930677470177807787530947557956336
2021,111031233,"Wallsend - Elermore Vale",1817,7984,0.2275801603206412825651302605210420841683
2021,112011241,"Evans Head",253,1893,0.1336502905441098784997358689910195456947
2021,112011242,"Lennox Head - Skennars Head",967,4069,0.2376505283853526665028262472351929220939
2021,112011243,"Mullumbimby",977,3199,0.3054079399812441387933729290403251015942
2021,113011259,"Narrandera",273,2195,0.1243735763097949886104783599088838268793
2021,115011557,"Castle Hill - West",1332,2434,0.5472473294987674609695973705834018077239
2021,115021298,"Galston - Laughtondale",1009,2249,0.4486438417074255224544241885282347710093
2021,115041301,"Pitt Town - McGraths Hill",1645,5030,0.3270377733598409542743538767395626242545
2021,115041623,"Box Hill - Nelson",2304,4837,0.4763283026669423196195989249534835641927
2021,115041624,"North Kellyville",4205,7778,0.5406274106454101311391103111339676009257
2021,115041625,"Rouse Hill - Beaumont Hills",4125,8232,0.5010932944606413994169096209912536443149
2021,116031315,"Hassall Grove - Plumpton",2289,8294,0.2759826380516035688449481552929828791898
2021,116031318,"Prospect Reservoir",0,5,0
2021,117011324,"Port Botany Industrial",0,4,0
2021,117021328,"Sydenham - Tempe - St Peters",2436,4273,0.5700912707699508542007956938918792417505
2021,121021579,"Wahroonga (West) - Waitara",2814,4960,0.5673387096774193548387096774193548387097
2021,121041414,"Crows Nest - Waverton",6838,10098,0.6771637948108536343830461477520301049713
2021,121041416,"Neutral Bay - Kirribilli",6078,9177,0.662307943772474664923177508989865969271
2021,123011698,"Currans Hill",723,2780,0.2600719424460431654676258992805755395683
2021,123011701,"Mount Annan",2769,8410,0.3292508917954815695600475624256837098692
2021,123021438,"Claymore - Eagle Vale - Raby",2008,6977,0.287802780564712627203669198796044145048
2021,125021712,"Carlingford - West",3679,7298,0.5041107152644560153466703206357906275692
2021,125031714,"Merrylands - Holroyd",2291,6703,0.3417872594360733999701626137550350589288
2021,125031715,"Pemulwuy - Greystanes (North)",1961,4055,0.4836004932182490752157829839704069050555
2021,125031716,"South Wentworthville",845,2201,0.3839164016356201726487960018173557473876
2021,126021722,"Denistone",1520,2885,0.5268630849220103986135181975736568457539
2021,127011594,"Green Valley",1156,3867,0.2989397465735712438582880786139125937419
2021,127011597,"West Hoxton - Middleton Grange",2282,6163,0.3702742171020606847314619503488560765861
2021,127021511,"Cabramatta - Lansvale",1252,6297,0.1988248372240749563284103541368905828172
2021,127021517,"Greenfield Park - Prairiewood",717,2219,0.3231185218566922036953582694907616043263
2021,127031733,"Prestons",1978,5634,0.3510827121050763223287184948526801561945
2021,128011602,"Caringbah",2153,5672,0.3795839210155148095909732016925246826516
2021,128011606,"Woolooware - Burraneer",1830,4185,0.4372759856630824372759856630824372759857
2011,101011006,"Young Region",531,2753,0.1928804940065383218307301126044315292408
2011,101021010,"Queanbeyan - East",62,2427,0.025545941491553358055212196126905644829
2011,101031013,"Bombala",129,984,0.131097560975609756097560975609756097561
2011,101031014,"Cooma",109,2560,0.042578125
2011,102011033,"Kariong",123,2701,0.0455386893743058126619770455386893743058
2011,102011038,"Saratoga - Davistown",172,2589,0.0664349169563538045577443028196214754732
2011,102021054,"Toukley - Norah Head",108,2688,0.0401785714285714285714285714285714285714
2011,102021056,"Warnervale - Wadalba",205,4422,0.0463591135232926277702397105382180009046
2011,102021057,"Wyong",103,2685,0.0383612662942271880819366852886405959032
2016,101021007,"Braidwood",224,1429,0.1567529741077676696990902729181245626312
2016,101041019,"Bega - Tathra",178,3000,0.0593333333333333333333333333333333333333
2016,101051540,"Goulburn Region",739,4970,0.1486921529175050301810865191146881287726
2016,102011031,"Erina - Green Point",441,5005,0.0881118881118881118881118881118881118881
2016,102011034,"Kincumber - Picketts Valley",137,2546,0.0538098978790259230164964650432050274941
2016,103021067,"Parkes (NSW)",176,3853,0.0456786919283675058396055022060731897223
2016,103031074,"Mudgee Region - West",503,3547,0.1418099802650126867775585001409641950944
2016,104011080,"Grafton",228,5694,0.0400421496311907270811380400421496311907
2016,105031100,"Dubbo - East",142,4272,0.0332397003745318352059925093632958801498
2016,105031103,"Dubbo Region",307,2479,0.1238402581686163775716014521984671238403
2016,106011109,"Cessnock Region",263,2843,0.092507914175167077031304959549771368273
2016,106011111,"Kurri Kurri - Abermain",150,5967,0.0251382604323780794369029663147310206134
