"SA2_RES_CODE","SA2_RES_NAME_STD","WFH_RATE_2011","WFH_RATE_2016","WFH_RATE_2021","WFH_PP_CHANGE_11_16","WFH_PP_CHANGE_16_21"
101031013,"Bombala",0.131097560975609756097560975609756097561,0.1010638297872340425531914893617021276596,0.1484848484848484848484848484848484848485,-0.0300337311883757135443694862480539699014,0.0474210186976144422952933591231463571889
108051168,"Old Bar - Manning Point - Red Head",,0.0780120481927710843373493975903614457831,0.1410837908808784912867032704702793029363,,0.0630717426881074069493538728799178571532
119011361,"Yagoona - Birrong",,0.0345323741007194244604316546762589928058,0.3339070567986230636833046471600688468158,,0.29937468269790363922287299248380985401
125021712,"Carlingford - West",,,0.5041107152644560153466703206357906275692,,
114011277,"North Nowra - Bomaderry",,0.0447495097165270101622392583348190408272,0.1206290781328425631587753053371256483186,,0.0758795684163155529965360470023066074914
115031300,"Kurrajong Heights - Ebenezer",,0.0744424061021531331466640919185092208168,0.3146078627020554779485132708042306924766,,0.2401654565999023448018491788857214716598
119041378,"Kogarah",,0.0246889952153110047846889952153110047847,0.3812443642921550946798917944093778178539,,0.3565553690768440898952027991940668130692
124051470,"St Clair",,0.0255618276706784535094259239535626797316,0.291952272150291952272150291952272150292,,0.2663904444796134987627243679987094705604
127021519,"Smithfield - Wetherill Park",,0.0242821985233798195242001640689089417555,0.2985386221294363256784968684759916492693,,0.2742564236060565061542967044070827075138
105011094,"Coonamble",,0.1750720461095100864553314121037463976945,0.1474688187820983125458547322083639031548,,-0.0276032273274117739094766798953824945397
101061542,"Yass Surrounds",,,0.2136585365853658536585365853658536585366,,
110011186,"Armidale",,0.0507417000235460324935248410642806687073,0.2617932609937178754997144488863506567676,,0.2110515609701718430061896078220699880603
111031235,"Wickham - Carrington - Tighes Hill",,0.0403076107133386369663219305224078493768,0.3284940411700975081256771397616468039003,,0.2881864304567588711593552092392389545235
118021569,"Randwick - North",,0.0530663045937995021498076487893188504186,0.5759648265754763067904250122129946262824,,0.5228985219816768046406173634236757758638
125021711,"Carlingford - East",,,0.5501722158438576349024110218140068886338,,
123021443,"Minto - St Andrews",,0.0236347804453290210225152382137081726583,0.2778927044545579920011032960970900565439,,0.2542579240092289709785880578833818838856
106021116,"Maitland - North",,0.0602006688963210702341137123745819397993,0.2592692828146143437077131258457374830853,,0.199068613918293273473599413471155543286
114011282,"Ulladulla",,0.0746268656716417910447761194029850746269,0.1454867256637168141592920353982300884956,,0.0708598599920750231145159159952450138687
120031393,"Croydon Park - Enfield",,0.0399312442152584953060954647626603199788,0.4851739788199697428139183055975794251135,,0.4452427346047112475078228408349191051347
125041494,"Winston Hills",,0.0492146596858638743455497382198952879581,0.5372762293224563788805801042374801722184,,0.4880615696365925045350303660175848842603
103021068,"Parkes Region",,0.2212096106048053024026512013256006628003,,,
108011153,"Forster-Tuncurry Region",,0.1077809798270893371757925072046109510086,,,
107031138,"Kiama",,0.0762681802057467186945725434551259311813,0.3165584415584415584415584415584415584416,,0.2402902613526948397469858981033156272603
117031642,"Redfern",,,0.6078774617067833698030634573304157549234,,
116021633,"Stanhope Gardens - Parklea",,,0.5410316529894490035169988276670574443142,,
125011583,"Auburn - North",,0.0153740247820100963744837081229921982561,0.1403212172442941673710904480135249366019,,0.1249471924622840709966067398905327383458
126021725,"Ryde - South",,,0.5489888423988842398884239888423988842399,,
102011029,"Box Head - MacMasters Beach",0.0990873533246414602346805736636245110821,0.0986987478517063589491775104345691136754,0.4126060606060606060606060606060606060606,-0.0003886054729351012855030632290553974067,0.3139073127543542471114285501714914923852
113021260,"Tumbarumba",,0.1549960660896931549960660896931549960661,0.1762048192771084337349397590361445783133,,0.0212087531874152787388736693429895822472
115011553,"Castle Hill - Central",,0.0581031045286243235545428652805468527485,0.5461346633416458852867830423940149625935,,0.488031558813021561732240177113468109845
116031315,"Hassall Grove - Plumpton",,0.0186513629842180774748923959827833572453,0.2759826380516035688449481552929828791898,,0.2573312750673854913700557593101995219445
126011495,"Epping - North Epping",,0.0526886202584410170904543559816590245936,,,
128021536,"Oyster Bay - Como - Jannali",,0.0574087629404998431454564467217400397365,0.5288563547634203267557818799066412051772,,0.4714475918229204836103254331849011654407
110041205,"Tamworth Region",,0.1135620915032679738562091503267973856209,,,
101061544,"Young Surrounds",,,0.1897761443367858336117607751419979953224,,
108021156,"Kempsey Surrounds",,,0.1491729323308270676691729323308270676692,,
110031198,"Narrabri Surrounds",,,0.1788918205804749340369393139841688654354,,
120011672,"Concord West - North Strathfield",,,0.5094575303354746609564596716630977872948,,
126021724,"Ryde - North",,,0.4659410112359550561797752808988764044944,,
125041490,"North Rocks",,0.0587371512481644640234948604992657856094,0.5380029806259314456035767511177347242921,,0.4792658293777669815800818906184689386827
106011109,"Cessnock Surrounds",,,0.2374964275507287796513289511288939697056,,
112031252,"Murwillumbah Surrounds",,,0.209921671018276762402088772845953002611,,
120021674,"Annandale (NSW)",,,0.6340184563758389261744966442953020134228,,
111011211,"Redhead",,0.0582891748675246025738077214231642694928,0.2922740524781341107871720116618075801749,,0.2339848776106095082133642902386433106821
120011384,"Concord West - North Strathfield",,0.0356555603634790134141064474253569883167,,,
125021476,"Carlingford",,0.0494727592267135325131810193321616871705,,,
119031666,"Mortdale - Oatley",,,0.5235525024533856722276741903827281648675,,
126011720,"Epping (East) - North Epping",,,0.6134891802242931606381298373084820723424,,
101041020,"Bega-Eden Hinterland",0.1384474327628361858190709046454767726161,0.1343001261034047919293820933165195460277,0.1845700508974015537101526922046611304581,-0.0041473066594313938896888113289572265884,0.0502699247939967617807705988881415844304
106041126,"Muswellbrook",,0.030161328033668459200374093991115267711,0.090748118636564851704293935369632580788,,0.060586790602896392503919841378517313077
114011280,"Sussex Inlet - Berrara",,0.0858244937319189971070395371263259402122,0.1344470962609387430389817024661893396977,,0.0486226025290197459319421653398633994855
117021326,"Marrickville",,0.0399748684520537186837351763135160606299,,,
117031337,"Sydney - Haymarket - The Rocks",,0.037267525035765379113018597997138769671,,,
124041468,"Yarramundi - Londonderry",,0.0864280891289669142471303173531397704254,0.2655388010297903641044501655020228025009,,0.1791107119008234498573198481488830320755
127011506,"Cobbitty - Leppington",,0.058704709001388713546269410427976265623,,,
128021538,"Sutherland - Kirrawee",,0.0381468602986295766005318060953160155451,0.4471956480960420183830425811292440442694,,0.4090487877974124417825107750339280287243
110021194,"Tenterfield",,0.1829150579150579150579150579150579150579,0.2016423357664233576642335766423357664234,,0.0187272778513654426063185187272778513655
117031646,"Ultimo",,,0.4825216611891245891843441888258141619361,,
116011627,"Toongabbie - West",,,0.4306737180961140492067141871694642446539,,
116021630,"Riverstone",,,0.4056098911238235836870271267761579627237,,
118021653,"Matraville - Chifley",,,0.3977102102102102102102102102102102102102,,
119011354,"Bass Hill - Georges Hall",,0.0341588385994876174210076857386848847139,0.3567726330338631651693158258465791292329,,0.322613794434375547748308140107894244519
118011340,"Bondi Beach - North Bondi",,0.0647255025691877760750022536734877850897,0.6452407002188183807439824945295404814004,,0.5805151976496306046689802408560526963107
124041466,"Richmond - Clarendon",,0.0414159292035398230088495575221238938053,0.2780429594272076372315035799522673031026,,0.2366270302236678142226540224301434092973
111011209,"Glendale - Cardiff - Hillsborough",,0.0359494200020900825582610513115268053088,0.2471899130094809891506206626918189815267,,0.2112404930073909065923596113802921762179
115011559,"Kellyville",,0.0557943757836288733655740641232312376858,,,
123011434,"Elderslie - Harrington Park",,0.0430715460526315789473684210526315789474,,,
123021444,"Rosemeadow - Glen Alpine",,0.0298939247830279652844744455159112825458,0.3013144590495449949443882709807886754297,,0.2714205342665170296599138254648773928839
105031104,"Gilgandra",,0.1701219512195121951219512195121951219512,0.199878493317132442284325637910085054678,,0.0297565420976202471623744183978899327268
110021193,"Inverell Region - West",,0.1999068033550792171481826654240447343896,,,
101031016,"Jindabyne - Berridale",0.102303523035230352303523035230352303523,0.0967266293128870539663815983485697434385,0.1699266503667481662591687041564792176039,-0.0055768937223432983371414368817825600845,0.0732000210538611122927871058079094741654
102021047,"Chittaway Bay - Tumbi Umbi",0.0455435847208619000979431929480901077375,0.0488487865588052271313005600497822028625,0.2772511848341232227488151658767772511848,0.003305201837943327033357367101692095125,0.2284023982753179956175146058269950483223
115011291,"Baulkham Hills (West) - Bella Vista",,0.0561564059900166389351081530782029950083,0.5147306397306397306397306397306397306397,,0.4585742337406230917046224866524367356314
113021261,"Tumut",,0.033136631865637766681797548797094870631,0.0576391630477694433478089222266087643111,,0.0245025311821316766660113734295138936801
122031694,"Dee Why (South) - North Curl Curl",,,0.4786423458785499884553220965135072731471,,
125011710,"Wentworth Point - Sydney Olympic Park",,,0.5545893719806763285024154589371980676329,,
126021498,"Gladesville - Huntleys Point",,0.0600622868159572890404864303722378763162,0.547553220901299419408349460879181642245,,0.4874909340853421303678630305069437659288
125041493,"Toongabbie - Constitution Hill",,0.030908693752730449978156400174748798602,0.445408701770845549431218482467456315234,,0.414500008018115099453062082292707516632
128011531,"Sylvania - Taren Point",,0.0600965281021329596761637863926514089989,0.3963701182952519850915572840706530546103,,0.3362735901931190254153934976780016456114
128011606,"Woolooware - Burraneer",,,0.4372759856630824372759856630824372759857,,
101021010,"Queanbeyan - East",0.025545941491553358055212196126905644829,0.027766091712242322254943205721497686159,0.0877920120572720422004521477015825169555,0.00222015022068896419973100959459204133,0.0600259203450297199455089419800848307965
111011210,"Mount Hutton - Windale",,0.0282785436550017674089784376104630611524,0.1921035169210351692103516921035169210352,,0.1638249732660334018013732544930538598828
113031269,"Wagga Wagga - South",,0.0275915996425379803395889186773905272565,0.0752389762565525747764415664508171446192,,0.0476473766140145944368526477734266173627
121011398,"Chatswood (East) - Artarmon",,0.0507154213036565977742448330683624801272,,,
105011092,"Bourke - Brewarrina",,0.0949074074074074074074074074074074074074,0.1365105008077544426494345718901453957997,,0.0416030934003470352420271644827379883923
105011093,"Cobar",,0.0759860788863109048723897911832946635731,0.1051314142678347934918648310387984981227,,0.0291453353815238886194750398555038345496
110041199,"Gunnedah",,0.036088474970896391152502910360884749709,0.0750133475707421249332621462893753336893,,0.0389248725998457337807592359284905839803
105021098,"Far West",,0.263345195729537366548042704626334519573,0.330739299610894941634241245136186770428,,0.067394103881357575086198540509852250855
108051171,"Wingham",,0.028714107365792759051186017478152309613,0.0607609312890403180011357183418512208972,,0.0320468239232475589499497008636989112842
110021192,"Inverell Surrounds - East",,,0.2398397252432741843159702346880366342301,,
115011290,"Baulkham Hills - East",,,0.5351054608494654724068188384859867090436,,
116021629,"Marsden Park - Shanes Park",,,0.4652048119384802801888229023907415867215,,
123021703,"Denham Court - Bardia",,,0.4169904627340162486753797244789826916284,,
124011451,"Blue Mountains - North",,0,0,,0
127011728,"Leppington - Catherine Field",,,0.3752284263959390862944162436548223350254,,
127031732,"Liverpool - West",,,0.2479948668591594481873596406801411613731,,
101011004,"Yass Region",0.1231957714982720065053872738361455580403,,,,
101061544,"Young Region",,0.1649709302325581395348837209302325581395,,,
107041549,"Wollongong - West",,0.0337752525252525252525252525252525252525,0.3267472721910940725449719846652904747862,,0.2929720196658415472924467321400379495337
116021309,"Glenwood",,0.0410102851191251139174586642364275484963,0.5168412114350410416076988395131616190207,,0.4758309263159159276902401752767340705244
116021562,"Acacia Gardens",,0.0235355648535564853556485355648535564854,0.4867629362214199759326113116726835138387,,0.4632273713678634905769627761078299573533
116031316,"Lethbridge Park - Tregear",,0.0201363073110285006195786864931846344486,0.255287260616153205661948376353039134055,,0.2351509533051247050423696898598544996064
117031334,"Pyrmont - Ultimo",,0.0451896436419222317760580873220598070125,,,
119031373,"Riverwood",,0.0243716679360243716679360243716679360244,0.3854014598540145985401459854014598540146,,0.3610297919179902268722099610297919179902
122021422,"Newport - Bilgola",,0.1085109793236095528129507933963776246193,0.4886071887034659820282413350449293966624,,0.3800962093798564292152905416485517720431
128011530,"Miranda - Yowie Bay",,0.0456331600963366713144885283305868931424,0.4002089864158829676071055381400208986416,,0.3545758263195462962926170098094340054992
109011173,"Albury - North",,0.0297161050676572035022552401167418413372,0.0819555975436939064714218233349078885215,,0.0522394924760367029691665832181660471843
106041129,"Scone Surrounds",,,0.1681831523334311711182858820076313472263,,
117031331,"Glebe - Forest Lodge",,0.0527774925557038710339870623267275901017,0.6306315168207751327955931536494196340744,,0.5778540242650712617616060913226920439727
117031641,"Pyrmont",,,0.6035805626598465473145780051150895140665,,
118021564,"Kensington (NSW)",,0.044058976582827406764960971379011274935,0.515279646357870459350374783778589275418,,0.471220669775043052585413812399578000483
108041163,"Port Macquarie - East",,0.0540487994556236026052299018178283270147,,,
109011174,"Albury - South",,0.055529075309818875119161105815061963775,0.1360856269113149847094801223241590214067,,0.0805565516014961095903190165090970576317
120031392,"Canterbury (North) - Ashbury",,0.0395143033545997118748713727104342457296,0.6155102040816326530612244897959183673469,,0.5759959007270329411863531170854841216173
104021087,"Dorrigo",,0.1888997078870496592015579357351509250243,0.2638036809815950920245398773006134969325,,0.0749039730945454328229819415654625719082
103041078,"Orange - North",,0.0389469888207717273710782545979084024522,0.1175205318732890105592491200625733281189,,0.0785735430525172831881708654646649256667
104021083,"Bellingen",,0.138090349075975359342915811088295687885,0.2422222222222222222222222222222222222222,,0.1041318731462468628793064111339265343372
108041164,"Port Macquarie - West",,0.0502030269472129937246216315983757844223,0.1169284467713787085514834205933682373473,,0.066725419824165714826861788994992452925
114021285,"Hill Top - Colo Vale",,0.0455415231534634519709146574818216609261,0.1858620689655172413793103448275862068966,,0.1403205458120537894083956873457645459705
120031680,"Strathfield - East",,,0.3354223789006397702049875962919441180311,,
125031481,"Granville - Clyde",,0.0235247732947824944145091339203574714154,0.2765300393037619314991577765300393037619,,0.2530052660089794370846486426096818323465
125041718,"Parramatta - South",,,0.4497219647822057460611677479147358665431,,
113011257,"Griffith Region",,0.1185959936181528097854990249955681616735,,,
124011449,"Blackheath - Megalong Valley",,0.1451213472015849430411094601287766220901,0.4360523665659617321248741188318227593152,,0.2909310193643767890837646587030461372251
126011496,"Pennant Hills - Cheltenham",,0.0699385155906895037329819938515590689504,0.5817396002160994057266342517558076715289,,0.5118010846254099019936522579042486025785
126021497,"Eastwood - Denistone",,0.046869105997736703130894002263296869106,,,
103021064,"Cowra Region",,0.1750372948781700646444554947787170561909,,,
113011259,"Narrandera",,0.1088372093023255813953488372093023255814,0.1243735763097949886104783599088838268793,,0.0155363670074694072151295226995815012979
110031195,"Moree",,0.0337228714524207011686143572621035058431,0.0648429584599797365754812563323201621074,,0.0311200870075590354068668990702166562643
110041205,"Tamworth Surrounds",,,0.2001026167265264238070805541303232426886,,
117031648,"Zetland",,,0.5875503162737205290396779758481886141461,,
121011685,"Greenwich - Riverview",,,0.6223958333333333333333333333333333333333,,
123011701,"Mount Annan",,,0.3292508917954815695600475624256837098692,,
125011709,"Silverwater - Newington",,,0.512136649685346119268804315253221456398,,
101011005,"Young",0.0472527472527472527472527472527472527473,,,,
107011132,"Horsley - Kembla Grange",,0.0254965110037573805689747718733225979603,0.265619083680424081787201817493373722075,,0.2401225726766667012182270456200511241147
107041150,"Woonona - Bulli - Russell Vale",,0.0495557502189963709172819421849580778376,0.3880337636544190665342601787487586891758,,0.3384780134354226956169782365638006113382
121031409,"Pymble",,0.0879642557944708182072046914269757051103,0.6310537519957424161788185204896221394359,,0.5430894962012715979716138290626464343256
112011243,"Mullumbimby",,0.173913043478260869565217391304347826087,0.3054079399812441387933729290403251015942,,0.1314948965029832692281555377359772755072
116021628,"Kellyville Ridge - The Ponds",,,0.5609092886665216445507939960844028714379,,
120031394,"Dulwich Hill - Lewisham",,0.0419219219219219219219219219219219219219,0.6064104000896559453098733609772498038776,,0.5644884781677340233879514390553278819557
123011702,"Spring Farm",,,0.3081967213114754098360655737704918032787,,
125021477,"Ermington - Rydalmere",,0.0387082254979183076403735793856194441319,0.4556477345245692405871091257179323548181,,0.4169395090266509329467355463323129106862
125041589,"Wentworthville - Westmead",,0.0313577924114142364377547820633427406711,0.5012597343105817682088868529546495648191,,0.469901941899167531771132070891306824148
106011108,"Cessnock",,0.0312547184055563943832100256681262267854,0.1281503630926954293037163605296881674498,,0.0968956446871390349205063348615619406644
109031180,"Corowa",,0.0411105178857447944474105712760277629471,0.0676908305328852616418626980316850696111,,0.026580312647140467194452126755657306664
116021631,"Schofields (West) - Colebee",,,0.527280858676207513416815742397137745975,,
101011001,"Goulburn",0.0297516597000245881485124170149987705926,,,,
106031120,"Lemon Tree Passage - Tanilba Bay",,0.0462097611630321910695742471443406022845,0.181059862610402355250245338567222767419,,0.1348501014473701641806710914228821651345
123011433,"Camden - Ellis Lane",,0.0502129169623846699787083037615330021292,0.3451756940399922345175694039992234517569,,0.2949627770776075645388611002376904496277
123021440,"Ingleburn - Denham Court",,0.0302700084756023731686644872260564232958,,,
106031119,"Anna Bay",,0.0528592023065833733781835655934646804421,0.232569021993448759943846513804398689752,,0.1797098196868653865656629482109340093099
113031264,"Gundagai",,0.1053748231966053748231966053748231966054,0.1367292225201072386058981233243967828418,,0.0313543993235018637827015179495735862364
101041026,"Moruya - Tuross Head",0.0625,0.0658945686900958466453674121405750798722,0.129110418830044998269297334717895465559,0.0033945686900958466453674121405750798722,0.0632158501399491516239299225773203856868
105031102,"Dubbo - West",,0.025477707006369426751592356687898089172,0.0775882776843622387701177035791496516935,,0.0521105706779928120185253468912515625215
106031122,"Raymond Terrace",,0.0247969217614365113296280461735784523301,0.1430586338907918597622405802941769091275,,0.1182617121293553484326125341205984567974
108051170,"Taree Surrounds",,,0.1916526745022787239146078196210122331494,,
106041127,"Muswellbrook Surrounds",,,0.1542761319172722191168250419228619340414,,
111031234,"Waratah - North Lambton",,0.0312566446948756113119285562406974271741,0.2519322782480677217519322782480677217519,,0.2206756335531921104400037220073702945778
112021247,"Kyogle",,0.1364806866952789699570815450643776824034,0.1933811802232854864433811802232854864434,,0.05690049352800651648629963515890780404
111021218,"Morisset - Cooranbong",,0.0641440712262242007284500202347227842979,0.238372093023255813953488372093023255814,,0.1742280217970316132250383518583004715161
117021636,"Marrickville - North",,,0.5892946473236618309154577288644322161081,,
119021366,"Punchbowl",,0.0257716511836979322744980521426430925981,0.2879274513508407330436425467598715284338,,0.2621558001671428007691444946172284358357
118021570,"Randwick - South",,0.0444831407313598227006490422668988443882,0.5416863672182821118991331757289204097715,,0.4972032264869222891984841334620215653833
121041413,"Cremorne - Cammeray",,0.0716071607160716071607160716071607160716,0.6580348752218857679857993108489088441057,,0.5864277145058141608250832392417481280341
127021513,"Canley Vale - Canley Heights",,0.0243619489559164733178654292343387470998,0.2526666666666666666666666666666666666667,,0.2283047177107501933488012374323279195669
102011032,"Gosford - Springfield",0.0421301446051167964404894327030033370412,0.0491241933359673383379428420913999736599,0.3303355240401245243860255966793497059841,0.0069940487308505418974534093883966366187,0.2812113307041571860480827545879497323242
102011041,"Wamberal - Forresters Beach",0.0665322580645161290322580645161290322581,0.0794197196951069584460290140152446520777,0.3690121476048590419436167774467109786844,0.0128874616305908294137709494991156198196,0.2895924279097520834975877634314663266067
103041076,"Blayney",,0.104393673110720562390158172231985940246,0.1660305343511450381679389312977099236641,,0.0616368612404244757777807590657239834181
106041128,"Scone",,0.0493292946776287321505841627001298139334,0.099883855981416957026713124274099883856,,0.0505545613037882248761289615739700699226
107041146,"Figtree - Keiraville",,0.0436869308392813192222495692837804577898,0.3364287312597896621168046542850749608414,,0.2927418004205083428945550850012945030516
114011273,"Callala Bay - Currarong",,0.0516129032258064516129032258064516129032,0.1844897959183673469387755102040816326531,,0.1328768926925608953258722843976300197499
115011557,"Castle Hill - West",,0.0665073675826363998407009159697331740342,0.5472473294987674609695973705834018077239,,0.4807399619161310611288964546136686336897
116031314,"Glendenning - Dean Park",,0.0202665186007773459189339255968906163243,0.2757547463429816370992841581076875194522,,0.2554882277422042911803502325107969031279
120031576,"Strathfield South",,0.0384376937383756974581525108493490390577,0.4736842105263157894736842105263157894737,,0.435246516787940092015531699676966750416
121041416,"Neutral Bay - Kirribilli",,0.0606673407482305358948432760364004044489,0.662307943772474664923177508989865969271,,0.6016406030242441290283342329534655648221
116031318,"Prospect Reservoir",,0,0,,0
105031100,"Dubbo - East",,0.0332397003745318352059925093632958801498,0.078757383504703565959308685189236490921,,0.0455176831301717307533161758259406107712
112021244,"Casino",,0.0327558202490525175961017866811044937737,0.0709743067921648435512592215721190536759,,0.0382184865431123259551574348910145599022
117021328,"Sydenham - Tempe - St Peters",,0.0418772563176895306859205776173285198556,0.5700912707699508542007956938918792417505,,0.5282140144522613235148751162745507218949
127011726,"Cobbitty - Bringelly",,,0.3395,,
102011030,"Calga - Kulnura",0.1903765690376569037656903765690376569038,0.1720484359233097880928355196770938446014,0.368986693961105424769703172978505629478,-0.0183281331143471156728548568919438123024,0.1969382580377956366768676533014117848766
107031143,"Warilla",,0.0220291653738752714861929878994725411108,0.1712759270898805782526712759270898805783,,0.1492467617160053067664782880276173394675
119011357,"Greenacre - Mount Lewis",,0.0357806116132227312120836944410053237588,,,
121011399,"Chatswood (West) - Lane Cove North",,0.0533077660594439117929050814956855225312,0.5941475826972010178117048346055979643766,,0.5408398166377571060187997531099124418454
121021406,"Normanhurst - Thornleigh - Westleigh",,0.0631501652184555134010525027536409252234,0.5748531703224259858564065683806784130409,,0.5117030051039704724553540656270374878175
126021503,"West Ryde - Meadowbank",,0.0339901991450318006464393702429360859139,0.5164309263001169839412953312772519408699,,0.482440727155085183294855961034315854956
128011529,"Gymea - Grays Point",,0.053448066900981699187977214883044479457,0.4562251984126984126984126984126984126984,,0.4027771315117167135104354835296539332414
108021159,"Nambucca Heads Region",,0.1176711767117671176711767117671176711767,,,
108041162,"Laurieton - Bonny Hills",,0.065358112340780956358321152641470035498,0.1375173852573018080667593880389429763561,,0.0721592729165208517084382353974729408581
113031268,"Wagga Wagga - North",,0.0334534225424601132269686052496139989707,0.0932463545663852647735993860322333077513,,0.0597929320239251515466307807826193087806
101031014,"Cooma",0.042578125,0.0437697160883280757097791798107255520505,0.1019651464590285502410085279940674823878,0.0011915910883280757097791798107255520505,0.0581954303707004745312293481833419303373
103031072,"Mudgee",,0.038452787258248009101251422070534698521,0.0777391975308641975308641975308641975309,,0.0392864102726161884296127754603294990099
115041624,"North Kellyville",,,0.5406274106454101311391103111339676009257,,
117031330,"Erskineville - Alexandria",,0.0432448262397500976181179226864506052323,0.6778976851470467089546091111294175797018,,0.6346528589072966113364911884429669744695
