"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","TOTAL_COMMUTERS_OD","INTERNAL_COMMUTERS","OUTFLOW_COMMUTERS","SELF_CONTAINMENT_RATE"
2021,125021712,"Carlingford - West",8136,1114,7022,0.1369223205506391347099311701081612586037
2021,128011602,"Caringbah",6199,1311,4888,0.2114857235037909340216163897402806904339
2021,128011606,"Woolooware - Burraneer",4580,681,3899,0.1486899563318777292576419213973799126638
2011,101021010,"Queanbeyan - East",737,299,438,0.4056987788331071913161465400271370420624
2011,101031014,"Cooma",2430,2250,180,0.9259259259259259259259259259259259259259
2011,102011038,"Saratoga - Davistown",2009,370,1639,0.1841712294673967147834743653558984569438
2011,102021057,"Wyong",2001,608,1393,0.3038480759620189905047476261869065467266
2016,101051540,"Goulburn Region",4881,2581,2300,0.5287850850235607457488219627125589018644
2016,101041019,"Bega - Tathra",3220,2756,464,0.8559006211180124223602484472049689440994
2016,112021245,"Casino Region",2480,890,1590,0.3588709677419354838709677419354838709677
2016,102011031,"Erina - Green Point",5227,1668,3559,0.3191123015113832026018748804285440979529
2016,110041205,"Tamworth Region",7722,2781,4941,0.3601398601398601398601398601398601398601
2016,111011213,"Valentine - Eleebana",5359,616,4743,0.1149468184362754245194999066990110095167
2016,111031222,"Adamstown - Kotara",7138,1157,5981,0.1620902213505183524796861866068926870272
2016,112011238,"Bangalow",2247,1052,1195,0.4681797952825990209167779261237205162439
2016,112011243,"Mullumbimby",2746,1612,1134,0.5870356882738528769118718135469774217043
2016,112021246,"Goonellabah",5165,1017,4148,0.1969022265246853823814133591481122942885
2016,114011281,"Tomerong - Wandandian - Woollamia",1411,252,1159,0.1785967399007795889440113394755492558469
2016,115041301,"Pitt Town - McGraths Hill",5016,1410,3606,0.2811004784688995215311004784688995215311
2016,116011560,"Blacktown (South)",5143,334,4809,0.0649426404822088275325685397627843671009
2016,128021607,"Engadine",7991,1327,6664,0.1660618195469903641596796395945438618446
2016,111021218,"Morisset - Cooranbong",5152,2011,3141,0.3903338509316770186335403726708074534161
2016,102011034,"Kincumber - Picketts Valley",2678,537,2141,0.200522778192681105302464525765496639283
2016,127021513,"Canley Vale - Canley Heights",7036,648,6388,0.0920977828311540648095508811824900511654
2016,127031523,"Chipping Norton - Moorebank",8249,1333,6916,0.1615953448902897320887380288519820584313
2016,106011111,"Kurri Kurri - Abermain",6472,1494,4978,0.2308405438813349814585908529048207663782
2016,111031227,"Mayfield - Warabrook",6579,1150,5429,0.1747986016111871105031159750721994224046
2016,115011556,"Castle Hill - South",4501,543,3958,0.1206398578093756942901577427238391468563
2016,125031484,"Guildford West - Merrylands West",7364,744,6620,0.1010320478001086366105377512221618685497
2016,103021067,"Parkes (NSW)",4164,3297,867,0.7917867435158501440922190201729106628242
2016,111011210,"Mount Hutton - Windale",2974,365,2609,0.1227303295225285810356422326832548755884
2016,127021515,"Fairfield",4899,628,4271,0.1281894264135537864870381710553174117167
2016,118011345,"Paddington - Moore Park",8623,1253,7370,0.1453090571726777223704047315319494375507
2016,125011586,"Lidcombe",8845,1239,7606,0.1400791407574901074053137365743357829282
2016,128021534,"Illawong - Alfords Point",5466,677,4789,0.1238565678741309915843395536040980607391
2016,105031100,"Dubbo - East",4583,1854,2729,0.4045385118917739471961597207069605062186
2016,105031103,"Dubbo Region",2607,648,1959,0.2485615650172612197928653624856156501726
2016,113031269,"Wagga Wagga - South",9468,1550,7918,0.1637093367131389945078158005914659907055
2016,103031074,"Mudgee Region - West",3779,2158,1621,0.5710505424715533209843874040751521566552
2016,110041199,"Gunnedah",3694,2868,826,0.7763941526800216567406605305901461829995
2016,125041589,"Wentworthville - Westmead",6628,550,6078,0.0829812914906457453228726614363307181654
2016,112021244,"Casino",3996,2805,1191,0.701951951951951951951951951951951951952
2016,114011280,"Sussex Inlet - Berrara",1063,547,516,0.514581373471307619943555973659454374412
2016,106041128,"Scone",2529,1619,910,0.6401739818109924871490707789640173981811
2016,109021177,"Hay",1217,1163,54,0.9556285949055053410024650780608052588332
2016,109021179,"Wentworth-Balranald Region",1230,1134,96,0.9219512195121951219512195121951219512195
2016,123031446,"Douglas Park - Appin",4551,833,3718,0.1830366952318171830366952318171830366952
2016,117031330,"Erskineville - Alexandria",10690,1182,9508,0.1105706267539756782039289055191768007484
2016,110021191,"Inverell",4309,4047,262,0.9391970294731956370387560919006730099791
2016,112031252,"Murwillumbah Region",3109,1150,1959,0.3698938565455130266966870376326793181087
2016,117011325,"Sydney Airport",4,0,4,0
2016,118011344,"Dover Heights",5248,808,4440,0.1539634146341463414634146341463414634146
2016,116031314,"Glendenning - Dean Park",3744,347,3397,0.0926816239316239316239316239316239316239
2021,101021009,"Queanbeyan",1882,1111,771,0.5903294367693942614240170031880977683316
2021,102011031,"Erina - Green Point",5480,1789,3691,0.3264598540145985401459854014598540145985
2021,102021045,"Blue Haven - San Remo",4393,531,3862,0.1208741179148645572501707261552469838379
2021,102021048,"Gorokan - Kanwal - Charmhaven",7919,1508,6411,0.1904280843540851117565349160247505998232
2021,102021051,"Ourimbah - Fountaindale",2385,385,2000,0.1614255765199161425576519916142557651992
2021,103031074,"Mudgee Surrounds - West",4452,2531,1921,0.568508535489667565139263252470799640611
2021,105031106,"Wellington",2921,2115,806,0.724067100308113659705580280725778842862
2021,106031123,"Seaham - Woodville",2782,464,2318,0.166786484543493889288281811646297627606
2021,106041128,"Scone",2759,1742,1017,0.6313881841246828561072852482783617252628
2021,107031141,"Shellharbour - Flinders",8959,1503,7456,0.1677642594039513338542248018752092867508
2021,110011186,"Armidale",9917,8993,924,0.9068266612886961782797216900272259755975
2021,111021215,"Bolton Point - Teralba",3936,522,3414,0.1326219512195121951219512195121951219512
2021,112021249,"Lismore Surrounds",6727,2169,4558,0.3224319904861007878697785045339675932808
2021,113011256,"Griffith (NSW)",9937,7187,2750,0.7232565160511220690349199959746402334709
2021,111031230,"Newcastle Port - Kooragang",6,0,6,0
2021,112011236,"Ballina",6691,4310,2381,0.644148856673143027947989837094604692871
2021,114011278,"Nowra",8117,5865,2252,0.7225575951706295429345817420229148700259
2021,114011275,"Ettrema - Sassafras - Budawang",21,6,15,0.2857142857142857142857142857142857142857
2021,115011296,"West Pennant Hills",6009,942,5067,0.1567648527209186220668996505242136794808
2021,114021288,"Robertson - Fitzroy Falls",1654,719,935,0.4347037484885126964933494558645707376058
2021,118021654,"South Coogee",2222,334,1888,0.1503150315031503150315031503150315031503
2021,119011354,"Bass Hill - Georges Hall",6605,1137,5468,0.1721423164269492808478425435276305828917
2021,119021661,"Canterbury - South",5054,497,4557,0.098337950138504155124653739612188365651
2021,119021663,"Kingsgrove - North",2334,369,1965,0.1580976863753213367609254498714652956298
2021,116011307,"Lalor Park - Kings Langley",10721,1613,9108,0.1504523831732114541553959518701613655443
2021,123031448,"The Oaks - Oakdale",4258,1004,3254,0.2357914513856270549553781117895725692814
2021,121041688,"Mosman - North",6415,1388,5027,0.2163678877630553390491036632891660171473
2021,121021577,"Hornsby - East",6133,1117,5016,0.1821294635578020544594814935594325778575
2021,119041669,"Bexley - North",3866,538,3328,0.1391619244697361614071391619244697361614
2021,120031393,"Croydon Park - Enfield",7374,1014,6360,0.1375101708706265256305939788445890968267
2021,121011683,"Castle Cove - Northbridge",5916,1258,4658,0.2126436781609195402298850574712643678161
2021,120011386,"Five Dock - Abbotsford",10090,1750,8340,0.173439048562933597621407333994053518335
2021,120031677,"Ashfield - South",5749,704,5045,0.1224560793181422856148895460080013915464
2021,120031679,"Croydon",4890,638,4252,0.1304703476482617586912065439672801635992
2021,126021501,"North Ryde - East Ryde",7554,1174,6380,0.1554143500132380195922689965581149060101
2021,125041494,"Winston Hills",5004,710,4294,0.1418864908073541167066346922462030375699
2021,128011604,"Cronulla - Kurnell - Bundeena",12211,2864,9347,0.2345426255015969208091065432806485955286
2011,101011006,"Young Region",2421,1784,637,0.7368855844692275919041718298223874432053
2011,102011033,"Kariong",1589,314,1275,0.1976085588420390182504719949653870358716
2011,101031013,"Bombala",936,883,53,0.9433760683760683760683760683760683760684
2011,102021054,"Toukley - Norah Head",2052,578,1474,0.2816764132553606237816764132553606237817
2011,102021056,"Warnervale - Wadalba",3174,810,2364,0.2551984877126654064272211720226843100189
2016,101021007,"Braidwood",1173,931,242,0.79369138959931798806479113384484228474
2016,114011283,"Ulladulla Region",1643,545,1098,0.3317102860620815581253804017041996348144
2016,107031140,"Kiama Hinterland - Gerringong",3188,1052,2136,0.3299874529485570890840652446675031367629
2016,114011278,"Nowra",6705,4877,1828,0.7273676360924683072334079045488441461596
2016,114011282,"Ulladulla",4792,3980,812,0.8305509181969949916527545909849749582638
2016,109011175,"Albury Region",4522,2634,1888,0.5824856258292790800530738611233967271119
2016,110041201,"Quirindi",2824,2232,592,0.7903682719546742209631728045325779036827
2016,111031235,"Wickham - Carrington - Tighes Hill",3993,571,3422,0.143000250438266967192587027297771099424
2016,112021249,"Lismore Region",6327,1918,4409,0.3031452505136715663031452505136715663031
2016,122031424,"Beacon Hill - Narraweena",6301,794,5507,0.1260117441675924456435486430725281701317
2016,124011450,"Blaxland - Warrimoo - Lapstone",9010,1622,7388,0.1800221975582685904550499445061043285239
2016,115011296,"West Pennant Hills",6340,730,5610,0.1151419558359621451104100946372239747634
2016,117021327,"Petersham - Stanmore",11321,1043,10278,0.0921296705238053175514530518505432382298
2016,128021536,"Oyster Bay - Como - Jannali",10141,1273,8868,0.1255300266245932353811261216842520461493
2016,106011109,"Cessnock Region",3048,652,2396,0.2139107611548556430446194225721784776903
2016,107041145,"Corrimal - Tarrawanna - Bellambi",6198,925,5273,0.1492416908680219425621168118747983220394
2016,111031226,"Maryland - Fletcher - Minmi",6310,567,5743,0.0898573692551505546751188589540412044374
2016,116011303,"Blacktown (East) - Kings Park",7431,1137,6294,0.1530076705692369802180056519983851433185
2016,116031315,"Hassall Grove - Plumpton",9345,760,8585,0.081326912787586944890315676832530765115
2016,125041494,"Winston Hills",4972,554,4418,0.1114239742558326629123089300080450522928
2016,115011291,"Baulkham Hills (West) - Bella Vista",10177,2033,8144,0.1997641741181094625135108578166453768301
2016,108011153,"Forster-Tuncurry Region",1736,736,1000,0.4239631336405529953917050691244239631336
2016,128011602,"Caringbah",5674,1073,4601,0.1891082129009517095523440253789213958407
2016,118011341,"Bondi Junction - Waverly",8309,1585,6724,0.1907570104705740763028041882296305211217
2016,125041492,"Parramatta - Rosehill",13954,2180,11774,0.1562276049878171133725096746452630070231
2016,108051167,"Gloucester",1669,1466,203,0.8783702816057519472738166566806470940683
2016,113011259,"Narrandera",2290,1734,556,0.7572052401746724890829694323144104803493
2016,106041126,"Muswellbrook",4660,3425,1235,0.7349785407725321888412017167381974248927
2016,104011080,"Grafton",6152,5523,629,0.8977568270481144343302990897269180754226
2016,112031550,"Banora Point",3788,980,2808,0.2587117212249208025343189017951425554382
2016,126021503,"West Ryde - Meadowbank",9955,1041,8914,0.1045705675539929683576092415871421396283
2016,119031372,"Peakhurst - Lugarno",7774,1168,6606,0.150244404425006431695394906097247234371
2016,108031161,"Lord Howe Island",202,202,0,1
2016,109031183,"Deniliquin Region",2370,1861,509,0.7852320675105485232067510548523206751055
2016,109031184,"Moama",858,755,103,0.87995337995337995337995337995337995338
2016,116021562,"Acacia Gardens",1937,116,1821,0.0598864223025296850800206504904491481673
2016,125031486,"Smithfield Industrial",5,5,0,1
2021,101041019,"Bega - Tathra",3522,2992,530,0.8495173197047132311186825667234525837592
2021,101041021,"Broulee - Tomakin",1334,424,910,0.3178410794602698650674662668665667166417
2021,101041023,"Eden",1094,788,306,0.7202925045703839122486288848263254113346
2021,101041025,"Merimbula - Tura Beach",4269,2876,1393,0.6736940735535254157882408058093230264699
2021,103021067,"Parkes (NSW)",4621,3504,1117,0.7582774291278943951525643800043280675179
2021,104011080,"Grafton",6709,5781,928,0.8616783425249664629602027127738858250112
2021,104021084,"Coffs Harbour - North",7057,2430,4627,0.3443389542298427093665863681451041519059
2021,107011131,"Dapto - Avondale",9739,1843,7896,0.1892391415956463702638874627785193551699
2021,107011134,"Unanderra - Mount Kembla",6564,1476,5088,0.2248628884826325411334552102376599634369
2021,109031185,"Tocumwal - Finley - Jerilderie",2822,2649,173,0.9386959603118355776045357902197023387668
2021,110041205,"Tamworth Surrounds",8454,2875,5579,0.340075703808847882659096285781878400757
2021,111031224,"Hamilton - Broadmeadow",6045,1310,4735,0.2167080231596360628618693134822167080232
2021,114011277,"North Nowra - Bomaderry",6403,1928,4475,0.3011088552241136967046696860846478213337
2021,114021287,"Moss Vale - Berrima",4427,2074,2353,0.4684888186130562457646261576688502371809
2021,113031269,"Wagga Wagga - South",10313,1809,8504,0.1754096771065645302045961407931736643072
2021,118011341,"Bondi Junction - Waverly",8973,1892,7081,0.2108547865819681266020283071436531817675
2021,118011347,"Woollahra",3584,749,2835,0.208984375
2021,119021660,"Campsie - South",2920,350,2570,0.1198630136986301369863013698630136986301
2021,116021631,"Schofields (West) - Colebee",4954,467,4487,0.0942672587807832054905127169963665724667
2021,115021297,"Dural - Kenthurst - Wisemans Ferry",10306,3519,6787,0.3414515816029497380166893071996895012614
2021,115031299,"Bilpin - Colo - St Albans",1139,402,737,0.3529411764705882352941176470588235294118
2021,116011626,"Seven Hills - Prospect",6457,672,5785,0.1040730989623664240359299984512931702029
2021,122021691,"North Narrabeen - Warriewood (South)",5371,1238,4133,0.2304971141314466579780301619810091230683
2021,124011451,"Blue Mountains - North",5,5,0,1
2021,121031412,"Wahroonga (East) - Warrawee",8147,1873,6274,0.2299005768994721983552227813919234073892
2021,119031665,"Hurstville - North",4890,569,4321,0.1163599182004089979550102249488752556237
2021,127011729,"Oran Park",7811,957,6854,0.1225195237485597234669056458840097298681
2021,127021513,"Canley Vale - Canley Heights",6801,675,6126,0.0992501102779003087781208645787384208205
2021,125041490,"North Rocks",3699,663,3036,0.1792376317923763179237631792376317923763
2021,125011584,"Auburn - South",2412,335,2077,0.1388888888888888888888888888888888888889
2011,101011001,"Goulburn",7401,6873,528,0.928658289420348601540332387515200648561
2011,101021009,"Queanbeyan",1378,822,556,0.5965166908563134978229317851959361393324
2011,102021055,"Tuggerah - Kangy Angy",1424,535,889,0.3757022471910112359550561797752808988764
2016,101031014,"Cooma",2568,2338,230,0.9104361370716510903426791277258566978193
2016,101061542,"Yass Region",2425,1543,882,0.6362886597938144329896907216494845360825
2016,107031138,"Kiama",2988,1063,1925,0.3557563587684069611780455153949129852744
2016,117021326,"Marrickville",13375,1810,11565,0.1353271028037383177570093457943925233645
2016,101041025,"Merimbula - Tura Beach",3719,2574,1145,0.6921215380478623285829524065609034686744
2016,116021309,"Glenwood",7987,784,7203,0.0981595092024539877300613496932515337423
2016,102011039,"Terrigal - North Avoca",6103,1250,4853,0.2048173029657545469441258397509421595936
2016,102021050,"Lake Munmorah - Mannering Park",3543,605,2938,0.1707592435788879480666102173299463731301
2016,102021052,"Summerland Point - Gwandalan",2092,296,1796,0.1414913957934990439770554493307839388145
2016,105031101,"Dubbo - South",7752,4407,3345,0.5684984520123839009287925696594427244582
2016,111011212,"Swansea - Caves Beach",4173,924,3249,0.2214234363767074047447879223580158159597
2016,113021262,"Tumut Region",1937,887,1050,0.4579246257098606091894682498709344346928
2016,120011385,"Drummoyne - Rodd Point",9207,1221,7986,0.1326164874551971326164874551971326164875
2016,106011110,"Dungog",3566,1664,1902,0.4666292765002804262478968031407739764442
2016,114021284,"Bowral",4590,2486,2104,0.5416122004357298474945533769063180827887
2016,119011361,"Yagoona - Birrong",7096,746,6350,0.1051296505073280721533258173618940248027
2016,111021221,"West Wallsend - Barnsley - Killingworth",2753,308,2445,0.1118779513258263712313839447875045405013
2016,121021406,"Normanhurst - Thornleigh - Westleigh",8667,1407,7260,0.1623399100034614053305642090688819660782
2016,121021577,"Hornsby - East",5978,1026,4952,0.1716293074606891937102709936433589829374
2016,121031410,"St Ives",9194,1863,7331,0.2026321514030889710680878834022188383729
2016,121041416,"Neutral Bay - Kirribilli",10316,1194,9122,0.1157425358666149670414889492051182628926
2016,127011594,"Green Valley",4951,398,4553,0.0803878004443546758230660472631791557261
2016,111031234,"Waratah - North Lambton",5127,691,4436,0.1347766725180417398088550809440218451336
2016,127021514,"Edensor Park",3949,380,3569,0.0962268928842744998733856672575335527982
2016,106031123,"Seaham - Woodville",2526,409,2117,0.161916072842438638163103721298495645289
2016,108051169,"Taree",6232,5128,1104,0.822849807445442875481386392811296534018
2016,125031481,"Granville - Clyde",7816,893,6923,0.1142528147389969293756397134083930399181
2016,125031483,"Guildford - South Granville",5846,774,5072,0.1323982210058159425248032842969551830311
2016,117011323,"Pagewood - Hillsdale - Daceyville",4846,622,4224,0.1283532810565414775072224515063970284771
2016,104011082,"Maclean - Yamba - Iluka",4796,4027,769,0.8396580483736447039199332777314428690575
2016,103011060,"Bathurst Region",2903,762,2141,0.2624870823286255597657595590768170857733
2016,109031181,"Corowa Region",1897,1254,643,0.6610437532946758039008961518186610437533
2016,108021159,"Nambucca Heads Region",2534,802,1732,0.3164956590370955011838989739542225730071
2016,128011530,"Miranda - Yowie Bay",8300,1489,6811,0.1793975903614457831325301204819277108434
2016,110011187,"Armidale Region - North",1923,1259,664,0.6547061882475299011960478419136765470619
2016,105011092,"Bourke - Brewarrina",1354,1325,29,0.9785819793205317577548005908419497784343
2016,110021193,"Inverell Region - West",2221,1569,652,0.7064385411976587122917604682575416479063
2016,108051170,"Taree Region",3935,1238,2697,0.314612452350698856416772554002541296061
2016,108051171,"Wingham",1753,661,1092,0.3770678836280661722760981175128351397604
2016,124031463,"Mulgoa - Luddenham - Orchard Hills",4603,793,3810,0.1722789485118401042798175103193569411254
2016,116031319,"Rooty Hill - Minchinbury",9424,1157,8267,0.1227716468590831918505942275042444821732
2016,119011355,"Chullora",337,47,290,0.1394658753709198813056379821958456973294
2016,127031601,"Warwick Farm",1777,167,1610,0.093978615644344400675295441755768148565
2021,101031014,"Cooma",2703,2491,212,0.9215686274509803921568627450980392156863
2021,101041020,"Bega-Eden Hinterland",3758,1320,2438,0.35125066524747205960617349654071314529
2021,101041022,"Deua - Wadbilliga",10,0,10,0
2021,102011032,"Gosford - Springfield",9682,3221,6461,0.3326791985127039867795909935963643875232
2021,102021052,"Summerland Point - Gwandalan",2419,437,1982,0.1806531624638280281107895824720959073998
2021,103041076,"Blayney",3294,1742,1552,0.5288403157255616272009714632665452337583
2021,103041078,"Orange - North",10841,2355,8486,0.2172308827598929988008486302001660363435
2021,103041079,"Orange Surrounds",5504,2268,3236,0.412063953488372093023255813953488372093
2021,102021054,"Toukley - Norah Head",3309,764,2545,0.2308854638863705046841946207313387730432
2021,105031103,"Dubbo Surrounds",2840,672,2168,0.2366197183098591549295774647887323943662
2021,107011545,"Berkeley - Lake Heights - Cringila",4932,528,4404,0.1070559610705596107055961070559610705596
2021,107031137,"Albion Park Rail",2689,407,2282,0.1513573819263666790628486426180736333209
2021,108051167,"Gloucester",1828,1544,284,0.8446389496717724288840262582056892778993
2021,109011175,"Albury Surrounds",4711,2651,2060,0.5627255359796221609000212269157291445553
2021,111021217,"Edgeworth - Cameron Park",7786,1031,6755,0.1324171590033393269971744156177754944773
2021,111011212,"Swansea - Caves Beach",4731,1215,3516,0.2568167406467977171845275840202916930881
2021,111031225,"Lambton - New Lambton",8443,1663,6780,0.1969679024043586402937344545777567215445
2021,112031550,"Banora Point",4489,1062,3427,0.2365783025172644241479171307640899977723
2021,111031234,"Waratah - North Lambton",6072,885,5187,0.145750988142292490118577075098814229249
2021,114011279,"St Georges Basin - Erowal Bay",4691,1173,3518,0.2500532935408228522703048390535067149861
2021,118021653,"Matraville - Chifley",5842,867,4975,0.1484080794248545018829168093118794933242
2021,118011345,"Paddington - Moore Park",8583,1558,7025,0.1815216124898054293370616334614936502388
2021,117031644,"Sydney (North) - Millers Point",4601,2584,2017,0.5616170397739621821343186263855683547055
2021,117031646,"Ultimo",3692,491,3201,0.1329902491874322860238353196099674972914
2021,118021569,"Randwick - North",8746,1210,7536,0.1383489595243539903956094214498056254288
2021,117031647,"Waterloo",8652,950,7702,0.1098012020342117429496070272769301895515
2021,118011339,"Bondi - Tamarama - Bronte",10154,1761,8393,0.1734291904668111089225920819381524522356
2021,117011320,"Banksmeadow",238,40,198,0.1680672268907563025210084033613445378151
2021,117011635,"Mascot",11734,1648,10086,0.1404465655360490881199931822055565024715
2021,117021327,"Petersham - Stanmore",11368,1472,9896,0.1294862772695285010555946516537649542576
2021,116011560,"Blacktown - South",5056,455,4601,0.0899920886075949367088607594936708860759
2021,117021637,"Marrickville - South",7276,857,6419,0.117784496976360637713029136888400219901
2021,116021562,"Acacia Gardens",1878,175,1703,0.0931842385516506922257720979765708200213
2021,122011419,"Manly - Fairlight",12172,2854,9318,0.2344725599737101544528425895497863950049
2021,122021422,"Newport - Bilgola",6664,1818,4846,0.2728091236494597839135654261704681872749
2021,123011700,"Harrington Park",5599,736,4863,0.131452045008037149490980532237899624933
2021,124011452,"Katoomba - Leura",5222,3034,2188,0.5810034469551895825354270394484871696668
2021,122031427,"Forestville - Killarney Heights",5870,1241,4629,0.2114139693356047700170357751277683134583
2021,123031446,"Douglas Park - Appin",4944,1072,3872,0.2168284789644012944983818770226537216828
2021,120011383,"Concord - Mortlake - Cabarita",10867,1971,8896,0.1813748044538511088616913591607619398178
2021,119041380,"Monterey - Brighton-le-Sands - Kyeemagh",5795,761,5034,0.131320103537532355478861087144089732528
2021,126011496,"Pennant Hills - Cheltenham",10096,1850,8246,0.1832408874801901743264659270998415213946
2021,126021590,"Putney",1996,351,1645,0.1758517034068136272545090180360721442886
2021,124041468,"Yarramundi - Londonderry",2894,739,2155,0.2553559087767795438838977194194885970974
2021,125031483,"Guildford - South Granville",5191,768,4423,0.1479483721826237719129262184550183009054
2021,128021535,"Menai - Lucas Heights - Woronora",10555,2116,8439,0.2004737091425864519185220274751302700142
2011,101011002,"Goulburn Region",4040,2411,1629,0.5967821782178217821782178217821782178218
2011,102011042,"Woy Woy - Blackwall",2727,1033,1694,0.3788045471213788045471213788045471213788
2011,103011060,"Bathurst Region",2466,798,1668,0.3236009732360097323600973236009732360097
2016,107041148,"Thirroul - Austinmer - Coalcliff",5200,1107,4093,0.2128846153846153846153846153846153846154
2016,101061541,"Yass",1704,1473,231,0.8644366197183098591549295774647887323944
2016,127031600,"Prestons - Edmondson Park",7645,934,6711,0.1221713538260300850228907782864617396991
2016,124051470,"St Clair",9608,892,8716,0.0928393005828476269775187343880099916736
2016,113021260,"Tumbarumba",1302,1191,111,0.9147465437788018433179723502304147465438
2016,102011032,"Gosford - Springfield",8052,2717,5335,0.3374316939890710382513661202185792349727
2016,106031121,"Nelson Bay Peninsula",7206,4602,2604,0.6386344712739383846794338051623646960866
2016,112011239,"Brunswick Heads - Ocean Shores",2880,1078,1802,0.3743055555555555555555555555555555555556
2016,114011277,"North Nowra - Bomaderry",6014,1776,4238,0.2953109411373461922181576321915530428999
2016,114011279,"St Georges Basin - Erowal Bay",3924,1097,2827,0.2795616717635066258919469928644240570846
2016,121031412,"Wahroonga (East) - Warrawee",8062,1619,6443,0.2008186554204911932522947159513768295708
2016,122031427,"Forestville - Killarney Heights",5632,1047,4585,0.1859019886363636363636363636363636363636
2016,120031396,"Homebush",7776,709,7067,0.0911779835390946502057613168724279835391
2016,124031460,"Glenmore Park - Regentville",11028,1114,9914,0.1010155966630395357272397533550961189699
2016,127021519,"Smithfield - Wetherill Park",6246,684,5562,0.1095100864553314121037463976945244956772
2016,102011037,"Point Clare - Koolewong",2575,326,2249,0.1266019417475728155339805825242718446602
2016,102021045,"Blue Haven - San Remo",4200,364,3836,0.0866666666666666666666666666666666666667
2016,102011042,"Woy Woy - Blackwall",4873,1037,3836,0.2128052534373076133798481428278268007388
2016,102021049,"Jilliby - Yarramalong",1468,338,1130,0.2302452316076294277929155313351498637602
2016,111031224,"Hamilton - Broadmeadow",5391,1069,4322,0.198293452049712483769245038026340196624
2016,121041417,"North Sydney - Lavender Bay",6240,1557,4683,0.2495192307692307692307692307692307692308
2016,126021591,"Ryde",12955,1672,11283,0.1290621381705905055962948668467773060594
2016,126021501,"North Ryde - East Ryde",5636,790,4846,0.1401703335699077359829666430092264017033
2016,104011081,"Grafton Region",5158,1352,3806,0.2621170996510275300504071345482745250097
2016,125041493,"Toongabbie - Constitution Hill",9461,784,8677,0.0828665045978226403128633336856569073037
2016,104021084,"Coffs Harbour - North",6453,2297,4156,0.3559584689291802262513559584689291802263
2016,120031392,"Canterbury (North) - Ashbury",5024,440,4584,0.0875796178343949044585987261146496815287
2016,104021086,"Coramba - Nana Glen - Bucca",1543,374,1169,0.2423849643551523007128969539857420609203
2016,106041127,"Muswellbrook Region",1801,837,964,0.4647418101054969461410327595780122154359
2016,107011134,"Unanderra - Mount Kembla",6625,1349,5276,0.2036226415094339622641509433962264150943
2016,108051168,"Old Bar - Manning Point - Red Head",3547,1014,2533,0.2858753876515365097265294615167747392162
2016,108021158,"Nambucca Heads",1701,945,756,0.5555555555555555555555555555555555555556
2016,123021436,"Bradbury - Wedderburn",7255,550,6705,0.0758097863542384562370778773259820813232
2016,113011256,"Griffith (NSW)",8207,6131,2076,0.7470452053125380772511270866333617643475
2016,127011593,"Cecil Hills",3116,320,2796,0.1026957637997432605905006418485237483954
2016,110011188,"Armidale Region - South",2560,1060,1500,0.4140625
2016,118021570,"Randwick - South",6611,1221,5390,0.1846921797004991680532445923460898502496
2016,114011275,"Ettrema - Sassafras - Budawang",9,6,3,0.6666666666666666666666666666666666666667
2016,125041490,"North Rocks",3532,523,3009,0.1480747451868629671574178935447338618347
2021,101021010,"Queanbeyan - East",942,339,603,0.3598726114649681528662420382165605095541
2021,102011029,"Box Head - MacMasters Beach",4390,1078,3312,0.2455580865603644646924829157175398633257
2021,102021057,"Wyong",3221,671,2550,0.208320397392114250232846941943495808755
2021,103021064,"Cowra Surrounds",2267,1292,975,0.5699161887957653286281429201588001764446
2021,103021066,"Grenfell",1354,1059,295,0.7821270310192023633677991137370753323486
2021,106011109,"Cessnock Surrounds",3770,814,2956,0.2159151193633952254641909814323607427056
2021,104021088,"Korora - Emerald Beach",4566,914,3652,0.2001752080595707402540516863775733683749
2021,107041548,"Wollongong - East",7989,2849,5140,0.3566153461008887219927400175240956314933
2021,108011154,"Tuncurry",1715,716,999,0.4174927113702623906705539358600583090379
2021,108021156,"Kempsey Surrounds",3386,1205,2181,0.3558771411695215593620791494388659184879
2021,110041204,"Tamworth - West",2013,771,1242,0.3830104321907600596125186289120715350224
2021,109011172,"Albury - East",6524,2156,4368,0.3304721030042918454935622317596566523605
2021,109011174,"Albury - South",3733,2460,1273,0.6589874095901419769622287704259308866863
2021,111011209,"Glendale - Cardiff - Hillsborough",11527,2032,9495,0.1762817732280732193979352823804979613082
2021,112031552,"Tweed Heads South",1949,843,1106,0.432529502308876346844535659312467932273
2021,113021261,"Tumut",2691,2158,533,0.8019323671497584541062801932367149758454
2021,114011272,"Berry - Kangaroo Valley",3415,1571,1844,0.4600292825768667642752562225475841874085
2021,114011274,"Culburra Beach",1742,574,1168,0.3295063145809414466130884041331802525832
2021,119011356,"Condell Park",3813,733,3080,0.1922370836611591922370836611591922370837
2021,117011321,"Botany",6596,946,5650,0.1434202546998180715585203153426318981201
2021,117021636,"Marrickville - North",6435,1040,5395,0.1616161616161616161616161616161616161616
2021,115031300,"Kurrajong Heights - Ebenezer",10834,3049,7785,0.2814288351486062396160236293151190695957
2021,121031408,"Lindfield - Roseville",11299,2135,9164,0.1889547747588282148862731215151783343659
2021,123021704,"Glenfield",4499,451,4048,0.1002444987775061124694376528117359413203
2021,122031693,"Collaroy - Collaroy Plateau",6938,1265,5673,0.1823292014989910637071202075526088209859
